null_best_deltaD_add,null_best_k2,null_reference_deltaD_add
3.870468618885738,20.68,1.3111454264386815
3.1804225177563836,18.0,0.5771923999283359
4.365736057967972,22.58,3.2798350704736094
5.940266290402516,23.58,4.132365476640359
3.2146687719018985,18.11,0.4368995788555452
2.6178677062486777,22.65,0.10068580152880457
5.400384406272131,24.0,1.3640664907974056
7.158219635309038,20.04,6.072144322710258
4.261885158598371,23.060000000000002,0.7416051904937575
2.7048411715982468,22.09,0.3303530838223949
6.611681269204748,20.56,3.0797853879506576
4.796838966485176,21.39,4.388624484167124
8.43522048030973,23.759999999999998,2.955092880203267
3.0674926281561596,24.0,0.4294870646599449
3.381190428286345,22.77,1.7874803353364754
4.58286241187777,21.32,0.8131588882148009
3.7199458906606537,23.46,1.099866728371218
2.2467390230880397,22.65,0.29777422235624584
2.1592564410226807,19.02,1.517457816652044
4.030652949387559,21.43,0.1135404997685896
2.7341416346987906,19.62,2.7188483777947923
3.6988651578087968,22.5,1.1747365620976638
5.59141016018804,19.74,5.439084105772007
8.393527447553154,18.49,4.580481263106925
4.5215321649732445,23.509999999999998,1.8031895620396483
5.554204372095825,19.14,4.802308354165213
3.0095894853288527,21.25,2.0861753645732932
6.73714740060948,21.21,0.9840844324926294
10.93297634690289,23.42,1.012452528618354
2.481861349550691,19.11,2.039361705530041
5.932294672635244,21.65,0.31292214010094455
3.8351755840948627,21.47,1.3719753970544986
2.108199191039951,23.310000000000002,0.7964926080770312
3.8721149756330533,23.15,0.5484401800111982
2.2437300622201803,22.02,0.2539482129205375
1.8710494698495914,22.58,0.24444615511744772
1.3888144241904499,20.18,0.7944933432792141
7.9826711566684665,19.43,7.899488345842606
3.836539241175771,24.0,2.6464349265969744
6.073565159141268,22.57,0.016797664037731863
7.29320325582065,21.77,4.052197717403779
2.2470300414722004,24.0,0.1779806878690735
5.927814741262885,18.0,2.0681682619396824
2.9911304169858823,24.0,1.1418902913582656
4.151340670736079,18.0,0.4158354778338378
2.2565313752010354,23.11,1.2483373140492944
2.072565749379528,18.7,0.8645140139194396
6.380537606446538,19.78,6.01149005294139
6.558092633676864,23.55,2.930865334905846
5.1971085127603445,20.94,3.3719001631994487
2.993414222341137,18.0,0.1940987816115154
2.4312897936011737,18.24,0.14849467820889828
7.683019730739211,19.9,6.05231733716257
2.5980613272982893,18.0,0.072364172502688
4.2901885322379485,21.28,2.007515359483925
3.8785010432641975,20.51,1.0488788252613865
2.3767247441014874,23.3,0.012402473352956633
