k2,deltaD_add_exact,D_base_exact,D_two_exact,C,a1,b1,A1,phi1,a2,b2,A2,phi2,success,message,n_iter,amplitude1_bound_active,amplitude2_bound_active
18.0,83.34263578476407,1059.6645947377945,976.3219589530304,-0.028125554205500863,0.00787052656844293,0.07748171099568978,0.0778804258288574,-1.4695644022716687,0.09355344164399405,-0.03532355526506072,0.1,0.3610273626627102,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,13,False,True
18.01,85.14095785727704,1059.6645947377945,974.5236368805174,-0.028019932233814184,0.007977861081801988,0.07723751836662977,0.07764844178008985,-1.4678713488663409,0.09406665543235274,-0.03393323350008108,0.1,0.34620702796765684,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.02,86.90233247321225,1059.6645947377945,972.7622622645822,-0.02791222516275803,0.008083045113401952,0.07699553134010988,0.07741865062535729,-1.4661987544164432,0.09455307797820324,-0.03255327087786752,0.1,0.3315750700382415,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.03,88.62561544813354,1059.6645947377945,971.0389792896609,-0.027803407811013515,0.008187589642744355,0.07675479751658631,0.07719025564130579,-1.4645261663277975,0.09501396997458167,-0.031182455157817396,0.1,0.31711272712025657,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.04,90.30970575249012,1059.6645947377945,969.3548889853043,-0.027692851709324343,0.008289920993276925,0.07651561867112976,0.07696338539007049,-1.462874421419744,0.09545022984220153,-0.029820355850842934,0.1,0.30281002783992284,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,False,True
18.05,91.95354393735624,1059.6645947377945,967.7110508004382,-0.027581557391277794,0.008391113948933706,0.07627880756258398,0.07673895540384759,-1.4612310343927424,0.09586231604550173,-0.02846781274338341,0.1,0.2886706459452176,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.06,93.55611067439645,1059.6645947377945,966.108484063398,-0.02746787064127445,0.008491662483028135,0.07604345432574375,0.07651611122840171,-1.4595884958934873,0.09625142019644653,-0.027123128694291267,0.1,0.2746720416129071,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,False,True
18.07,95.1164254209998,1059.6645947377945,964.5481693167947,-0.027353220816753048,0.008589644329255488,0.07581085442330766,0.07629592150367578,-1.457973857934062,0.09661777967982804,-0.025787684070893404,0.1,0.26082407332052665,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.08,96.63354513897116,1059.6645947377945,963.0310495988233,-0.027236509281500596,0.00868824040059262,0.07558042679390421,0.07607816004351843,-1.4563451174758923,0.09696237963622183,-0.02446010906110595,0.1,0.24710826481943543,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.09,98.10656315122799,1059.6645947377945,961.5580315865665,-0.027118621976579372,0.00878400183299234,0.07535255531014137,0.07586281223346474,-1.454748047213826,0.09728584706239923,-0.023140094238171666,0.1,0.23351746373989277,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,False,True
18.1,99.53460798992421,1059.6645947377945,960.1299867478702,-0.026998615605369564,0.008878760696954001,0.07512711347755985,0.07564995420344899,-1.4531588193325657,0.09758835884070739,-0.02182915982756388,0.1,0.2200635062986578,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
18.11,100.91684241490202,1059.6645947377945,958.7477523228924,-0.026877598895131014,0.008973092117271523,0.07490493372134022,0.07544047638995535,-1.4515713963189076,0.09787118294633726,-0.020523926249248294,0.1,0.20670816773957168,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,False,True
18.12,102.25246245389064,1059.6645947377945,957.4121322839038,-0.026753830594202825,0.009066498535776919,0.07468508521520376,0.0752333925149032,-1.4499910773554565,0.09813397252432007,-0.019228193794425755,0.1,0.19348694835802896,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.13,103.54069642688853,1059.6645947377945,956.1238983109059,-0.026628739091897866,0.009157672309523256,0.07446827254002089,0.0750292381490272,-1.44843651289898,0.09837765345347256,-0.017939824441405766,0.1,0.1803747379487156,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.14,104.78080418544846,1059.6645947377945,954.883790552346,-0.02650161315899824,0.009249295924073161,0.07425433387523908,0.0748281736670524,-1.446872251153352,0.09860284343132285,-0.016657708943850404,0.1,0.16735723202647804,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
18.15,105.97207626060333,1059.6645947377945,953.6925184771911,-0.026373840935228498,0.009339049723913622,0.07404508223922036,0.07463170943746791,-1.4453322818862682,0.09880976225518272,-0.015382811286441471,0.1,0.1544413401593294,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,False,True
18.16,107.1138331542428,1059.6645947377945,952.5507615835517,-0.026242830254938596,0.009428296217738028,0.07383746680563599,0.07443698189638542,-1.443793731832125,0.0989986426674189,-0.014116258357252743,0.1,0.14163565961592126,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.17,108.20542458238288,1059.6645947377945,951.4591701554116,-0.02611040675059071,0.009516276756516999,0.073633649608265,0.07424603610927233,-1.4422705829101878,0.0991703026265994,-0.012855002020563576,0.1,0.1289067297110389,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.18,109.24622885208487,1059.6645947377945,950.4183658857096,-0.025976422062477213,0.009604089807060553,0.07343299427473594,0.07405837690076314,-1.4407473623988796,0.0993248414668371,-0.01160068392758283,0.1,0.11626862308622116,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,False,True
18.19,110.2356522416244,1059.6645947377945,949.4289424961701,-0.025840363558560144,0.009689910555410356,0.0732377207314832,0.07387596432206199,-1.4392526992817098,0.09946259049628693,-0.010353409668700136,0.1,0.10371996365352815,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.2,111.17312838860755,1059.6645947377945,948.4914663491869,-0.025702942111331454,0.009775828026566583,0.0730445692849397,0.07369583377388006,-1.437753159046549,0.09958398802409578,-0.009112043086857638,0.1,0.09124699881039253,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,False,True
18.21,112.05811774035044,1059.6645947377945,947.606476997444,-0.025563465550354422,0.009860838974938368,0.07285516747703519,0.07351946390852228,-1.43626533434198,0.09968920707745862,-0.007877943403425432,0.1,0.07886114926447552,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
18.22,112.89010704788632,1059.6645947377945,946.7744876899081,-0.025421965650605807,0.009945188599127457,0.07267010966405615,0.0733474717686858,-1.4347873216839437,0.09977864366828779,-0.006649982535078875,0.1,0.06654893602870905,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.23,113.66860886203472,1059.6645947377945,945.9959858757597,-0.02527902617072759,0.010028678073546946,0.072489502074463,0.07317993095724003,-1.4333223423753094,0.0998525358178423,-0.0054287282807783735,0.1,0.05431398332379597,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,False,True
18.24,114.39316110210439,1059.6645947377945,945.2714336356901,-0.025134642158190758,0.010111868812138125,0.07231285034963392,0.07301642429318517,-1.4318621983806001,0.09991128421631841,-0.004211328323230706,0.1,0.042125741363101696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,False,True
18.25,115.0633265623369,1059.6645947377945,944.6012681754576,-0.024987896216410267,0.010193011204980795,0.07213941608234775,0.07285597319456351,-1.430429521776354,0.09995494605113803,-0.003001459630594164,0.1,0.030019104705393828,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,26,False,True
18.26,115.67869256536642,1059.6645947377945,943.985902172428,-0.024839418148870286,0.010275526337531145,0.07197065739313828,0.0727004949578322,-1.4289809206430226,0.09998382892359506,-0.00179831970941667,0.1,0.01798416651572073,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,26,False,True
18.27,116.23887051618715,1059.6645947377945,943.4257242216073,-0.024689388372958317,0.010357674801456822,0.07180615506487631,0.07254933033801067,-1.427539492304561,0.09999819824451713,-0.0006002898052209582,0.1,0.006002934104984344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.28,116.7434956691078,1059.6645947377945,942.9210990686867,-0.024537530455396767,0.01043692397817073,0.07164583701869201,0.07240203964140163,-1.42614000709102,0.09999825052181918,0.00059151718106191,0.1,-0.005915206305740555,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,False,True
18.29,117.19222658608476,1059.6645947377945,942.4723681517097,-0.024383844660711855,0.010516504266726096,0.07148971290135979,0.07225908878965273,-1.424738732793111,0.09998422021137413,0.0017764314575708451,0.1,-0.017765249025120666,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.3,117.58474503715172,1059.6645947377945,942.0798497006427,-0.02422898960479083,0.010597120202720117,0.07133930385763132,0.07212208560130766,-1.423329345195916,0.09995625405265282,0.0029575793753554023,0.1,-0.02958010724540892,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,False,True
18.31,117.92075556532393,1059.6645947377945,941.7438391724705,-0.024072366341278875,0.010675067861734885,0.0711922634560096,0.0719881618729255,-1.4219581922653937,0.09991459502299593,0.004132033566020245,0.1,-0.04133210288794269,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.32,118.1999852715403,1059.6645947377945,941.4646094662542,-0.023913685292536378,0.010754340372463839,0.07104961528578962,0.07185891502872498,-1.4205728485887015,0.09985941689011307,0.005300646976228586,0.1,-0.05303132311990768,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.33,118.42218355573652,1059.6645947377945,941.2424111820579,-0.023753819140845796,0.010832730270938921,0.07091289216321102,0.0717355303881843,-1.4192071524878005,0.09979082836377082,0.006464562976136461,0.1,-0.064690740948052,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.34,118.58712190291487,1059.6645947377945,941.0774728348796,-0.023592604408066657,0.010911405192887073,0.07078017572964508,0.07161628334117041,-1.4178413437200226,0.09970913743150318,0.007621542669670682,0.1,-0.0762894068252931,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.35,118.69459360966505,1059.6645947377945,940.9700011281294,-0.023429417179126274,0.01098891613117973,0.07065099997060997,0.07150049003038533,-1.416494679298525,0.09961439684276822,0.00877336546893436,0.1,-0.08784659682607943,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.36,118.74441366114331,1059.6645947377945,940.9201810766511,-0.023265161329235923,0.011066755121114403,0.07052854483869968,0.07139151704492055,-1.4151537026020757,0.09950683079503102,0.00991920486375139,0.1,-0.09935543253249648,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.37,118.7364184967264,1059.6645947377945,940.9281762410681,-0.023099450636133678,0.011143768931299501,0.07040985129982288,0.07128625916722918,-1.4138283113896,0.09938641179993743,0.011060793350083862,0.1,-0.11083471594547013,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
18.38,118.67046588769199,1059.6645947377945,940.9941288501025,-0.022932207901688616,0.011221186961547652,0.07029637860241626,0.07118634617284592,-1.4125049565509589,0.09925359366040414,0.012195250940238435,0.1,-0.12225683863009225,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
18.39,118.54643476683066,1059.6645947377945,941.1181599709638,-0.02276364362374896,0.011298149484923454,0.07018743960511163,0.07109096187353825,-1.4111943461993435,0.09910821617753329,0.013325219927165531,0.1,-0.13364972484672655,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.4,118.36422511296792,1059.6645947377945,941.3003696248265,-0.02259387124726349,0.011375096103758461,0.07008357859348704,0.0710007098544741,-1.4098918966995715,0.09895047070609903,0.014450063911327188,0.1,-0.14500829647167304,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,False,True
18.41,118.1237578291142,1059.6645947377945,941.5408369086803,-0.022422998881685825,0.011451903069169565,0.06998462244049852,0.07091539650911348,-1.4085992475754003,0.09878054344117272,0.01556933644914222,0.1,-0.15632933872926977,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,False,True
18.42,117.82497465480867,1059.6645947377945,941.8396200829858,-0.02225034610715764,0.011528388993374609,0.06989045980379428,0.07083487929239624,-1.4073189731082143,0.09859858408579192,0.016682901914146182,0.1,-0.16761273697363704,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.43,117.4678380664352,1059.6645947377945,942.1967566713593,-0.022076372523479663,0.011605900024442017,0.06980137322013887,0.0707596538911438,-1.4060332618638947,0.09840473340891794,0.017790684155472778,0.1,-0.17885894926706195,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,False,True
18.44,117.05233126382109,1059.6645947377945,942.6122634739734,-0.02190232701705296,0.01168273648077005,0.06971722983560306,0.07068930942956946,-1.4047657861361857,0.09819851787882128,0.018895795468908416,0.1,-0.19010087601470577,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,False,True
18.45,116.57845800188363,1059.6645947377945,943.0861367359108,-0.021726763828930414,0.01175948524844164,0.06963841237775376,0.07062431572625964,-1.4035095693508204,0.09798091224680745,0.01999351983227111,0.1,-0.20129178330178818,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.46,116.04624265045004,1059.6645947377945,943.6183520873444,-0.021550104954983128,0.011838034538379743,0.06956507110400614,0.07056513430467842,-1.4022389041742458,0.09775139178533554,0.021087090933313575,0.1,-0.2124658174287201,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.47,115.45573017863194,1059.6645947377945,944.2088645591625,-0.021372253155569662,0.011913691813007726,0.0694954778561298,0.07050927240489123,-1.401015518176037,0.09751034380041429,0.0221750502124574,0.1,-0.22360930150707337,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.48,114.80698602499831,1059.6645947377945,944.8576087127962,-0.021194089052052008,0.011991633304016126,0.06943134834559705,0.0704592889716156,-1.3997714439653584,0.09725773985920298,0.023257945684853606,0.1,-0.234729032151174,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,False,True
18.49,114.10009621772565,1059.6645947377945,945.5644985200688,-0.02101435852325753,0.012069224343745728,0.06937284738746723,0.07041489992114228,-1.3985442109307082,0.09699372154549801,0.024335529185830276,0.1,-0.24582364569805326,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.5,113.33516731687905,1059.6645947377945,946.3294274209154,-0.020834567793250925,0.012146482429188287,0.06931911837631832,0.07037525991335743,-1.3973317959407419,0.09671810401802837,0.025408824356074517,0.1,-0.25690489160803226,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,False,True
18.51,112.51232646500591,1059.6645947377945,947.1522682727885,-0.020653314006853794,0.012224544290821782,0.06926932764162975,0.07033974150536605,-1.3961164934426058,0.09643103731651388,0.026477444024322068,0.1,-0.2679700069654822,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.52,111.63172142318638,1059.6645947377945,948.0328733146081,-0.02047251581680597,0.01230299202225129,0.06922618577993192,0.07031094090066799,-1.3949111092067699,0.09613281284070746,0.027540557280736223,0.1,-0.27901156491779494,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,False,True
18.53,110.69352059805465,1059.6645947377945,948.9710741397398,-0.020290126101120482,0.012382116897517484,0.06918757419014154,0.07028682124822638,-1.3937066101988451,0.09582312126859338,0.028599465560468947,0.1,-0.2900442797301236,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
