k2,deltaD_add_exact,D_base_exact,D_two_exact,C,a1,b1,A1,phi1,a2,b2,A2,phi2,success,message,n_iter,amplitude1_bound_active,amplitude2_bound_active
18.0,62.84405054844274,823.943220693117,761.0991701446743,-0.025379543183692618,-0.000969022300350598,0.0620516483495143,0.062059214199910374,-1.5864114404198761,0.08932535387131406,-0.03170022591102049,0.0947835595820563,0.34102004373032646,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,False,False
18.01,64.54434392380733,823.943220693117,759.3988767693097,-0.025429681750777863,-0.0008948718935013589,0.06181568792721568,0.061822164873293596,-1.585271768536096,0.09083303320879514,-0.0309999904356295,0.09597728548421862,0.3288902834716368,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,False
18.02,66.23163991649824,823.943220693117,757.7115807766188,-0.02547179624499935,-0.0008193858116816413,0.061575155305112116,0.061580606882013285,-1.584102626187157,0.09230551285682849,-0.030271795094277205,0.0971426234049299,0.31689973252981113,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,False
18.03,67.90373322055655,823.943220693117,756.0394874725605,-0.025505096583251997,-0.0007401934686227784,0.061332948871475015,0.06133741520183224,-1.582864188354215,0.09374104705215354,-0.02951787648292046,0.09827862908331095,0.30505840397682676,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,False,False
18.04,69.55844897516272,823.943220693117,754.3847717179543,-0.025530635225874395,-0.0006584228140330293,0.06108532201137039,0.06108887039252609,-1.5815746495627607,0.09513988025063223,-0.028737988593014206,0.09938545568883234,0.29334597983304717,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,False
18.05,71.19215632897624,823.943220693117,752.7510643641408,-0.025487808973208605,-0.0005633935329219443,0.06083901230024523,0.06084162086879613,-1.5800564611699877,0.09606133015880394,-0.02778886194361449,0.1,0.28159545765097094,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,False,True
18.06,72.79127966287967,823.943220693117,751.1519410302374,-0.025362188754230266,-0.0004514743822303043,0.06059808471652605,0.06059976650474058,-1.5782464967347216,0.09638430005543215,-0.026647076815748894,0.1,0.2697295427988253,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,14,False,True
18.07,74.35237364665898,823.943220693117,749.5908470464581,-0.025234050213001454,-0.0003408374439662448,0.06035974879477935,0.06036071110194177,-1.576443033883576,0.09669058848234334,-0.02551333178826582,0.1,0.2579855816294489,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,False,True
18.08,75.87466736072508,823.943220693117,748.068553332392,-0.02510375171472819,-0.0002297539330533535,0.0601246747916831,0.06012511376850281,-1.5746176000998982,0.09698079818166666,-0.024386979805766054,0.1,0.24635413412304386,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.09,77.35741693179068,823.943220693117,746.5858037613264,-0.024970683532233084,-0.0001205084116176801,0.05989255118312459,0.059892672419090374,-1.5728084008610923,0.09725495787264063,-0.023269576042354037,0.1,0.23484861670912,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14,False,True
18.1,78.79990475545321,823.943220693117,745.1433159376638,-0.02483515211196252,-1.1728197618939425e-05,0.05966382495783842,0.059663826110552126,-1.5709928981256178,0.09751380343211422,-0.02215983168264127,0.1,0.22345323334832282,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,17,False,True
18.11,80.20143890509485,823.943220693117,743.7417817880222,-0.0246970047251679,9.68611204883022e-05,0.05943807211905692,0.05943815104212844,-1.5691667141360002,0.09775793987682269,-0.02105671368090289,0.1,0.21215506753348,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,False,True
18.12,81.56135248498344,823.943220693117,742.3818682081336,-0.024556719364320058,0.00020468645868721683,0.05921598336445512,0.05921633712385287,-1.5673397322767284,0.09798754099650403,-0.019961007225549554,0.1,0.20095996860523715,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,True
18.13,82.87900308005317,823.943220693117,741.0642176130639,-0.024413119069335694,0.00031279278678712346,0.0589975880276561,0.0589984172025699,-1.5654945870707435,0.09820292684395626,-0.01887286833739307,0.1,0.18986740388884069,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,True
18.14,84.15377219323511,823.943220693117,739.7894484998819,-0.02426761155041241,0.0004212668488909922,0.05878280841937109,0.058784317903897286,-1.5636299519901429,0.09840477397817214,-0.017790459755297416,0.1,0.17885666888763982,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.15,85.38506473006794,823.943220693117,738.5581559630491,-0.02411929728235665,0.0005286303865896336,0.05857183186295182,0.058574217347460336,-1.5617712371402264,0.09859320986150771,-0.016714633385291482,0.1,0.16793457055744118,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,15,False,True
18.16,86.57230858993557,823.943220693117,737.3709121031815,-0.023968436317564446,0.0006362171635769585,0.05836480380320408,0.05836827130612774,-1.5598960594357185,0.09876830300301499,-0.015646799094531146,0.1,0.1571135765804451,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,False,True
18.17,87.71495410399496,823.943220693117,736.2282665891221,-0.023815287519728605,0.0007438344999333203,0.058162676602460536,0.058167432806732165,-1.558008161003024,0.09893072029641868,-0.014584669404267465,0.1,0.1463687640481705,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,12,False,True
18.18,88.81247371590507,823.943220693117,735.130746977212,-0.02365913707992265,0.0008507482156264031,0.05796364352272235,0.057969886518395256,-1.5561201076726368,0.09908071943935753,-0.013528157131676051,0.1,0.13569764072006205,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.19,89.86436152100612,823.943220693117,734.0788591721109,-0.023500674107167756,0.0009582681637134584,0.057769108129347095,0.057777055410723234,-1.5542099484103287,0.09921827768436399,-0.01247931782384114,0.1,0.12511937716217353,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,10,False,True
18.2,90.87013292204142,823.943220693117,733.0730877710756,-0.02333942494760057,0.0010653272278086858,0.05757851825664474,0.057588372843249205,-1.5522962729467094,0.09934406607904597,-0.011434882372903904,0.1,0.11459949913286789,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.21,91.82932422433942,823.943220693117,732.1138964687776,-0.023176030592855928,0.0011717314657431017,0.057392348290160496,0.05740430817357615,-1.550383000957703,0.09945812704175212,-0.010396199562662096,0.1,0.10415018423418515,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.22,92.7414923257395,823.943220693117,731.2017283673775,-0.02301100880736569,0.0012799464834743657,0.0572118907420385,0.05722620645543009,-1.54842802206261,0.0995606274965663,-0.009363837487374915,0.1,0.09377575677536742,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.23,93.60621443378614,823.943220693117,730.3370062593309,-0.02284176843630676,0.001386003978894534,0.05703495631530102,0.057051794440821986,-1.5465001523711361,0.09965189762268323,-0.00833662402884188,0.1,0.08346310847013137,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.24,94.4230876267859,823.943220693117,729.5201330663311,-0.02267099718181517,0.0014940759466075125,0.05686379196516687,0.056883416736268635,-1.5445277255975296,0.09973203807149364,-0.007315776247681759,0.1,0.07322317758094762,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.25,95.19172871354908,823.943220693117,728.751491979568,-0.02249748728008692,0.0016008966919740088,0.056695720654667,0.05671831812360454,-1.5425671869632709,0.09980135275439071,-0.006299999078862722,0.1,0.0630417398793571,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,False,True
18.26,95.91177383875345,823.943220693117,728.0314468543636,-0.022322328631667523,0.0017091435554755757,0.05653363786337731,0.056559467658038584,-1.540573203183484,0.09986006714169822,-0.005288382593527367,0.1,0.05290850703368298,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.27,96.58287831122152,823.943220693117,727.3603423818955,-0.022143789260500587,0.00181620012651774,0.05637586665702027,0.05640511434462032,-1.5385915501495897,0.09990821835847163,-0.004283445393133035,0.1,0.04284756346596765,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
18.28,97.2047162652699,823.943220693117,726.7385044278471,-0.02196348930808406,0.0019239757607291991,0.056223094293744086,0.05625600425457813,-1.53658929322441,0.09994604294781101,-0.003284585068820483,0.1,0.032851759514448464,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,True
