region,n,k,delta_chi2,amp,phase
sideband_subtracted_charm_trimmed,10,13.14432573377522,1100.5782063398874,3.850552555764956,1.8039136720745883
sideband_subtracted_charm_trimmed,11,14.45875830715274,448.1887477548553,2.4866558215593857,-1.155951855141105
sideband_subtracted_charm_trimmed,12,15.773190880530263,413.02480308406666,2.3580505541432433,1.748189090675358
sideband_subtracted_charm_trimmed,13,17.08762345390779,787.5004519943541,3.4076798602829284,-1.446142686328773
sideband_subtracted_charm_trimmed,14,18.402056027285308,237.13837912334566,1.8347562635780708,3.0803152420986466
sideband_subtracted_charm_trimmed,15,19.716488600662828,307.01520592259476,2.1103816188775477,1.3865740693687851
sideband_subtracted_charm_trimmed,16,21.03092117404035,157.46675592778774,1.5050527729047003,-0.8444007451857319
sideband_subtracted_charm_trimmed,17,22.345353747417875,52.672602717801055,0.8863238220656916,2.8351394281594215
sideband_subtracted_charm_trimmed,18,23.659786320795394,42.37786758450966,0.7665702215111864,0.6681401495000403
sideband_subtracted_charm_trimmed,19,24.974218894172914,206.51056099628477,1.7313282063793318,-2.5979335705772097
sideband_subtracted_charm_trimmed,20,26.28865146755044,143.2990264094442,1.4247808016595265,0.19931130319750914
sideband_subtracted_charm_trimmed,21,27.603084040927964,820.1511892275303,3.3881868393570005,-2.9505626522682036
sideband_subtracted_charm_trimmed,22,28.91751661430548,666.1466702101643,3.1108710418238235,0.4441722887922862
