region,ell,q2_center,counts
B_low_sideband_Kst_signal,-2.291653792843711,0.10109912651109668,9.0
B_low_sideband_Kst_signal,-2.2697911925430425,0.10333375468908701,14.0
B_low_sideband_Kst_signal,-2.2479285922423737,0.10561777560929182,16.0
B_low_sideband_Kst_signal,-2.226065991941705,0.10795228101619346,8.0
B_low_sideband_Kst_signal,-2.2042033916410366,0.11033838678547168,6.0
B_low_sideband_Kst_signal,-2.1823407913403674,0.1127772334573839,10.0
B_low_sideband_Kst_signal,-2.160478191039699,0.11526998678193416,10.0
B_low_sideband_Kst_signal,-2.1386155907390303,0.11781783827609336,16.0
B_low_sideband_Kst_signal,-2.1167529904383615,0.1204220057933347,5.0
B_low_sideband_Kst_signal,-2.094890390137693,0.12308373410575849,13.0
B_low_sideband_Kst_signal,-2.073027789837024,0.12580429549908387,11.0
B_low_sideband_Kst_signal,-2.0511651895363556,0.12858499038079105,12.0
B_low_sideband_Kst_signal,-2.0293025892356873,0.13142714790170684,13.0
B_low_sideband_Kst_signal,-2.007439988935018,0.1343321265913282,8.0
B_low_sideband_Kst_signal,-1.9855773886343495,0.13730131500718856,11.0
B_low_sideband_Kst_signal,-1.9637147883336807,0.14033613239857837,12.0
B_low_sideband_Kst_signal,-1.9418521880330122,0.1434380293849349,12.0
B_low_sideband_Kst_signal,-1.9199895877323434,0.1466084886492274,3.0
B_low_sideband_Kst_signal,-1.8981269874316746,0.1498490256466681,23.0
B_low_sideband_Kst_signal,-1.876264387131006,0.15316118932908812,12.0
B_low_sideband_Kst_signal,-1.8544017868303373,0.15654656288532487,11.0
B_low_sideband_Kst_signal,-1.8325391865296687,0.16000676449797369,14.0
B_low_sideband_Kst_signal,-1.810676586229,0.16354344811686725,11.0
B_low_sideband_Kst_signal,-1.7888139859283314,0.16715830424965036,8.0
B_low_sideband_Kst_signal,-1.7669513856276626,0.17085306076983015,18.0
B_low_sideband_Kst_signal,-1.7450887853269939,0.174629483742686,12.0
B_low_sideband_Kst_signal,-1.7232261850263253,0.17848937826943526,20.0
B_low_sideband_Kst_signal,-1.7013635847256565,0.18243458935005805,17.0
B_low_sideband_Kst_signal,-1.679500984424988,0.18646700276519265,13.0
B_low_sideband_Kst_signal,-1.6576383841243192,0.19058854597752467,17.0
B_low_sideband_Kst_signal,-1.6357757838236504,0.19480118905309907,20.0
B_low_sideband_Kst_signal,-1.6139131835229819,0.19910694560299666,22.0
B_low_sideband_Kst_signal,-1.592050583222313,0.20350787374582505,24.0
B_low_sideband_Kst_signal,-1.5701879829216445,0.2080060770914831,19.0
B_low_sideband_Kst_signal,-1.5483253826209757,0.21260370574667084,13.0
B_low_sideband_Kst_signal,-1.526462782320307,0.21730295734262342,15.0
B_low_sideband_Kst_signal,-1.5046001820196384,0.2221060780855624,25.0
B_low_sideband_Kst_signal,-1.4827375817189696,0.22701536383036508,20.0
B_low_sideband_Kst_signal,-1.460874981418301,0.23203316117796516,19.0
B_low_sideband_Kst_signal,-1.4390123811176323,0.23716186859701047,21.0
B_low_sideband_Kst_signal,-1.4171497808169635,0.24240393757031223,18.0
B_low_sideband_Kst_signal,-1.395287180516295,0.24776187376663514,19.0
