region,k,n_eff,delta_chi2,amp,phase
signal_B_signal_Kst,6.0,4.564707328107824,105.1502166041555,5.004235270977968,2.2455418464459287
signal_B_signal_Kst,6.02,4.579923019201517,103.48143577655719,4.9917305809857115,2.231866305402429
signal_B_signal_Kst,6.04,4.59513871029521,101.37946654026928,4.96733178293951,2.2176938725215964
signal_B_signal_Kst,6.06,4.610354401388903,98.8654262729051,4.930918111663033,2.2028827014776473
signal_B_signal_Kst,6.08,4.6255700924825955,95.96583254662073,4.882455854776171,2.1872729277973724
signal_B_signal_Kst,6.1,4.640785783576288,92.71246545464965,4.822008919963797,2.1706838385496177
signal_B_signal_Kst,6.12,4.656001474669981,89.1421287002122,4.749749985842982,2.1529104410758997
signal_B_signal_Kst,6.14,4.671217165763673,85.29630936537069,4.665972511597556,2.133719340341856
signal_B_signal_Kst,6.16,4.686432856857366,81.22073940715381,4.5711039903055335,2.112843839439761
signal_B_signal_Kst,6.18,4.701648547951058,76.96486511964213,4.465720966020255,2.089978201234865
signal_B_signal_Kst,6.2,4.716864239044752,72.58123391558183,4.350566493231056,2.0647710674814697
signal_B_signal_Kst,6.22,4.732079930138445,68.12481067385306,4.226570889404906,2.0368181525801927
signal_B_signal_Kst,6.24,4.747295621232137,63.65223842488376,4.09487679097194,2.005654557851915
signal_B_signal_Kst,6.26,4.76251131232583,59.2210601735278,3.956869613964128,1.970747460317183
signal_B_signal_Kst,6.28,4.777727003419523,54.88892007688992,3.8142144308557864,1.9314906238769594
signal_B_signal_Kst,6.3,4.792942694513216,50.71276292488437,3.668899798888827,1.8872033032240931
signal_B_signal_Kst,6.32,4.808158385606908,46.74805087224013,3.523287858386702,1.8371378153931632
signal_B_signal_Kst,6.34,4.823374076700601,43.04801564324771,3.3801675097514585,1.7805024080138985
signal_B_signal_Kst,6.36,4.838589767794295,39.66296301694092,3.2428029388729027,1.7165087883591263
signal_B_signal_Kst,6.38,4.853805458887987,36.63964438289986,3.1149625145411037,1.644455686519718
signal_B_signal_Kst,6.4,4.86902114998168,34.02070765002827,3.000903276100776,1.5638584343362816
signal_B_signal_Kst,6.42,4.884236841075372,31.844236930995976,2.9052764448284756,1.4746251001445057
signal_B_signal_Kst,6.44,4.899452532169065,30.143387364398222,2.8329167519105733,1.377257227677611
signal_B_signal_Kst,6.46,4.914668223262757,28.946118328693046,2.788494789780957,1.2730184960541284
signal_B_signal_Kst,6.48,4.92988391435645,28.275025291926795,2.776057142140573,1.1639841371530053
signal_B_signal_Kst,6.5,4.945099605450143,28.147267756774454,2.798546103739276,1.0528915249392912
signal_B_signal_Kst,6.52,4.960315296543835,28.574588305893485,2.8574415601875933,0.9427834814692918
signal_B_signal_Kst,6.54,4.975530987637528,29.563415703094506,2.9526523969821974,0.836543919140603
signal_B_signal_Kst,6.5600000000000005,4.990746678731222,31.115043407095072,3.082693117500687,0.7364906095385585
signal_B_signal_Kst,6.58,5.005962369824914,33.22587372242742,3.2450683147116037,0.6441546298549377
signal_B_signal_Kst,6.6,5.021178060918606,35.88771713683309,3.4367274363182205,0.5602721370478246
signal_B_signal_Kst,6.62,5.0363937520123,39.088136142983785,3.6544689029341346,0.4849248064444408
signal_B_signal_Kst,6.64,5.051609443105992,42.81082296621935,3.8952318298969315,0.4177382431801511
signal_B_signal_Kst,6.66,5.066825134199685,47.03600105827354,4.156269404638802,0.35806999012488105
signal_B_signal_Kst,6.68,5.082040825293378,51.74084090375436,4.4352285354412775,0.30515490497939973
signal_B_signal_Kst,6.7,5.09725651638707,56.89988155401079,4.730167870833005,0.25820276974604095
signal_B_signal_Kst,6.72,5.112472207480764,62.48545028805711,5.039541445729153,0.21645621048835434
signal_B_signal_Kst,6.74,5.1276878985744565,68.46807384414387,5.362166859088893,0.179220407738615
signal_B_signal_Kst,6.76,5.1429035896681485,74.81687571864131,5.697189432951417,0.14587477899243978
signal_B_signal_Kst,6.78,5.158119280761842,81.49995505064726,6.044048520439777,0.11587413314854307
signal_B_signal_Kst,6.8,5.173334971855534,88.48474356995939,6.4024488593431785,0.08874426242824109
signal_B_signal_Kst,6.82,5.188550662949227,95.7383379615585,6.772338043343057,0.06407502080979399
signal_B_signal_Kst,6.84,5.20376635404292,103.22780577800404,7.153890273098075,0.04151264289307788
signal_B_signal_Kst,6.86,5.218982045136613,110.92046370683056,7.547496172136349,0.02075224163614164
signal_B_signal_Kst,6.88,5.234197736230305,118.78412757341175,7.9537583669429655,0.0015309363154074782
signal_B_signal_Kst,6.9,5.249413427323999,126.7873339355101,8.373492597622873,-0.016378215321074186
signal_B_signal_Kst,6.92,5.264629118417691,134.89953351316035,8.807734270881769,-0.03317145637203892
signal_B_signal_Kst,6.94,5.279844809511384,143.09125700616278,9.257750555654301,-0.04901879190729045
signal_B_signal_Kst,6.96,5.295060500605076,151.3342540938229,9.72505834124711,-0.06406775445596494
signal_B_signal_Kst,6.98,5.31027619169877,159.6016065991953,10.211448629838278,-0.0784465655960016
signal_B_signal_Kst,7.0,5.325491882792462,167.86781694396996,10.719018230278731,-0.09226678278167832
signal_B_signal_Kst,7.02,5.340707573886154,176.10887313098465,11.250209976704797,-0.10562551253057793
signal_B_signal_Kst,7.04,5.355923264979847,184.3022915775964,11.807863139956263,-0.11860726113747738
signal_B_signal_Kst,7.0600000000000005,5.3711389560735405,192.42713919200287,12.395276269083901,-0.1312854839999573
signal_B_signal_Kst,7.08,5.386354647167233,200.46403614125666,13.016285445809128,-0.14372388529579525
signal_B_signal_Kst,7.1,5.401570338260925,208.3951408082703,13.67536192949149,-0.15597751149353214
signal_B_signal_Kst,7.12,5.416786029354618,216.20411847717878,14.377734518622066,-0.16809367507853926
signal_B_signal_Kst,7.140000000000001,5.432001720448311,223.87609532325587,15.129543809935043,-0.18011273887502108
signal_B_signal_Kst,7.16,5.447217411542003,231.39759931462322,15.93803812475422,-0.192068786317275
signal_B_signal_Kst,7.18,5.462433102635697,238.75648965737128,16.811824536403076,-0.2039901988312863
signal_B_signal_Kst,7.2,5.477648793729389,245.94187643168516,17.761193697624826,-0.21590015799267295
signal_B_signal_Kst,7.22,5.492864484823082,252.94403207261166,18.798544853739518,-0.2278170872046525
signal_B_signal_Kst,7.24,5.508080175916774,259.7542963430842,19.938948843526344,-0.23975504518229757
signal_B_signal_Kst,7.26,5.523295867010468,266.36497642774157,21.200904163981246,-0.25172408144615943
signal_B_signal_Kst,7.28,5.538511558104161,272.76924374251576,22.607367852082827,-0.2637305622456592
signal_B_signal_Kst,7.3,5.553727249197853,278.9610290063247,24.187185072698824,-0.2757774737910659
signal_B_signal_Kst,7.32,5.568942940291547,284.93491705814995,25.977109538752075,-0.2878647083268927
signal_B_signal_Kst,7.34,5.584158631385239,290.68604282514025,28.024720523592134,-0.29998933739421796
signal_B_signal_Kst,7.36,5.599374322478932,296.20998975735347,30.392737495803967,-0.31214587558011403
signal_B_signal_Kst,7.38,5.614590013572624,301.502691943253,33.165581135818236,-0.3243265371219323
signal_B_signal_Kst,7.4,5.6298057046663175,306.5603410101394,36.4596745086925,-0.33652148691160494
signal_B_signal_Kst,7.42,5.6450213957600095,311.37929879702097,40.440232514504004,-0.34871908672497737
signal_B_signal_Kst,7.4399999999999995,5.6602370868537015,315.9560166672727,45.34986600901436,-0.3609061368802401
signal_B_signal_Kst,7.46,5.675452777947395,320.2869622068738,51.559988083520395,-0.3730681130075869
signal_B_signal_Kst,7.48,5.690668469041088,324.3685539340513,59.66947710336677,-0.3851893971891581
signal_B_signal_Kst,7.5,5.70588416013478,328.19710452953404,70.7104476505494,-0.3972535024040997
signal_B_signal_Kst,7.52,5.721099851228472,331.76877298578074,86.62674792842427,-0.4092432889868277
signal_B_signal_Kst,7.54,5.736315542322166,335.07952596953874,111.5664609281628,-0.4211411716742122
signal_B_signal_Kst,7.5600000000000005,5.751531233415859,338.12510859636495,156.24326731473218,-0.4329293157743413
signal_B_signal_Kst,7.58,5.766746924509551,340.9010247288261,259.4347981931217,-0.4445898210279571
signal_B_signal_Kst,7.6,5.781962615603243,343.4025268317946,754.2440285673255,-0.4561048918442728
signal_B_signal_Kst,7.62,5.797178306696937,345.6246153490665,843.1623021098701,2.67413566082603
signal_B_signal_Kst,7.640000000000001,5.81239399779063,347.56204750351753,271.65201636538796,2.6629636653707367
signal_B_signal_Kst,7.66,5.827609688884322,349.2093553689847,162.34027964322303,2.6519883876723527
signal_B_signal_Kst,7.68,5.842825379978016,350.5608730119293,115.97609806680525,2.6412258101489594
signal_B_signal_Kst,7.7,5.858041071071708,351.61077245636625,90.34022179125192,2.630691195651636
signal_B_signal_Kst,7.72,5.873256762165401,352.3531081820456,74.06961209177615,2.620399014530939
signal_B_signal_Kst,7.74,5.8884724532590935,352.78186982310217,62.82289418210678,2.6103628880561818
signal_B_signal_Kst,7.76,5.903688144352786,352.8910426902785,54.58233967728667,2.600595547548836
signal_B_signal_Kst,7.78,5.9189038354464785,352.6746756925331,48.28266458999553,2.5911088083905014
signal_B_signal_Kst,7.8,5.934119526540172,352.1269561816571,43.30831827303534,2.581913557901177
signal_B_signal_Kst,7.82,5.949335217633865,351.24229118567564,39.27877666260406,2.5730197559574064
signal_B_signal_Kst,7.84,5.964550908727557,350.0153944315807,35.94612030209003,2.564436447133099
signal_B_signal_Kst,7.86,5.979766599821251,348.44137848531136,33.14188156408459,2.5561717830969637
signal_B_signal_Kst,7.88,5.994982290914943,346.51585125620113,30.747562893853356,2.5482330539875555
signal_B_signal_Kst,7.9,6.010197982008636,344.23501602490796,28.677377379200852,2.5406267275062215
signal_B_signal_Kst,7.92,6.025413673102328,341.59577405893833,26.867682267963264,2.533358494515886
signal_B_signal_Kst,7.9399999999999995,6.04062936419602,338.59582877948014,25.270261359725808,2.526433320005085
signal_B_signal_Kst,7.96,6.055845055289714,335.2337903398129,23.84791435458993,2.5198554983676438
signal_B_signal_Kst,7.98,6.071060746383407,331.50927937116285,22.57147898979667,2.5136287120544423
signal_B_signal_Kst,8.0,6.086276437477099,327.42302855035996,21.41777092340319,2.5077560927709994
signal_B_signal_Kst,8.02,6.101492128570792,322.97698054821376,20.36812757769184,2.5022402845194613
signal_B_signal_Kst,8.04,6.116707819664484,318.17438083303387,19.40735905613221,2.497083507913527
signal_B_signal_Kst,8.06,6.1319235107581775,313.0198637343474,18.522979331540764,2.492287625327014
signal_B_signal_Kst,8.08,6.1471392018518705,307.5195301228032,17.704634114855725,2.487854206570288
signal_B_signal_Kst,8.1,6.1623548929455625,301.6810150383935,16.943669134050516,2.4837845949220494
signal_B_signal_Kst,8.120000000000001,6.177570584039256,295.51354360541336,16.232800219907066,2.4800799734772947
signal_B_signal_Kst,8.14,6.192786275132949,289.0279736132052,15.565858256112245,2.4767414319056
signal_B_signal_Kst,8.16,6.208001966226641,282.2368232209974,14.937589891898194,2.4737700338484605
signal_B_signal_Kst,8.18,6.223217657320333,275.1542823658019,14.343500277993076,2.471166885321754
signal_B_signal_Kst,8.2,6.238433348414026,267.796206616018,13.77972781198755,2.4689332046317882
signal_B_signal_Kst,8.22,6.25364903950772,260.1800924212257,13.242943504785497,2.4670703944636996
signal_B_signal_Kst,8.24,6.268864730601412,252.32503295879724,12.730269455186452,2.4655801169629155
signal_B_signal_Kst,8.26,6.284080421695105,244.2516540680972,12.239212276001782,2.4644643728082407
signal_B_signal_Kst,8.280000000000001,6.299296112788799,235.9820300884785,11.767608307629134,2.4637255854746667
signal_B_signal_Kst,8.3,6.314511803882491,227.53957977128084,11.313578189337317,2.4633666921114625
signal_B_signal_Kst,8.32,6.329727494976183,218.94894281088273,10.875488907516152,2.463391242724912
signal_B_signal_Kst,8.34,6.344943186069876,210.23583792571844,10.451921854678886,2.463803509665101
signal_B_signal_Kst,8.36,6.360158877163569,201.42690380617387,10.041645748963811,2.4646086097848263
signal_B_signal_Kst,8.379999999999999,6.375374568257261,192.54952462088295,9.643593506870202,2.465812642081581
signal_B_signal_Kst,8.4,6.3905902593509545,183.63164212442825,9.256842350413365,2.4674228441703194
signal_B_signal_Kst,8.42,6.405805950444647,174.70155672548572,8.88059657718843,2.4694477715901657
signal_B_signal_Kst,8.44,6.421021641538339,165.78772014478636,8.51417253780583,2.4718975047546192
signal_B_signal_Kst,8.46,6.436237332632032,156.91852250647935,8.156985457059928,2.474783889353355
signal_B_signal_Kst,8.48,6.451453023725726,148.1220768571202,7.808537808417718,2.4781208172584304
signal_B_signal_Kst,8.5,6.466668714819418,139.42600418745678,7.468409010038767,2.4819245565492865
signal_B_signal_Kst,8.52,6.48188440591311,130.85722204047488,7.136246257653492,2.4862141412425736
signal_B_signal_Kst,8.54,6.497100097006802,122.44173972406134,6.811756347615915,2.4910118338187544
signal_B_signal_Kst,8.56,6.512315788100497,114.20446301024822,6.494698374181658,2.4963436768435074
signal_B_signal_Kst,8.58,6.527531479194189,106.16901100045834,6.184877210037968,2.50224015411191
signal_B_signal_Kst,8.6,6.542747170287881,98.35754757420182,5.882137699565864,2.508736987100532
signal_B_signal_Kst,8.620000000000001,6.557962861381576,90.79062952703134,5.586359511310563,2.5158760995112193
signal_B_signal_Kst,8.64,6.573178552475268,83.48707315246065,5.297452610629457,2.523706791900067
signal_B_signal_Kst,8.66,6.58839424356896,76.4638406443446,5.015353326401391,2.5322871805941287
signal_B_signal_Kst,8.68,6.603609934662652,69.73594730279365,4.740020997965436,2.5416859714050566
signal_B_signal_Kst,8.7,6.618825625756346,63.316390130314176,4.4714352011647,2.5519846605926433
signal_B_signal_Kst,8.72,6.6340413168500385,57.216098017224795,4.2095935667655615,2.563280285282138
signal_B_signal_Kst,8.74,6.6492570079437305,51.44390334662603,3.9545102222096045,2.5756888861709104
signal_B_signal_Kst,8.76,6.664472699037424,46.00653450857317,3.706214910799711,2.5893499012380907
signal_B_signal_Kst,8.780000000000001,6.679688390131117,40.90862850781923,3.4647528740529294,2.6044317864998856
signal_B_signal_Kst,8.8,6.694904081224809,36.15276258466656,3.2301856274483822,2.621139267417547
signal_B_signal_Kst,8.82,6.710119772318501,31.739503548054927,3.0025928236270656,2.6397227746646434
signal_B_signal_Kst,8.84,6.725335463412195,27.667473345194594,2.7820754899463367,2.6604908274096815
signal_B_signal_Kst,8.86,6.740551154505887,23.93342926299374,2.568761063767138,2.6838264179314506
signal_B_signal_Kst,8.879999999999999,6.755766845599579,20.53235707152089,2.362810850954719,2.7102088486520866
signal_B_signal_Kst,8.9,6.770982536693274,17.457575375972738,2.1644308334365183,2.7402429976109075
signal_B_signal_Kst,8.92,6.786198227786966,14.70084943756774,1.9738871968104723,2.77469863239865
signal_B_signal_Kst,8.94,6.801413918880658,12.252512750475944,1.7915285992738788,2.8145630466408864
signal_B_signal_Kst,8.96,6.816629609974351,10.101594717329135,1.6178181179790714,2.8611105641466303
signal_B_signal_Kst,8.98,6.831845301068045,8.235952844279382,1.4533789837792352,2.915991212899111
signal_B_signal_Kst,9.0,6.847060992161737,6.6424079737807915,1.2990593774732466,2.981335191080165
signal_B_signal_Kst,9.02,6.862276683255429,5.306881184134909,1.1560215909380864,3.0598527147249275
signal_B_signal_Kst,9.04,6.877492374349121,4.214531105255446,1.0258563505189922,-3.1283192822089148
signal_B_signal_Kst,9.06,6.8927080654428154,3.3498905259748426,0.9107055081470294,-3.013066369912967
signal_B_signal_Kst,9.08,6.9079237565365075,2.6970012960246095,0.8133292639086047,-2.8741235234102454
signal_B_signal_Kst,9.1,6.9231394476301995,2.239546652097488,0.7369639443793478,-2.7099624126087534
signal_B_signal_Kst,9.120000000000001,6.938355138723894,1.960980219539124,0.68473282603732,-2.5234837791805034
signal_B_signal_Kst,9.14,6.953570829817586,1.8446510564444907,0.6585130321381039,-2.3239046556248684
