region,ell,q2_center,counts
signal_B_signal_Kst,-2.291653792843711,0.10109912651109668,9.0
signal_B_signal_Kst,-2.2697911925430425,0.10333375468908701,9.0
signal_B_signal_Kst,-2.2479285922423737,0.10561777560929182,10.0
signal_B_signal_Kst,-2.226065991941705,0.10795228101619346,6.0
signal_B_signal_Kst,-2.2042033916410366,0.11033838678547168,7.0
signal_B_signal_Kst,-2.1823407913403674,0.1127772334573839,10.0
signal_B_signal_Kst,-2.160478191039699,0.11526998678193416,7.0
signal_B_signal_Kst,-2.1386155907390303,0.11781783827609336,9.0
signal_B_signal_Kst,-2.1167529904383615,0.1204220057933347,13.0
signal_B_signal_Kst,-2.094890390137693,0.12308373410575849,8.0
signal_B_signal_Kst,-2.073027789837024,0.12580429549908387,8.0
signal_B_signal_Kst,-2.0511651895363556,0.12858499038079105,9.0
signal_B_signal_Kst,-2.0293025892356873,0.13142714790170684,8.0
signal_B_signal_Kst,-2.007439988935018,0.1343321265913282,7.0
signal_B_signal_Kst,-1.9855773886343495,0.13730131500718856,14.0
signal_B_signal_Kst,-1.9637147883336807,0.14033613239857837,11.0
signal_B_signal_Kst,-1.9418521880330122,0.1434380293849349,12.0
signal_B_signal_Kst,-1.9199895877323434,0.1466084886492274,8.0
signal_B_signal_Kst,-1.8981269874316746,0.1498490256466681,8.0
signal_B_signal_Kst,-1.876264387131006,0.15316118932908812,6.0
signal_B_signal_Kst,-1.8544017868303373,0.15654656288532487,10.0
signal_B_signal_Kst,-1.8325391865296687,0.16000676449797369,12.0
signal_B_signal_Kst,-1.810676586229,0.16354344811686725,4.0
signal_B_signal_Kst,-1.7888139859283314,0.16715830424965036,8.0
signal_B_signal_Kst,-1.7669513856276626,0.17085306076983015,7.0
signal_B_signal_Kst,-1.7450887853269939,0.174629483742686,13.0
signal_B_signal_Kst,-1.7232261850263253,0.17848937826943526,6.0
signal_B_signal_Kst,-1.7013635847256565,0.18243458935005805,8.0
signal_B_signal_Kst,-1.679500984424988,0.18646700276519265,10.0
signal_B_signal_Kst,-1.6576383841243192,0.19058854597752467,12.0
signal_B_signal_Kst,-1.6357757838236504,0.19480118905309907,8.0
signal_B_signal_Kst,-1.6139131835229819,0.19910694560299666,9.0
signal_B_signal_Kst,-1.592050583222313,0.20350787374582505,8.0
signal_B_signal_Kst,-1.5701879829216445,0.2080060770914831,9.0
signal_B_signal_Kst,-1.5483253826209757,0.21260370574667084,11.0
signal_B_signal_Kst,-1.526462782320307,0.21730295734262342,13.0
signal_B_signal_Kst,-1.5046001820196384,0.2221060780855624,12.0
signal_B_signal_Kst,-1.4827375817189696,0.22701536383036508,13.0
signal_B_signal_Kst,-1.460874981418301,0.23203316117796516,9.0
signal_B_signal_Kst,-1.4390123811176323,0.23716186859701047,8.0
signal_B_signal_Kst,-1.4171497808169635,0.24240393757031223,11.0
signal_B_signal_Kst,-1.395287180516295,0.24776187376663514,14.0
signal_B_signal_Kst,-1.3734245802156262,0.253238238238388,8.0
signal_B_signal_Kst,-1.3515619799149576,0.25883564864578673,9.0
signal_B_signal_Kst,-1.3296993796142889,0.2645567805080764,15.0
signal_B_signal_Kst,-1.3078367793136203,0.2704043684824084,8.0
signal_B_signal_Kst,-1.2859741790129515,0.27638120767098595,17.0
signal_B_signal_Kst,-1.2641115787122827,0.2824901549571012,8.0
signal_B_signal_Kst,-1.2422489784116142,0.288734130370704,10.0
signal_B_signal_Kst,-1.2203863781109454,0.2951161184841532,11.0
signal_B_signal_Kst,-1.1985237778102769,0.3016391698388199,13.0
signal_B_signal_Kst,-1.176661177509608,0.3083064024032226,18.0
signal_B_signal_Kst,-1.1547985772089393,0.3151210030633921,6.0
signal_B_signal_Kst,-1.1329359769082707,0.32208622914617874,16.0
signal_B_signal_Kst,-1.111073376607602,0.32920540997622993,10.0
signal_B_signal_Kst,-1.0892107763069334,0.336481948467381,11.0
signal_B_signal_Kst,-1.0673481760062646,0.34391932274922293,12.0
signal_B_signal_Kst,-1.0454855757055959,0.35152108782962077,11.0
signal_B_signal_Kst,-1.0236229754049273,0.3592908772939805,12.0
signal_B_signal_Kst,-1.0017603751042585,0.3672324050420752,13.0
signal_B_signal_Kst,-0.9798977748035899,0.3753494670632601,11.0
signal_B_signal_Kst,-0.9580351745029212,0.3836459432509269,11.0
signal_B_signal_Kst,-0.9361725742022525,0.39212579925706276,11.0
signal_B_signal_Kst,-0.9143099739015839,0.40079308838780164,12.0
signal_B_signal_Kst,-0.8924473736009151,0.40965195354087364,17.0
signal_B_signal_Kst,-0.8705847733002464,0.4187066291858779,16.0
signal_B_signal_Kst,-0.8487221729995778,0.42796144338832726,11.0
signal_B_signal_Kst,-0.8268595726989091,0.43742081987842996,13.0
signal_B_signal_Kst,-0.8049969723982404,0.4470892801655987,17.0
signal_B_signal_Kst,-0.7831343720975716,0.4569714456996977,20.0
signal_B_signal_Kst,-0.761271771796903,0.4670720400800602,16.0
signal_B_signal_Kst,-0.7394091714962343,0.47739589131333254,15.0
signal_B_signal_Kst,-0.7175465711955656,0.4879479341212247,12.0
signal_B_signal_Kst,-0.695683970894897,0.49873321229926904,12.0
signal_B_signal_Kst,-0.6738213705942282,0.5097568811277161,16.0
signal_B_signal_Kst,-0.6519587702935595,0.5210242098357188,14.0
signal_B_signal_Kst,-0.6300961699928909,0.532540584119984,12.0
signal_B_signal_Kst,-0.6082335696922222,0.5443115087190935,16.0
signal_B_signal_Kst,-0.5863709693915535,0.556342610044728,18.0
signal_B_signal_Kst,-0.5645083690908848,0.5686396388710472,21.0
signal_B_signal_Kst,-0.5426457687902161,0.5812084730835172,20.0
signal_B_signal_Kst,-0.5207831684895474,0.5940551204884938,16.0
signal_B_signal_Kst,-0.49892056818887875,0.6071857216849081,19.0
signal_B_signal_Kst,-0.4770579678882101,0.6206065529994258,32.0
signal_B_signal_Kst,-0.4551953675875414,0.6343240294864829,10.0
signal_B_signal_Kst,-0.43333276728687276,0.6483447079946331,14.0
signal_B_signal_Kst,-0.411470166986204,0.6626752903006703,21.0
signal_B_signal_Kst,-0.3896075666855353,0.6773226263130273,19.0
signal_B_signal_Kst,-0.36774496638486665,0.692293717345979,23.0
signal_B_signal_Kst,-0.345882366084198,0.707595719466217,17.0
signal_B_signal_Kst,-0.3240197657835293,0.723235946913395,18.0
signal_B_signal_Kst,-0.30215716548286065,0.7392218755962786,17.0
signal_B_signal_Kst,-0.280294565182192,0.7555611466661727,25.0
signal_B_signal_Kst,-0.2584319648815232,0.7722615701693335,25.0
signal_B_signal_Kst,-0.23656936458085442,0.7893311287801101,28.0
signal_B_signal_Kst,-0.21470676428018587,0.8067779816166019,21.0
signal_B_signal_Kst,-0.1928441639795173,0.8246104681406546,23.0
signal_B_signal_Kst,-0.17098156367884854,0.8428371121440594,26.0
signal_B_signal_Kst,-0.14911896337817976,0.8614666258228588,23.0
signal_B_signal_Kst,-0.12725636307751098,0.8805079139417107,19.0
signal_B_signal_Kst,-0.10539376277684243,0.8999700780902969,23.0
signal_B_signal_Kst,-0.08353116247617387,0.919862421033814,24.0
signal_B_signal_Kst,-0.06166856217550509,0.9401944511596231,25.0
signal_B_signal_Kst,-0.039805961874836315,0.960975887022186,23.0
signal_B_signal_Kst,-0.017943361574167538,0.9822166619884599,33.0
signal_B_signal_Kst,0.003919238726501018,1.0039269289859707,22.0
signal_B_signal_Kst,0.025781839027169573,1.0261170653558347,43.0
signal_B_signal_Kst,0.04764443932783835,1.048797677813048,49.0
signal_B_signal_Kst,0.06950703962850713,1.0719796075164134,26.0
signal_B_signal_Kst,0.0913696399291759,1.0956739352505338,20.0
signal_B_signal_Kst,0.11323224022984446,1.1198919867223405,29.0
signal_B_signal_Kst,0.13509484053051302,1.1446453379746944,30.0
signal_B_signal_Kst,0.1569574408311818,1.1699458209196465,32.0
signal_B_signal_Kst,0.17882004113185057,1.1958055289940002,37.0
signal_B_signal_Kst,0.20068264143251935,1.222236822939882,27.0
signal_B_signal_Kst,0.2225452417331879,1.2492523367130803,44.0
signal_B_signal_Kst,0.24440784203385646,1.2768649835219816,26.0
signal_B_signal_Kst,0.26627044233452524,1.3050879619999831,31.0
signal_B_signal_Kst,0.288133042635194,1.3339347625143385,37.0
signal_B_signal_Kst,0.3099956429358628,1.3634191736144508,30.0
signal_B_signal_Kst,0.33185824323653135,1.3935552886226923,31.0
signal_B_signal_Kst,0.3537208435371999,1.4243575123709058,42.0
signal_B_signal_Kst,0.3755834438378687,1.455840568085803,39.0
signal_B_signal_Kst,0.39744604413853746,1.4880195044265534,38.0
signal_B_signal_Kst,0.41930864443920624,1.5209097026779288,36.0
signal_B_signal_Kst,0.4411712447398748,1.5545268841024387,44.0
signal_B_signal_Kst,0.46303384504054335,1.5888871174549748,38.0
signal_B_signal_Kst,0.4848964453412121,1.6240068266635512,43.0
signal_B_signal_Kst,0.5067590456418809,1.6599027986798156,44.0
signal_B_signal_Kst,0.5286216459425497,1.6965921915030846,40.0
signal_B_signal_Kst,0.5504842462432182,1.734092542381735,48.0
signal_B_signal_Kst,0.5723468465438868,1.772421776195875,48.0
signal_B_signal_Kst,0.5942094468445556,1.8115982140252989,60.0
signal_B_signal_Kst,0.6160720471452243,1.851640581906822,49.0
signal_B_signal_Kst,0.6379346474458931,1.892568019785183,66.0
signal_B_signal_Kst,0.6597972477465617,1.934400090661791,41.0
signal_B_signal_Kst,0.6816598480472302,1.9771567899456912,50.0
signal_B_signal_Kst,0.703522448347899,2.0208585550112153,44.0
signal_B_signal_Kst,0.7253850486485678,2.0655262749668895,55.0
signal_B_signal_Kst,0.7472476489492366,2.1111813006402707,53.0
signal_B_signal_Kst,0.7691102492499051,2.157845454783474,45.0
signal_B_signal_Kst,0.7909728495505737,2.205541042504287,55.0
signal_B_signal_Kst,0.8128354498512425,2.254290861927834,48.0
signal_B_signal_Kst,0.8346980501519112,2.3041182150939097,55.0
signal_B_signal_Kst,0.85656065045258,2.3550469190951713,55.0
signal_B_signal_Kst,0.8784232507532486,2.407101317461529,63.0
signal_B_signal_Kst,0.9002858510539171,2.460306291796167,79.0
signal_B_signal_Kst,0.9221484513545859,2.5146872736687578,63.0
signal_B_signal_Kst,0.9440110516552547,2.5702702567715567,79.0
signal_B_signal_Kst,0.9658736519559235,2.6270818093441877,70.0
signal_B_signal_Kst,0.987736252256592,2.68514908687306,78.0
signal_B_signal_Kst,1.0095988525572606,2.74449984507148,75.0
signal_B_signal_Kst,1.0314614528579293,2.8051624531466723,101.0
signal_B_signal_Kst,1.0533240531585981,2.867165907360039,100.0
signal_B_signal_Kst,1.075186653459267,2.9305398448871536,91.0
signal_B_signal_Kst,1.0970492537599354,2.995314557984101,105.0
signal_B_signal_Kst,1.118911854060604,3.061521008466948,100.0
signal_B_signal_Kst,1.1407744543612728,3.129190842511249,104.0
signal_B_signal_Kst,1.1626370546619416,3.198356405778678,110.0
signal_B_signal_Kst,1.1844996549626103,3.269050758878006,108.0
signal_B_signal_Kst,1.206362255263279,3.341307693167816,104.0
signal_B_signal_Kst,1.2282248555639474,3.41516174690852,124.0
signal_B_signal_Kst,1.2500874558646162,3.4906482217713757,116.0
signal_B_signal_Kst,1.271950056165285,3.567803199712418,114.0
signal_B_signal_Kst,1.2938126564659536,3.646663560219355,111.0
signal_B_signal_Kst,1.3156752567666221,3.727266997939683,113.0
signal_B_signal_Kst,1.337537857067291,3.8096520406984395,109.0
signal_B_signal_Kst,1.3594004573679597,3.8938580679142025,98.0
signal_B_signal_Kst,1.3812630576686284,3.979925329422156,123.0
signal_B_signal_Kst,1.403125657969297,4.0678949647132,114.0
signal_B_signal_Kst,1.4249882582699656,4.157809022598313,134.0
signal_B_signal_Kst,1.4468508585706343,4.249710481307563,127.0
signal_B_signal_Kst,1.4687134588713031,4.343643269033366,127.0
signal_B_signal_Kst,1.490576059171972,4.439652284927829,126.0
signal_B_signal_Kst,1.5124386594726404,4.537783420564199,130.0
signal_B_signal_Kst,1.534301259773309,4.638083581872686,131.0
signal_B_signal_Kst,1.5561638600739778,4.740600711561138,137.0
signal_B_signal_Kst,1.5780264603746466,4.845383812031279,137.0
signal_B_signal_Kst,1.5998890606753153,4.952482968801491,151.0
signal_B_signal_Kst,1.6217516609759839,5.0619493744473045,132.0
signal_B_signal_Kst,1.6436142612766524,5.173835353071056,145.0
signal_B_signal_Kst,1.6654768615773212,5.288194385312411,141.0
signal_B_signal_Kst,1.68733946187799,5.405081133911694,150.0
signal_B_signal_Kst,1.7092020621786586,5.52455146983826,156.0
signal_B_signal_Kst,1.7310646624793273,5.646662498996396,179.0
signal_B_signal_Kst,1.752927262779996,5.7714725895215,180.0
signal_B_signal_Kst,1.7747898630806649,5.8990413996796,137.0
signal_B_signal_Kst,1.7966524633813337,6.029429906383552,169.0
signal_B_signal_Kst,1.818515063682002,6.1627004343395315,168.0
signal_B_signal_Kst,1.8403776639826708,6.298916685837779,186.0
signal_B_signal_Kst,1.8622402642833396,6.438143771201784,176.0
signal_B_signal_Kst,1.8841028645840079,6.5804482399105355,190.0
signal_B_signal_Kst,1.9059654648846767,6.7258981124086645,212.0
signal_B_signal_Kst,1.9278280651853454,6.874562912619683,222.0
signal_B_signal_Kst,1.9496906654860142,7.026513701177894,191.0
signal_B_signal_Kst,1.971553265786683,7.18182310939483,189.0
signal_B_signal_Kst,1.9934158660873513,7.340565373976456,234.0
signal_B_signal_Kst,2.01527846638802,7.502816372507762,223.0
signal_B_signal_Kst,2.037141066688689,7.6686536597216435,216.0
signal_B_signal_Kst,2.0590036669893577,7.838156504569487,237.0
signal_B_signal_Kst,2.4088052718000568,11.120667030716184,351.0
signal_B_signal_Kst,2.430667872100725,11.366470894334716,363.0
signal_B_signal_Kst,2.452530472401394,11.61770784386464,356.0
signal_B_signal_Kst,2.4743930727020627,11.874497968640943,345.0
signal_B_signal_Kst,2.4962556730027314,12.136964012373793,349.0
signal_B_signal_Kst,2.5181182733034,12.405231431819091,317.0
signal_B_signal_Kst,2.6930190757087495,14.776219171252773,391.0
signal_B_signal_Kst,2.7148816760094183,15.102822939887895,332.0
signal_B_signal_Kst,2.736744276310087,15.436645742055909,335.0
signal_B_signal_Kst,2.7586068766107554,15.777847142495965,313.0
signal_B_signal_Kst,2.780469476911424,16.12659023286061,300.0
signal_B_signal_Kst,2.802332077212093,16.483041709672325,283.0
signal_B_signal_Kst,2.8241946775127618,16.847371954003187,258.0
signal_B_signal_Kst,2.8460572778134305,17.21975511291572,235.0
signal_B_signal_Kst,2.867919878114099,17.60036918270386,187.0
signal_B_signal_Kst,2.8897824784147677,17.989396093973827,161.0
signal_B_signal_Kst,2.9116450787154364,18.387021798605524,114.0
signal_B_signal_Kst,2.933507679016105,18.79343635863614,68.0
