region,k,n_eff,delta_chi2,amp,phase
sideband_subtracted_charm_trimmed,6.0,4.564707328107824,99.92324693459886,1.174707250812991,-1.9382197907318874
sideband_subtracted_charm_trimmed,6.02,4.579923019201517,98.14946152293123,1.159429752546945,-1.9813841009120337
sideband_subtracted_charm_trimmed,6.04,4.59513871029521,96.54091257309119,1.145092727385934,-2.0265295873484
sideband_subtracted_charm_trimmed,6.06,4.610354401388903,95.12795765464762,1.1319853902312573,-2.073559473821361
sideband_subtracted_charm_trimmed,6.08,4.6255700924825955,93.9384153557221,1.1203866839507413,-2.1223254212067673
sideband_subtracted_charm_trimmed,6.1,4.640785783576288,92.99715480751183,1.1105569719939061,-2.1726260407664295
sideband_subtracted_charm_trimmed,6.12,4.656001474669981,92.32575138804168,1.102729687856216,-2.224208400626806
sideband_subtracted_charm_trimmed,6.14,4.671217165763673,91.94221949500934,1.0971035521620933,-2.2767729999948614
sideband_subtracted_charm_trimmed,6.16,4.686432856857366,91.86083008682544,1.0938360138569485,-2.3299823108694047
sideband_subtracted_charm_trimmed,6.18,4.701648547951058,92.0920170594909,1.0930385308045136,-2.3834725090374205
sideband_subtracted_charm_trimmed,6.2,4.716864239044752,92.6423727156689,1.0947741670678341,-2.4368675258906864
sideband_subtracted_charm_trimmed,6.22,4.732079930138445,93.51472886175179,1.099057761535257,-2.4897941638274057
sideband_subtracted_charm_trimmed,6.24,4.747295621232137,94.70831669145991,1.1058586502504728,-2.541896831427509
sideband_subtracted_charm_trimmed,6.26,4.76251131232583,96.21899578983721,1.1151056526265932,-2.592850521281456
sideband_subtracted_charm_trimmed,6.28,4.777727003419523,98.03954046977378,1.1266938104117514,-2.642370954975468
sideband_subtracted_charm_trimmed,6.3,4.792942694513216,100.15997031353982,1.1404922348773963,-2.6902212757244834
sideband_subtracted_charm_trimmed,6.32,4.808158385606908,102.56791124570736,1.1563523862291754,-2.7362151671015136
sideband_subtracted_charm_trimmed,6.34,4.823374076700601,105.2489736578791,1.174116169822735,-2.78021671047213
sideband_subtracted_charm_trimmed,6.36,4.838589767794295,108.18713493854011,1.1936233594008392,-2.8221375944290426
sideband_subtracted_charm_trimmed,6.38,4.853805458887987,111.36511509748016,1.2147180145239829,-2.861932433955024
sideband_subtracted_charm_trimmed,6.4,4.86902114998168,114.76473586240172,1.237253716792745,-2.899592962390499
sideband_subtracted_charm_trimmed,6.42,4.884236841075372,118.36725551332347,1.261097585335536,-2.935141765905317
sideband_subtracted_charm_trimmed,6.44,4.899452532169065,122.15367366930877,1.2861331348883982,-2.968626084112839
sideband_subtracted_charm_trimmed,6.46,4.914668223262757,126.10500213309933,1.3122621072489908,-3.00011204102388
sideband_subtracted_charm_trimmed,6.48,4.92988391435645,130.2024996412074,1.339405442715593,-3.0296795245959096
sideband_subtracted_charm_trimmed,6.5,4.945099605450143,134.42786989633532,1.367503569173516,-3.057417814851106
sideband_subtracted_charm_trimmed,6.52,4.960315296543835,138.76342353833752,1.3965161803156962,-3.083421974085721
sideband_subtracted_charm_trimmed,6.54,4.975530987637528,143.19220572595077,1.426421657866386,-3.1077899558697073
sideband_subtracted_charm_trimmed,6.5600000000000005,4.990746678731222,147.69809175914997,1.4572162709686673,-3.1306203569784428
sideband_subtracted_charm_trimmed,6.58,5.005962369824914,152.2658536905692,1.4889132629005386,3.1311745853069866
sideband_subtracted_charm_trimmed,6.6,5.021178060918606,156.88120118141887,1.521541913437236,3.1111290001030194
sideband_subtracted_charm_trimmed,6.62,5.0363937520123,161.53079998660905,1.5551466458530188,3.092336089079174
sideband_subtracted_charm_trimmed,6.64,5.051609443105992,166.202271439397,1.5897862313780236,3.074707466268591
sideband_subtracted_charm_trimmed,6.66,5.066825134199685,170.88417618146923,1.6255331310331085,3.0581588061978935
sideband_subtracted_charm_trimmed,6.68,5.082040825293378,175.56598518056126,1.6624730050153993,3.042610013070203
sideband_subtracted_charm_trimmed,6.7,5.09725651638707,180.2380408216195,1.700704412918929,3.027985263580777
sideband_subtracted_charm_trimmed,6.72,5.112472207480764,184.8915105707747,1.7403387237251033,3.01421295954088
