region,k1,k2,k3,n1,n2,n3,delta1,delta2,delta3,Q_low,Q_high,Q_mean,koide_error,integer_error_10_15_20,score
signal_B_signal_Kst,10.4,15.64,20.740000000000002,7.9121593687202285,11.89867043526773,15.77867166415938,17.801570889758295,79.32101464661537,20.03482627174526,0.6649616368286444,0.6630434782608695,0.664002557544757,0.004004325283046917,5.638877236620434,15.559822942866457
signal_B_signal_Kst,7.76,11.66,15.64,5.903688144352786,8.870747907622873,11.89867043526773,352.8910426902785,47.14205380689236,79.32101464661537,0.6655231560891938,0.6706689536878216,0.6680960548885078,0.004162441331778528,10.953494544985654,41.58423433486448
signal_B_signal_Kst,14.32,20.740000000000002,27.240000000000002,10.894434823084007,15.77867166415938,20.723771269609525,90.5509916249448,20.03482627174526,30.894520510652,0.6904532304725168,0.6567020250723241,0.6735776277724205,0.02578943000132969,1.3893120830188728,23.67399753663166
signal_B_signal_Kst,14.32,20.740000000000002,28.66,10.894434823084007,15.77867166415938,21.804085337261707,90.5509916249448,20.03482627174526,32.53372368334567,0.6904532304725168,0.6909353905496625,0.6906943105110896,0.033981930148225474,2.158950466646408,19.966850535419315
signal_B_signal_Kst,12.98,20.740000000000002,27.240000000000002,9.874983519806593,15.77867166415938,20.723771269609525,82.25603735138247,20.03482627174526,30.894520510652,0.6258437801350047,0.6567020250723241,0.6412729026036644,0.04202144865280875,1.070422127759357,19.151170577862707
signal_B_signal_Kst,12.98,20.740000000000002,28.66,9.874983519806593,15.77867166415938,21.804085337261707,82.25603735138247,20.03482627174526,32.53372368334567,0.6258437801350047,0.6909353905496625,0.6583895853423336,0.04749188376645038,1.9689292991388423,16.772172301745496
signal_B_signal_Kst,7.76,11.66,14.32,5.903688144352786,8.870747907622873,10.894434823084007,352.8910426902785,47.14205380689236,90.5509916249448,0.6655231560891938,0.6140651801029159,0.6397941680960548,0.05261391455838695,11.715750903023267,31.18213655158894
signal_B_signal_Kst,11.66,16.98,20.740000000000002,8.870747907622873,12.918121738545143,15.77867166415938,47.14205380689236,58.11715936508881,20.03482627174526,0.6866902237926974,0.610718492343934,0.6487043580683157,0.059423404900984016,4.840355390116243,11.30096435805701
signal_B_signal_Kst,7.76,11.66,16.98,5.903688144352786,8.870747907622873,12.918121738545143,352.8910426902785,47.14205380689236,58.11715936508881,0.6655231560891938,0.7281303602058319,0.6968267581475128,0.06147432992654102,10.22254869104042,29.988588959082104
signal_B_signal_Kst,14.32,20.740000000000002,30.02,10.894434823084007,15.77867166415938,22.838752331632815,90.5509916249448,20.03482627174526,20.901476169668967,0.6904532304725168,0.7237222757955641,0.7070877531340405,0.06181539574215566,3.0765009367235367,13.223401447885646
signal_B_signal_Kst,10.4,14.32,18.28,7.9121593687202285,10.894434823084007,13.907141659635172,17.801570889758295,90.5509916249448,23.596286405596402,0.7262569832402235,0.6382681564245811,0.6822625698324023,0.06601122035916741,7.637909837074618,9.645895669546027
signal_B_signal_Kst,7.76,12.98,16.98,5.903688144352786,9.874983519806593,12.918121738545143,352.8910426902785,82.25603735138247,58.11715936508881,0.5978428351309708,0.6540832049306626,0.6259630200308167,0.06996472894620057,9.653940358788054,31.848546780718284
signal_B_signal_Kst,12.98,20.740000000000002,30.02,9.874983519806593,15.77867166415938,22.838752331632815,82.25603735138247,20.03482627174526,20.901476169668967,0.6258437801350047,0.7237222757955641,0.6747830279652844,0.07015590208846632,2.946264326437027,11.764658673528078
signal_B_signal_Kst,10.4,16.98,20.740000000000002,7.9121593687202285,12.918121738545143,15.77867166415938,17.801570889758295,58.11715936508881,20.03482627174526,0.6124852767962309,0.610718492343934,0.6116018845700825,0.07788338217064684,5.149068703766921,7.553581015488067
signal_B_signal_Kst,7.76,12.98,18.28,5.903688144352786,9.874983519806593,13.907141659635172,352.8910426902785,82.25603735138247,23.596286405596402,0.5978428351309708,0.704160246533128,0.6510015408320494,0.07837402834138717,8.953685693429447,29.419230316808203
signal_B_signal_Kst,11.66,15.64,20.740000000000002,8.870747907622873,11.89867043526773,15.77867166415938,47.14205380689236,79.32101464661537,20.03482627174526,0.7455242966751917,0.6630434782608695,0.7042838874680306,0.07894082153604268,5.358457639675013,11.321841806527999
signal_B_signal_Kst,10.4,15.64,18.28,7.9121593687202285,11.89867043526773,13.907141659635172,17.801570889758295,79.32101464661537,23.596286405596402,0.6649616368286444,0.5843989769820972,0.6246803069053708,0.08228535649060019,7.148443629662222,8.306686692872423
signal_B_signal_Kst,7.76,10.4,14.32,5.903688144352786,7.9121593687202285,10.894434823084007,352.8910426902785,17.801570889758295,90.5509916249448,0.7461538461538462,0.6884615384615385,0.7173076923076923,0.08242104184843817,12.244532364455635,25.11539191462523
signal_B_signal_Kst,10.4,14.32,20.740000000000002,7.9121593687202285,10.894434823084007,15.77867166415938,17.801570889758295,90.5509916249448,20.03482627174526,0.7262569832402235,0.7241620111731844,0.7252094972067039,0.08280531667266228,6.24774814173066,9.239022014632754
signal_B_signal_Kst,11.66,18.28,27.240000000000002,8.870747907622873,13.907141659635172,20.723771269609525,47.14205380689236,23.596286405596402,30.894520510652,0.637855579868709,0.7450765864332605,0.6914660831509847,0.08353558666989255,1.730142910558336,9.621794399578883
signal_B_signal_Kst,15.64,20.740000000000002,27.240000000000002,11.89867043526773,15.77867166415938,20.723771269609525,79.32101464661537,20.03482627174526,30.894520510652,0.7540983606557379,0.6567020250723241,0.705400192864031,0.08799769994665939,2.1760339687230696,11.59651588633083
signal_B_signal_Kst,12.98,18.28,27.240000000000002,9.874983519806593,13.907141659635172,20.723771269609525,82.25603735138247,23.596286405596402,30.894520510652,0.7100656455142231,0.7450765864332605,0.7275711159737418,0.08961912118970114,1.3167434538045357,12.769348259777656
signal_B_signal_Kst,7.76,10.4,12.98,5.903688144352786,7.9121593687202285,9.874983519806593,352.8910426902785,17.801570889758295,82.25603735138247,0.7461538461538462,0.6240384615384615,0.6850961538461539,0.09019631686094187,13.020492093516452,23.192345001374484
signal_B_signal_Kst,15.64,20.740000000000002,28.66,11.89867043526773,15.77867166415938,21.804085337261707,79.32101464661537,20.03482627174526,32.53372368334567,0.7540983606557379,0.6909353905496625,0.7225168756027002,0.09073737968834944,2.732398742212999,11.125599886742728
signal_B_signal_Kst,7.76,12.98,15.64,5.903688144352786,9.874983519806593,11.89867043526773,352.8910426902785,82.25603735138247,79.32101464661537,0.5978428351309708,0.6024653312788907,0.6001540832049308,0.0941197707860975,10.424831195629745,28.77723610025779
signal_B_signal_Kst,10.4,14.32,16.98,7.9121593687202285,10.894434823084007,12.918121738545143,17.801570889758295,90.5509916249448,58.11715936508881,0.7262569832402235,0.5928770949720671,0.6595670391061452,0.09484675387280879,8.447943159941055,10.120069735183083
signal_B_signal_Kst,11.66,18.28,20.740000000000002,8.870747907622873,13.907141659635172,15.77867166415938,47.14205380689236,23.596286405596402,20.03482627174526,0.637855579868709,0.5672866520787746,0.6025711159737418,0.10347205430438251,4.504349293650975,6.420207267625918
signal_B_signal_Kst,15.64,20.740000000000002,30.02,11.89867043526773,15.77867166415938,22.838752331632815,79.32101464661537,20.03482627174526,20.901476169668967,0.7540983606557379,0.7237222757955641,0.738910318225651,0.10440135845317403,3.502826541905156,8.936266263640432
