region,best_koide_error,best_koide_integer_error,uniform_p_joint_same_triplet,empirical_p_joint_same_triplet,best_koide_Q_mean,best_koide_n1,best_koide_n2,best_koide_n3
B_low_sideband_Kst_signal,0.015428237262522073,1.0899833291253533,0.04894780420878316,0.07385970456118175,0.6635318704284221,9.814120755431825,14.56141637666396,19.01961386711593
signal_B_signal_Kst,0.021858396525466055,4.882581562341242,0.27344690621237516,0.21928312286750853,0.6775237273511647,12.142121492766814,17.634985977589896,23.508242739755296
B_high_sideband_Kst_signal,0.04954935667129427,5.2998673099292,0.5113219547121811,0.4732301070795717,0.6443172526573998,12.492082387921748,18.60879020758623,22.97569355147605
