n1,n2,n3,k1,k2,k3,deltaD1,deltaD2,deltaD3,mean_deltaD,score,Q_low,Q_high,Q_mean,koide_error,integer_error_10_15_20
9.814120755431825,14.56141637666396,19.01961386711593,12.9,19.14,25.0,321.3318623102191,393.9859458806013,399.3611829218071,371.5596637042092,224.07385627354654,0.6739811912225707,0.6530825496342736,0.6635318704284221,0.015428237262522073,1.0899833291253533
9.814120755431825,14.56141637666396,19.97820240601858,12.9,19.14,26.26,321.3318623102191,393.9859458806013,342.87446764660035,352.7307586124736,215.61463985081247,0.6739811912225707,0.6859979101358412,0.679989550679206,0.020668798792949458,0.4768457017979547
7.623061237940067,11.046591734020936,14.56141637666396,10.02,14.52,19.14,397.75820667236167,387.56944178420827,393.9859458806013,393.10453144572375,115.68243771348996,0.6900826446280991,0.6590909090909091,0.6745867768595041,0.024610975737197806,7.131442113914518
8.672943923404866,13.602827837761318,18.076241019306984,11.4,17.880000000000003,23.76,327.50612059982177,484.0006856861314,319.5968850665208,377.034563784158,156.45012507539886,0.6375838926174495,0.6644295302013422,0.6510067114093958,0.029168690851018673,2.7228691663684135
8.672943923404866,13.602827837761318,19.01961386711593,11.4,17.880000000000003,25.0,327.50612059982177,484.0006856861314,399.3611829218071,403.6226630692534,153.48773643197674,0.6375838926174495,0.6991051454138699,0.6683445190156597,0.043566760837025466,2.1620186980954097
9.814120755431825,14.56141637666396,18.076241019306984,12.9,19.14,23.76,321.3318623102191,393.9859458806013,319.5968850665208,344.97156441911375,129.72052700051978,0.6739811912225707,0.6206896551724138,0.6473354231974923,0.046555212977942434,1.9818565296248962
10.437964090273224,14.56141637666396,19.01961386711593,13.72,19.14,25.0,332.9729636783627,393.9859458806013,399.3611829218071,375.4400308269237,145.00999994191122,0.7168234064785789,0.6530825496342736,0.6849529780564263,0.05196370641235684,1.159881506266397
10.437964090273224,14.56141637666396,19.97820240601858,13.72,19.14,26.26,332.9729636783627,393.9859458806013,342.87446764660035,356.6111257351881,142.7085844260487,0.7168234064785789,0.6859979101358412,0.70141065830721,0.053753097795609606,0.620196157784617
9.814120755431825,13.602827837761318,18.076241019306984,12.9,17.880000000000003,23.76,321.3318623102191,484.0006856861314,319.5968850665208,374.9764776876238,126.35687793787633,0.7214765100671142,0.6644295302013422,0.6929530201342282,0.054855480247155544,2.384845856715478
7.623061237940067,11.046591734020936,13.602827837761318,10.02,14.52,17.880000000000003,397.75820667236167,387.56944178420827,484.0006856861314,423.1094447142338,96.73555806088989,0.6900826446280991,0.6157024793388429,0.652892561983471,0.056086151712127635,7.886893334476899
4.656001474669981,7.623061237940067,10.437964090273224,6.12,10.02,13.72,335.909708786824,397.75820667236167,332.9729636783627,355.5469597125161,61.628264560691015,0.6107784431137725,0.6846307385229541,0.6477045908183633,0.05870435596747595,13.20644071946776
4.656001474669981,7.623061237940067,9.814120755431825,6.12,10.02,12.9,335.909708786824,397.75820667236167,321.3318623102191,351.6665925898016,59.33611787065458,0.6107784431137725,0.6437125748502995,0.627245508982036,0.06041840665734641,13.664906941609098
9.814120755431825,13.602827837761318,19.01961386711593,12.9,17.880000000000003,25.0,321.3318623102191,484.0006856861314,399.3611829218071,401.5645769727192,132.90368820964875,0.7214765100671142,0.6991051454138699,0.710290827740492,0.06368966821246871,1.7169152902945835
7.623061237940067,10.437964090273224,13.602827837761318,10.02,13.72,17.880000000000003,397.75820667236167,332.9729636783627,484.0006856861314,404.91061867895195,86.380514110373,0.7303206997084548,0.6516034985422742,0.6909620991253644,0.06541203984305011,8.208886720715615
