k2,deltaD_add_exact,D_base_exact,D_two_exact,C,a1,b1,A1,phi1,a2,b2,A2,phi2,success,message,n_iter,amplitude1_bound_active,amplitude2_bound_active
18.0,44.31216821830799,581.2650051079169,536.9528368896089,-0.020711746277162137,-0.011081233291793826,0.044144932433798335,0.04551448989994044,-1.8167341701117785,0.07646654971457642,-0.02130192056913069,0.07937824037597042,0.2716898646332517,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,24,False,False
18.01,45.6311043602924,581.2650051079169,535.6339007476245,-0.020777649417512437,-0.011023409292646072,0.043939041198948904,0.04530071626272729,-1.8166026817991336,0.07772466352159622,-0.020939336840783113,0.08049583310257201,0.2631562664798207,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,False
18.02,46.94337621076056,581.2650051079169,534.3216288971563,-0.02083492529074332,-0.010961135664434308,0.04373163510080414,0.0450843920181255,-1.8163823865251105,0.07895713148720515,-0.02055908755181304,0.081589856561039,0.2547266880827036,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,False,False
18.03,48.247384401097406,581.2650051079169,533.0176207068195,-0.02088349968507761,-0.010895275763825724,0.04351715899244581,0.044860340622242444,-1.8161207009294396,0.08016459619823889,-0.02015460388544549,0.0826593645112634,0.24631024111947677,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13,False,False
18.04,49.54154357556558,581.2650051079169,531.7234615323513,-0.0209230664282256,-0.01082436592589824,0.04330199141847115,0.0446343965849556,-1.815750387098779,0.08134427116208413,-0.019731261179314768,0.08370312490353635,0.23796872886222953,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,False,False
18.05,50.82428510935267,581.2650051079169,530.4407199985642,-0.020953687238777486,-0.010750685753168517,0.04308193835615918,0.044403047831058626,-1.8153424139237293,0.08249661060649341,-0.01928909327172996,0.0847216612254794,0.22969038522914867,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23,False,False
18.06,52.094059310721036,581.2650051079169,529.1709457971958,-0.020975040140394686,-0.010673278370078604,0.04286130617222477,0.04417024380682521,-1.8148514558422069,0.0836206898527932,-0.018827093507198665,0.08571393831452288,0.22145601695823053,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,19,False,False
18.07,53.349337723111944,581.2650051079169,527.9156673848049,-0.020987254522928902,-0.010591105548850779,0.042637981752529176,0.04393368872148011,-1.8142648057027135,0.08471686390616068,-0.018345498996833128,0.08668047279253704,0.21325790446508505,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,False
18.08,54.58861532040703,581.2650051079169,526.6763897875098,-0.020991027214183687,-0.010505809266074487,0.04241410913709516,0.04369586573382608,-1.8136054373734054,0.08578432645478347,-0.017846653069447327,0.0876210801752756,0.205115155209325,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,21,False,False
18.09,55.810412563588216,581.2650051079169,525.4545925443286,-0.020984063957838486,-0.010417068304255185,0.042187866633627606,0.043454935314096,-1.8128749720114614,0.08682180309685131,-0.017331449236449862,0.08853476506787634,0.19703104465867938,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,False,False
