mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,31.68241224471601,-1.468720555247213,2.2213898628331563e-06,1.0,2.0,5.4687205552472165,7.0138979997267725,False,False,True,False,False,False
1,15.463520754779513,-2.4491307801881312,0.0038303718912067186,1.0,2.0,6.449130780188131,7.994308224667691,False,False,True,False,False,False
2,7.143656890637402,-3.6490465026651897,0.12848858349555725,1.0,13.134466872030789,7.64904650266519,9.19422394714475,False,False,False,False,False,False
3,13.759855796289578,-5.552637599766642,0.008102285113611885,1.0,2.0,9.55263759976664,11.097815044246207,False,False,True,False,False,False
4,34.28681822108014,-3.758376531552365,6.507750822670744e-07,1.0,2.0,7.758376531552365,9.303553976031928,False,False,True,False,False,False
5,11.542312664366175,-3.2401511872412314,0.021099953180134245,1.0,2.0,7.240151187241231,8.785328631720795,False,False,True,False,False,False
6,16.5003617600621,-3.156776292253692,0.002416251820262727,1.0,2.0,7.156776292253692,8.701953736733259,False,False,True,False,False,False
7,11.414983184235084,3.4310591359782237,0.022275529334240707,0.1798684429176829,2.0,0.5689408640217763,2.1141183085013395,False,False,True,False,False,False
8,3.734115132378353,-2.911355090174986,0.44318353230296925,1.0,25.0,6.911355090174986,8.456532534654547,False,False,False,False,False,False
9,18.609127646379832,5.1677207987233444,0.0009377971067501267,0.07548204999822417,2.2722681340419455,-1.1677207987233444,0.37745664575621873,True,False,True,False,False,False
10,16.785502206100258,-2.4089909625046424,0.0021274889944631337,1.0,2.0,6.408990962504642,7.954168406984202,False,False,True,False,False,False
11,14.900888841540379,10.00098249631159,0.00491125687811933,0.006734637807931931,3.394077738877411,-6.00098249631159,-4.45580505183203,True,True,True,True,False,False
12,10.576951249713666,2.10904155565418,0.031753353648246496,0.34835932882606246,21.717798483490366,1.89095844434582,3.4361358888253832,False,False,True,False,False,False
13,23.658632227022277,-2.324628247672017,9.349680999004573e-05,1.0,2.0,6.324628247672017,7.86980569215158,False,False,True,False,False,False
14,14.427102140096007,-0.6519485940489123,0.006049584359247517,1.0,2.0,4.651948594048912,6.197126038528474,False,False,True,False,False,False
15,14.271961634894168,-0.8827768328579282,0.006475791001647302,1.0,6.683464199939455,4.882776832857928,6.427954277337491,False,False,True,False,False,False
16,9.807854905820468,-0.933826131242343,0.04379175797148327,1.0,8.857086530247262,4.933826131242341,6.479003575721904,False,False,True,False,False,False
17,13.490334915370902,-2.766906398984217,0.009112589475981814,1.0,2.0,6.766906398984217,8.312083843463782,False,False,True,False,False,False
18,13.515675919058609,5.053951696070085,0.009012576595348043,0.0799002858966833,6.380375179229231,-1.0539516960700865,0.4912257484094802,True,False,True,False,False,False
19,20.864733697222597,4.308693410849076,0.0003368346776098097,0.11597893427735351,2.811705384708987,-0.3086934108490773,1.2364840336304894,True,False,True,False,False,False
20,5.671556043196102,0.2886462935296059,0.22505606424258406,0.8656079844395259,2.0,3.711353706470394,5.256531150949954,False,False,False,False,False,False
21,15.85282132862605,-2.5628260501704077,0.003223149501154987,1.0,9.686447785405724,6.562826050170408,8.10800349464997,False,False,True,False,False,False
22,19.82750028953369,1.7855394254173333,0.0005401159769377051,0.4095199279753253,2.4825813492761917,2.2144605745826667,3.75963801906223,False,False,True,False,False,False
23,25.70073308676819,-4.6858206019288104,3.635950706282198e-05,1.0,2.0,8.68582060192881,10.230998046408374,False,False,True,False,False,False
24,14.75743322987575,-0.629190625648592,0.005231685064422842,1.0,4.241544387117345,4.62919062564859,6.174368070128153,False,False,True,False,False,False
