mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,152.3589450736128,-18.652663194217517,0.0,1.0,2.0,22.652663194217517,24.19784063869708,False,False,True,False,False,False
1,112.79401629263242,-17.682515635158893,0.0,1.0,2.0,21.682515635158893,23.227693079638456,False,False,True,False,False,False
2,88.98599933644144,-22.03906074582986,0.0,1.0,2.0,26.03906074582986,27.584238190309428,False,False,True,False,False,False
3,111.21917135161004,-26.985988005360646,0.0,1.0,2.0,30.985988005360646,32.53116544984021,False,False,True,False,False,False
4,151.68898940109008,-28.692520288257242,0.0,1.0,2.0,32.69252028825724,34.237697732736805,False,False,True,False,False,False
5,106.73010224838603,-18.378686022702695,0.0,1.0,2.0,22.378686022702695,23.923863467182258,False,False,True,False,False,False
6,116.94732047650152,-21.45633004566203,0.0,1.0,2.0,25.45633004566203,27.001507490141595,False,False,True,False,False,False
7,95.1532076758452,-1.4768461897155447,0.0,1.0,2.0,5.476846189715545,7.022023634195108,False,False,True,False,False,False
8,76.08010223114985,-22.7902455220661,1.2212453270876722e-15,1.0,2.0,26.7902455220661,28.335422966545668,False,False,True,False,False,False
9,117.76194468327496,-3.933736432589601,0.0,1.0,2.0,7.933736432589601,9.478913877069168,False,False,True,False,False,False
10,113.19945688108122,-23.808258164521302,0.0,1.0,2.0,27.808258164521302,29.35343560900087,False,False,True,False,False,False
11,96.22542177539421,4.745454739215226,0.0,0.0932261171507347,2.0,-0.7454547392152264,0.7997227052643368,True,False,True,False,False,False
12,78.43854083562232,-26.70942172503937,3.3306690738754696e-16,1.0,2.0,30.70942172503937,32.25459916951893,False,False,True,False,False,False
13,132.39132529620923,-20.52857102140442,0.0,1.0,2.0,24.52857102140442,26.073748465883988,False,False,True,False,False,False
14,100.89004228803839,-12.13927808487207,0.0,1.0,2.0,16.139278084872068,17.68445552935163,False,False,True,False,False,False
15,91.77926406449079,-34.61601879782904,0.0,1.0,2.0,38.61601879782904,40.161196242308606,False,False,True,False,False,False
16,85.45272827653314,-24.779403058602465,0.0,1.0,2.0,28.779403058602465,30.324580503082032,False,False,True,False,False,False
17,109.7615737118036,-19.30652742524184,0.0,1.0,2.0,23.30652742524184,24.851704869721402,False,False,True,False,False,False
18,86.67581599019236,-7.196388957588264,0.0,1.0,2.0,11.196388957588262,12.741566402067829,False,False,True,False,False,False
19,126.85476882839434,-3.1452950039961873,0.0,1.0,2.0,7.145295003996189,8.690472448475749,False,False,True,False,False,False
20,81.40759460131873,-12.40702667809093,1.1102230246251565e-16,1.0,2.0,16.40702667809093,17.952204122570492,False,False,True,False,False,False
21,109.50644883839495,-26.326999621581518,0.0,1.0,2.0,30.326999621581518,31.872177066061084,False,False,True,False,False,False
22,117.88793649898292,-0.5028641827056974,0.0,1.0,2.0,4.5028641827057,6.04804162718526,False,False,True,False,False,False
23,139.61253347354722,-26.15913631767973,0.0,1.0,2.0,30.15913631767973,31.704313762159295,False,False,True,False,False,False
24,102.94258447977413,-20.115111232094268,0.0,1.0,2.0,24.115111232094268,25.660288676573835,False,False,True,False,False,False
25,100.13846019774074,-28.471985050544227,0.0,1.0,2.0,32.47198505054423,34.01716249502379,False,False,True,False,False,False
26,100.15367461619107,-23.04465413488887,0.0,1.0,2.0,27.04465413488887,28.589831579368436,False,False,True,False,False,False
27,146.75906560423664,-25.34516992123036,0.0,1.0,2.0,29.34516992123036,30.89034736570993,False,False,True,False,False,False
28,82.6086508218594,-4.455181169697507,0.0,1.0,2.0,8.455181169697507,10.000358614177067,False,False,True,False,False,False
29,96.25637707552465,-15.022185153418123,0.0,1.0,2.0,19.02218515341812,20.567362597897684,False,False,True,False,False,False
30,52.76368249542553,-11.126507189287972,9.549361301708359e-11,1.0,2.0,15.12650718928797,16.671684633767537,False,False,True,False,False,False
31,100.75484013154195,-14.444275302845245,0.0,1.0,2.0,18.44427530284524,19.989452747324805,False,False,True,False,False,False
32,82.33067415018022,-15.375224211066527,1.1102230246251565e-16,1.0,2.0,19.375224211066527,20.920401655546094,False,False,True,False,False,False
33,75.75167715857218,-10.632214150375967,1.3322676295501878e-15,1.0,2.0,14.632214150375965,16.17739159485553,False,False,True,False,False,False
34,86.3774815761866,-16.015227419873828,0.0,1.0,2.0,20.015227419873828,21.560404864353394,False,False,True,False,False,False
35,94.80296931946577,-20.144287000252277,0.0,1.0,2.0,24.144287000252277,25.68946444473184,False,False,True,False,False,False
36,109.12388763398285,-6.500839574913325,0.0,1.0,2.0,10.500839574913325,12.046017019392892,False,False,True,False,False,False
37,92.13263931304405,-14.956180960097978,0.0,1.0,2.0,18.95618096009798,20.501358404577537,False,False,True,False,False,False
38,117.28735515105666,-24.878504273389552,0.0,1.0,2.0,28.878504273389552,30.423681717869115,False,False,True,False,False,False
39,155.1276871816751,-14.685465397790583,0.0,1.0,2.0,18.685465397790583,20.23064284227015,False,False,True,False,False,False
40,102.98639456791031,-26.41835887013861,0.0,1.0,2.0,30.41835887013861,31.963536314618178,False,False,True,False,False,False
41,94.57643084223976,-25.90329119715739,0.0,1.0,2.0,29.90329119715739,31.448468641636957,False,False,True,False,False,False
42,90.94467553360761,-35.68983494674664,0.0,1.0,2.0,39.68983494674664,41.235012391226206,False,False,True,False,False,False
43,99.13616709180289,-14.191484200280994,0.0,1.0,2.0,18.191484200280996,19.73666164476056,False,False,True,False,False,False
44,106.66997976578037,-26.543500869217457,0.0,1.0,2.0,30.543500869217457,32.088678313697024,False,False,True,False,False,False
45,106.99712442541721,-18.82196217978405,0.0,1.0,2.0,22.82196217978405,24.367139624263615,False,False,True,False,False,False
46,87.86462080252322,-3.964362627261435,0.0,1.0,2.0,7.964362627261433,9.509540071741,False,False,True,False,False,False
47,82.43915061230958,-34.267314704477805,0.0,1.0,2.0,38.267314704477805,39.81249214895737,False,False,True,False,False,False
48,101.04377552837256,-6.379267447944452,0.0,1.0,2.0,10.379267447944454,11.924444892424017,False,False,True,False,False,False
