region,k,n_eff,deltaD,A2,phi2,bound_active,success
signal_Bplus_jpsiK_control,9.7,0.4916298088996495,3.5824305999218416e-10,3.7509219754019123e-08,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.72,0.49264347860872093,2.965895687599037e-10,1.7933482764088227e-07,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.74,0.4936571483177924,3.856656854450245e-10,1.0547572741791741e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.76,0.4946708180268638,1.197018456530026e-10,1.9789560194485434e-07,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.780000000000001,0.4956844877359353,1.9183209069509202e-10,1.1794217588501458e-07,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.8,0.4966981574450067,1.8554684846913464e-10,1.2423255373226942e-07,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.82,0.4977118271540782,1.4910231203260402e-10,1.3056906199378876e-07,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.84,0.49872549686314954,1.6961980169231767e-10,2.423176312474288e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.86,0.499739166572221,2.9044945002362076e-10,8.505985204368035e-10,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.879999999999999,0.5007528362812924,3.715770748012636e-10,1.5078104148368994e-11,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,9.9,0.501766505990364,1.3639079341464395e-10,1.2627716440602945e-07,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,9.92,0.5027801756994353,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,9.94,0.5037938454085068,5.866689353107249e-11,7.371576925257127e-08,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.96,0.5048075151175784,-4.1611371396619363e-10,1.1606339535862657e-07,2.356194490192345,False,True
signal_Bplus_jpsiK_control,9.98,0.5058211848266497,3.643460423275403e-10,5.744796658688617e-09,2.356194490192345,False,True
signal_Bplus_jpsiK_control,10.0,0.5068348545357211,-1.0725301853443761e-10,8.482090129805987e-08,2.356194490192345,False,True
signal_Bplus_jpsiK_control,10.02,0.5078485242447925,3.396269220956521e-10,4.1070554068279545e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.04,0.5088621939538639,-4.011678792298988e-10,1.1941126192756021e-07,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.06,0.5098758636629355,2.974037964900433e-10,4.832870494466151e-08,1.5707963267948966,False,True
signal_Bplus_jpsiK_control,10.08,0.5108895333720069,4.1009479082930876e-10,7.249486135175983e-09,-3.141592653589793,False,True
signal_Bplus_jpsiK_control,10.1,0.5119032030810783,3.9123002029146556e-10,3.092348186956557e-09,2.356194490192345,False,True
signal_Bplus_jpsiK_control,10.120000000000001,0.5129168727901499,0.0,0.0,-0.0,False,True
signal_Bplus_jpsiK_control,10.14,0.5139305424992212,0.0,0.0,-0.0,False,True
