null_delta_chi2,null_best_k
0.007212287813323781,2.52623811905953
0.010902941660332899,1.6843171585792898
0.005024471991588175,1.2336418209104554
0.008458505530875945,1.357453726863432
0.01674241912735755,1.8749874937468736
0.0021011020506975855,5.0
0.009560990713464446,1.1494497248624314
0.01594155960688029,4.559229614807404
0.006235589046271972,3.3830165082541273
0.0029172608897678684,5.0
0.007128258150735894,4.710280140070036
0.02149061001495787,3.6256878439219613
0.009459540825282983,2.271185592796398
0.0018522427754197601,5.0
0.008702018528717971,1.867558779389695
0.01139812697754989,4.091220610305153
0.016649466846926766,4.21008004002001
0.0022094186506723817,2.194422211105553
0.014477631711197002,4.398274137068534
0.003871477111216104,4.9554277138569285
0.004049477033639448,1.357453726863432
0.00905963930050907,1.689269634817409
0.019107991410470107,0.05
0.004558040744407937,0.05
0.0035731547354418552,4.853901950975488
0.0034769144380530637,2.47176088044022
0.0022802617858517435,1.3896448224112057
0.013426216052549206,4.566658329164582
0.006342285317883924,5.0
0.012779719448982096,0.05
0.029399659328516625,0.05
0.007849888354504841,5.0
0.0035785680647639,2.214232116058029
0.0253535141727102,0.05
0.0022065161426162855,2.9967233616808406
0.006239257352164962,3.6380690345172586
0.013777100112037019,3.670260130065033
0.004623840352206254,5.0
0.005717776240359726,4.326463231615808
0.0036225053701487986,4.9554277138569285
0.004428218328307677,3.3632066033016508
0.005416366913773528,0.05
0.013479905900795702,0.05
0.009793577487291566,1.3723111555777892
0.002537616839487028,4.10855427713857
0.005897734423469081,3.927788894447224
0.004994705180073514,2.0805152576288144
0.0013207148144720737,5.0
0.006273467734904593,1.872511255627814
0.0087067316154492,4.2447473736868435
0.002684115284611835,0.792871435717859
0.005502140536966307,4.638469234617309
0.007159781493031543,4.559229614807404
0.006490322985324662,3.695022511255628
0.0018165323679129597,0.05
0.008998380144633118,0.9761130565282643
0.00425795948215188,5.0
0.01182066667289805,3.0066283141570787
0.00485185809296855,0.9166833416708355
0.004188759171236449,2.2340420210105054
0.008215805789751118,5.0
0.0019310798248826505,1.8601300650325165
0.018767464666313863,4.0763631815907955
0.006124362992109819,3.2864432216108055
0.0052056426675545775,4.388369184592296
0.017569051386884527,3.652926463231616
0.0157141607990409,4.529514757378689
0.003022452360266714,5.0
0.007509672324973571,1.0380190095047526
0.007990544324231685,3.415207603801901
0.01656805887121955,1.0206853426713358
0.008619910639781306,5.0
0.004677297955617568,2.7070035017508753
0.007218001701356516,4.115982991495748
0.007349263124515323,2.820910455227614
0.005170522394393209,4.596373186593297
0.011736746212443736,0.05
0.011133591209792834,1.2286893446723364
0.004784763181633088,3.3607303651825915
0.010869363545685864,4.910855427713857
0.004266517855674737,3.657878939469735
0.008158986597478157,1.877463731865933
0.009200621415054157,2.7961480740370184
0.005180721245516939,0.05
0.003787840673414339,1.7907953976988495
0.007019469391084915,2.0607053526763384
0.004479238029064164,5.0
0.013776385102459363,3.509304652326163
0.0052117091440891244,0.05
0.007048175635668764,4.2942721360680345
0.004736305870002448,1.357453726863432
0.014031345390963637,2.9125312656328166
0.012016396544091902,3.7247373686843424
0.015482493847441,5.0
0.008164436541113575,4.036743371685843
0.009057538793063258,0.13666833416708357
0.005317342264716904,2.6079539769884943
0.007835896559322764,3.6405452726363183
0.003760864049131604,3.58111555777889
0.009577745175221253,3.695022511255628
0.006984158910822526,1.904702351175588
0.004726081889985079,2.5064282141070535
0.006410661892779515,4.858854427213607
0.00895040552596138,3.6355927963981993
0.0076512380627413445,4.120935467733867
0.006176209020527096,4.42303651825913
0.006515827737314531,0.05
0.008301925911164847,1.983941970985493
0.003010103611740249,3.484542271135568
0.006544323972614514,5.0
0.004058841210632769,0.05
0.004244207005574596,3.7816908454227116
0.004978419163035826,0.7012506253126565
0.006376409088180185,5.0
0.010081995284780598,1.6744122061030517
0.015170706808807409,3.1230115057528764
0.01324498283251608,4.3239869934967485
0.00714401879651181,0.05
0.016293715460071148,2.3949974987493747
0.0038137294620838452,3.511780890445223
0.0034207724378127677,2.915007503751876
0.010467465030662954,1.6422211105552778
0.005720836645975058,1.3723111555777892
0.005922023778683741,5.0
0.008081206657602646,0.8052526263131566
0.0015299590365359383,3.4672086043021513
0.004862244503888391,2.741670835417709
0.003032206319866504,1.9913706853426716
0.007019046935821727,1.0702101050525263
0.013048838486838167,1.820510255127564
0.006408944086092029,3.2740620310155077
0.00993755381188935,1.124687343671836
0.009722956920344722,0.05
0.01732222901781142,3.061105552776388
0.021072480487112556,0.3298149074537269
0.00816749518112006,3.0289144572286144
0.010984721151811157,1.2534517258629316
0.012423205001246107,3.231965982991496
0.00877391750280243,2.4791895947973988
0.007279032665093832,4.702851425712857
0.01222383380984323,0.05
0.006337864925849021,4.84399699849925
0.004446608524589182,5.0
0.005986797102602137,0.7012506253126565
0.01154751867814479,1.4540270135067535
0.004489155022281949,2.882816408204102
0.008984735430902085,4.539419709854927
0.01353971689803777,1.8378439219609808
0.005415575770334205,5.0
0.015543424986292409,1.815557778889445
0.002579766228399019,4.752376188094047
0.007235862794758095,5.0
0.007221224215866205,2.568334167083542
0.011473511638796632,1.694222111055528
0.005615550771358405,3.4399699849924965
0.004055728385577759,1.6372686343171587
0.007212467981205138,5.0
0.0044519308828316895,3.905502751375688
0.010362242947211248,1.9789894947473738
0.01010904810721587,2.167183591795898
0.002506608879146624,5.0
0.005421518834002478,3.2666333166583295
0.010703732441065004,3.811405702851426
0.007132818411035455,2.731765882941471
0.008659979898111889,4.167983991995998
0.015850148651886373,2.120135067533767
0.017200057056775075,1.3425962981490747
0.00982049604502002,2.023561780890445
0.0041817563809637415,0.05
0.020837720735173974,4.977713856928465
0.0025910015719939616,4.509704852426213
0.007817989673271769,0.05
0.00640141732310727,2.5930965482741373
0.00826918052273777,4.878664332166084
0.010621472262758502,5.0
0.0031473117631052316,5.0
0.025915490760749907,0.05
0.018619519323209828,3.8906453226613307
0.01312682607082033,3.1700600300150077
0.00910761109724522,2.273661830915458
0.006510106027838608,4.47503751875938
0.01043104473751888,1.820510255127564
0.009853522091285608,3.4548274137068535
0.0049824424790303745,0.05
0.008851316933786976,2.251375687843922
0.010555525401793678,3.3508254127063535
0.005229346633870632,5.0
0.00886102173286532,1.5926963481740872
0.004663262573130288,4.021885942971486
0.004636852585178153,0.05
0.009875367047614964,5.0
0.006137970994372716,0.9290645322661332
0.00940156277118348,2.4965232616308155
0.006093009347292649,1.0999249624812408
0.005793050323525492,1.478789394697349
0.006062924267771094,3.6454977488744373
0.015532129342843398,5.0
0.0066969508663745625,2.1498499249624814
0.006228528429108572,4.1754127063531765
0.011610169635339111,5.0
0.004195334003132142,2.573286643321661
0.006263638931243952,2.9174837418709356
0.009909933414507056,3.1230115057528764
0.015023119083609385,3.821310655327664
0.0091256429612519,3.2740620310155077
0.006878570496737513,2.4123311655827915
0.007059391326364718,5.0
0.004976858894263206,1.6843171585792898
0.01171972556334136,1.3054527263631817
0.01187999509689966,0.05
0.008913538562991541,0.05
0.017732009045984716,5.0
0.0032753448083642916,0.750775387693847
0.0035227019487918607,4.608754377188594
0.027270552756987004,0.05
0.006323300650598711,0.9785892946473238
0.008446659078766475,3.848549274637319
0.01678575843032431,1.52583791895948
0.01725029741332347,0.7235367683841922
0.0036235296732878425,2.4494747373686843
0.00359119427516022,2.110230115057529
0.009766807697295293,5.0
0.005392087205389501,1.657078539269635
0.006129592503010442,3.321110555277639
0.009475414845815988,3.236918459229615
0.0070094674338842256,0.05
0.00787433869945639,5.0
0.006213302841626606,0.8052526263131566
0.009676046626220403,3.0932966483241624
0.005893534034021437,1.8947973986993498
0.006821613286774039,2.1647073536768384
0.0027187664873532524,4.89847423711856
0.006029229511980219,3.3929214607303653
