k,delta_chi2,chi2_null,chi2_cos,C,a,b,A,phi
0.05,0.0019650225976081126,0.03639308358493235,0.03442806098732424,3.741438451879219,-3.734852898470521,-0.28800224294421284,3.745940664927109,3.064632882407615
0.052476238119059535,0.0019650203403239544,0.03639308358493235,0.0344280632446084,3.3967550466239658,-3.3901688329184907,-0.27442448687113075,3.4012576372110366,3.0608216175444762
0.054952476238119066,0.0019650179626587647,0.03639308358493235,0.03442806562227359,3.0976091468604636,-3.0910222409263497,-0.26207097034038185,3.1021121332725063,3.0570103744501105
0.05742871435717859,0.0019650154622178964,0.03639308358493235,0.034428068122714456,2.8363187134112167,-2.829731083313206,-0.2507833311066223,2.8408221139363623,3.0531991541587287
0.05990495247623812,0.0019650128378492365,0.03639308358493235,0.034428070747083116,2.606755865253646,-2.600167479053688,-0.24042939140870345,2.6112596981881318,3.049387957730335
0.062381190595297654,0.001965010087369441,0.03639308358493235,0.03442807349756291,2.403984286738762,-2.3973951124953885,-0.23089796068799062,2.408488570383229,3.0455767862105874
0.06485742871435718,0.001965007209066817,0.03639308358493235,0.034428076375865535,2.223991629577263,-2.2174016353457375,-0.22209482934003644,2.228496382239274,3.041765640658462
0.06733366683341671,0.0019650042010084037,0.03639308358493235,0.03442807938392395,2.0634894871416947,-2.0568986409738272,-0.2139396462086034,2.0679947271354053,3.037954522133536
0.06980990495247624,0.001965001061085929,0.03639308358493235,0.03442808252384642,1.9197621253500898,-1.913170395294081,-0.20636346071479084,1.9242678709961083,3.034143431696699
0.07228614307153577,0.0019649977871564125,0.03639308358493235,0.03442808579777594,1.7905508453297792,-1.7839581994300637,-0.19930677017795873,1.795057114955545,3.03033237041302
0.0747623811905953,0.0019649943771145803,0.03639308358493235,0.03442808920781777,1.673964698591746,-1.6673711048889963,-0.19271795518298984,1.6784715105323251,3.026521339353873
0.07723861930965484,0.0019649908285615664,0.03639308358493235,0.034428092756370786,1.568410907879283,-1.5618163344101212,-0.1865520158760181,1.5729182804766666,3.022710339589324
0.07971485742871437,0.001964987139180599,0.03639308358493235,0.03442809644575175,1.4725401767169508,-1.465944591513967,-0.180769543860674,1.4770481283210266,3.0188993721970294
0.0821910955477739,0.0019649833065488523,0.03639308358493235,0.0344281002783835,1.3852033536038793,-1.3786067246954605,-0.17533587988831556,1.3897119025725277,3.0150884382580023
0.08466733366683342,0.0019649793281792047,0.03639308358493235,0.03442810425675315,1.3054168351934976,-1.29881913060375,-0.1702204193779815,1.3099259998929318,3.0112775388578563
0.08714357178589295,0.0019649752013985167,0.03639308358493235,0.034428108383533836,1.2323347505949585,-1.225735938343524,-0.1653960363261855,1.2368445493995162,3.007466675083542
0.08961980990495248,0.00196497092359834,0.03639308358493235,0.03442811266133401,1.1652264497174318,-1.1586264978194496,-0.16083860275475703,1.169736901010422,3.003655848030309
