k,delta_chi2,chi2_null,chi2_cos,C,a,b,A,phi
0.05,0.0028446602129797716,0.028470915258793382,0.02562625504581361,-4.6585431728078674,4.65493383270848,0.3336547733617081,4.666876310197337,-0.07155528643198929
0.052476238119059535,0.0028446957908688716,0.028470915258793382,0.02562621946792451,-4.229006851620284,4.225396346291632,0.3179278181593155,4.23734024841223,-0.07510061828223796
0.054952476238119066,0.0028447330880891353,0.028470915258793382,0.025626182170704247,-3.856218339609484,3.852606612575528,0.3036190282850164,3.8645520083959823,-0.07864617824938712
0.05742871435717859,0.0028447721039861207,0.028470915258793382,0.02562614315480726,-3.5306044564703143,3.5269914512314244,0.2905449563232736,3.5389384098489822,-0.08219197710646722
0.05990495247623812,0.0028448128387373005,0.028470915258793382,0.02562610242005608,-3.2445287758804398,3.240914435913055,0.2785524869518703,3.252863026457878,-0.08573802562059
0.062381190595297654,0.0028448552925525207,0.028470915258793382,0.02562605996624086,-2.991839775571293,2.988224044326728,0.26751281666751225,3.0001743359634574,-0.08928433455866197
0.06485742871435718,0.0028448994649805937,0.028470915258793382,0.02562601579381279,-2.7675373579178597,2.763920178820854,0.2573168126317711,2.7758722407481353,-0.09283091469404756
0.06733366683341671,0.002844945356125457,0.028470915258793382,0.025625969902667925,-2.5675235860000782,2.563904902448371,0.24787139576759287,2.57585880390183,-0.09637777679587615
0.06980990495247624,0.0028449929659095374,0.028470915258793382,0.025625922292883845,-2.388414174295889,2.3847939296585707,0.23909669347576745,2.3967497399118276,-0.09992493163511752
0.07228614307153577,0.002845042294276824,0.028470915258793382,0.025625872964516558,-2.2273943839935555,2.2237725216103854,0.23092377763693683,2.23573030997648,-0.10347238998334611
0.0747623811905953,0.002845093340933181,0.028470915258793382,0.0256258219178602,-2.0821077580039855,2.078484221183942,0.22329285211012362,2.090444057016138,-0.10702016261514347
0.07723861930965484,0.0028451461059971622,0.028470915258793382,0.02562576915279622,-1.950569414162075,1.9469441461827017,0.2161517889418203,1.9589060988770848,-0.11056826030134825
0.07971485742871437,0.0028452005893726505,0.028470915258793382,0.02562571466942073,-1.8310978899983752,1.8274708341045311,0.2094549373105945,1.8394349731008421,-0.11411669381557908
