k,delta_chi2,chi2_null,chi2_cos,C,a,b,A,phi
0.05,0.3120666782973282,0.3918427547595168,0.0797760764621886,9.338926700049342,-9.468095228105085,0.7993581178543536,9.501778814992798,-3.0573658952568827
0.052476238119059535,0.3120794913296652,0.3918427547595168,0.07976326342985157,8.471124198817051,-8.600299921916303,0.76168052889102,8.63396293569791,-3.0532587114568948
0.054952476238119066,0.312092923848308,0.3918427547595168,0.0797498309112088,7.717970338453597,-7.8471536051711155,0.7274005041420537,7.88079508657446,-3.0491606962289324
0.05742871435717859,0.31210697584166364,0.3918427547595168,0.07973577891785316,7.060124231673399,-7.189315390683078,0.696078549933759,7.222934385302864,-3.045072252272902
0.05990495247623812,0.3121216473676282,0.3918427547595168,0.07972110739188859,6.482157856168669,-6.611357256279916,0.6673478401576176,6.644952814725484,-3.0409937784092267
0.062381190595297654,0.3121369384593296,0.3918427547595168,0.0797058163001872,5.971643168490118,-6.10085115864149,0.6408997938272023,6.134422336750622,-3.036925669297066
0.06485742871435718,0.31215284914110847,0.3918427547595168,0.07968990561840833,5.51847837272544,-5.64769530198555,0.6164729560953788,5.68124116101989,-3.032868315319666
0.06733366683341671,0.3121693794667908,0.3918427547595168,0.079673375292726,5.114384325850551,-5.243610543436262,0.5938443326892866,5.277130150252418,-3.028822102496419
0.06980990495247624,0.31218652946733516,0.3918427547595168,0.07965622529218164,4.7525236877927455,-4.881759543063708,0.5728225688633586,4.915251970315744,-3.0247874122677465
0.07228614307153577,0.3122042991827782,0.3918427547595168,0.0796384555767386,4.427209786376807,-4.55645562884456,0.5532425300074237,4.589919955145001,-3.020764621458197
0.0747623811905953,0.31222268865549335,0.3918427547595168,0.07962006610402345,4.133681824835094,-4.262938004168973,0.5349609595152742,4.296373314272591,-3.0167541020883237
0.07723861930965484,0.3122416979280371,0.3918427547595168,0.07960105683147972,3.8679297058233715,-3.997196571855511,0.5178529717488232,4.030601956830088,-3.0127562212777645
0.07971485742871437,0.31226132704703846,0.3918427547595168,0.07958142771247834,3.6265563375941383,-3.755834240326294,0.5018091986651427,3.78920879771389,-3.0087713411473653
0.0821910955477739,0.3122815760543292,0.3918427547595168,0.07956117870518759,3.406668528333057,-3.535957817939334,0.4867334523129614,3.5693006519270396,-3.0047998186718328
0.08466733366683342,0.3123024449993445,0.3918427547595168,0.07954030976017229,3.2057898832056253,-3.33509091004089,0.4725407974103888,3.3684011316134272,-3.000842005615067
0.08714357178589295,0.31232393392753316,0.3918427547595168,0.07951882083198364,3.021790773269913,-3.151103887872978,0.45915595261726594,3.1843806149692697,-2.996898248407314
0.08961980990495248,0.31234604288802753,0.3918427547595168,0.07949671187148927,2.8528316578533577,-2.9821572109535737,0.44651195681774425,3.0153995686183297,-2.99296888805197
0.09209604802401201,0.31236877193192114,0.3918427547595168,0.07947398282759566,2.6973169275804594,-2.826655270103629,0.43454905055085646,2.8598623906298832,-2.9890542600509735
