"region","count_sum","best_k","best_n","best_delta_chi2","p_best_scanmax","kref_delta_chi2","p_kref_fixed","n15_delta_chi2","p_n15_fixed","comb_101520_delta_chi2","p_comb_101520","folded_449_delta_chi2","variance_convention","best_delta_chi2_per_kevent"
"signal_B_signal_Kst",15630,7.76,5.90368814435279,352.891042690278,0.00199600798403194,10.6648372976142,0.00798403193612774,6.5247886164143,0.0339321357285429,75.7978759836915,0.00199600798403194,61.3151299087767,"parity",22.5778018355904
"B_low_sideband_Kst_signal",29000,8.06,6.13192351075818,956.240470357163,0.00199600798403194,196.172707534795,0.00199600798403194,161.36147601706,0.00199600798403194,226.235421708887,0.00199600798403194,510.714573402664,"parity",32.9738093226608
"B_high_sideband_Kst_signal",25850,7.74,5.88847245325909,1044.78379036054,0.00199600798403194,66.7014799073004,0.00199600798403194,42.7468175720132,0.00199600798403194,378.889156516041,0.00199600798403194,232.005739498025,"parity",40.4171679056302
"sideband_subtracted_charm_trimmed",-3.41060513164848e-13,13.12,9.98149335746244,1100.84732840534,0.00199600798403194,280.128694735653,0.00199600798403194,307.015205922595,0.00199600798403194,1501.97659521321,0.00199600798403194,901.106251389836,"parity",-3227718501300831744
