"file","tree","q2_source","B_mass_branch","Kst_mass_branch","n_loaded_q2_range"
"data\00382466_00000001_1.dvntuple.root","B0_KstMuMu/DecayTree;1","derived_from_muon_four_vectors","B0_M","Kst_892_0_M",3353167
"data\00382466_00000002_1.dvntuple.root","B0_KstMuMu/DecayTree;1","derived_from_muon_four_vectors","B0_M","Kst_892_0_M",3350433
"data\00382466_00000003_1.dvntuple.root","B0_KstMuMu/DecayTree;1","derived_from_muon_four_vectors","B0_M","Kst_892_0_M",2194256
"data\00382467_00000001_1.dvntuple.root","B0_KstMuMu/DecayTree;1","derived_from_muon_four_vectors","B0_M","Kst_892_0_M",3353228
"data\00382467_00000002_1.dvntuple.root","B0_KstMuMu/DecayTree;1","derived_from_muon_four_vectors","B0_M","Kst_892_0_M",3344384
"data\00382467_00000003_1.dvntuple.root","B0_KstMuMu/DecayTree;1","derived_from_muon_four_vectors","B0_M","Kst_892_0_M",1815786
