"quantity","k2","deltaD_add","A2","A2_bound_active","phase","p_pointwise","p_local_scan_max","log_period","rho_q2","winding_n","z_null","peak_to_trough_ratio","mc_resolution"
"best_local_scan",23.08,150.903860127132,0.1,TRUE,-0.209073444669158,NA,0.0001999600079984,0.272235065302408,1.3128955812383,17.5589075221214,54.3697839675397,1.22140275816017,0.0001999600079984
"prespecified_reference",19.5296,70.0029667147544,0.1,TRUE,2.58704410913054,0.0001999600079984,0.0001999600079984,0.321726267162645,1.37950710787474,14.8578180391691,24.2408190660052,1.22140275816017,0.0001999600079984
