"KDE_BANDWIDTH_SCALE","label","Q","n_minus","n0","n_plus","k_minus","k0","k_plus","deltaD","p_vs_model_scanmax_null","p_vs_fixed_model_null","A_minus","A0","A_plus","any_A_bound_active","success","radial_max","radial_above_0p1","mode"
0.5,"dense_Q_0.565000",0.565,8.475,15,16.95,11.1398160593745,19.7164886006628,22.279632118749,146.151679314926,0.0001999600079984,0.0001999600079984,0.0716545015550684,0.109516901061793,0.0594526670234135,"False","True",0.109516901061793,TRUE,"parity"
0.5,"dense_Q_0.560000",0.56,8.4,15,16.8,11.0412336163712,19.7164886006628,22.0824672327424,145.747991678331,0.0001999600079984,0.0001999600079984,0.0712277362682816,0.109612614081672,0.059982065201955,"False","True",0.109612614081672,TRUE,"parity"
0.5,"dense_Q_0.555000",0.555,8.325,15,16.65,10.9426511733679,19.7164886006628,21.8853023467357,148.70533991347,0.0001999600079984,0.0001999600079984,0.0709907216358587,0.109298301672248,0.0640755195740713,"False","True",0.109298301672248,TRUE,"parity"
0.5,"dense_Q_0.550000",0.55,8.25,15,16.5,10.8440687303646,19.7164886006628,21.6881374607291,154.627241253334,0.0001999600079984,0.0001999600079984,0.0709353594202279,0.108634798156919,0.0710310961454038,"False","True",0.108634798156919,TRUE,"parity"
0.5,"spin1_Qhalf",0.5,7.5,15,15,9.85824430033141,19.7164886006628,19.7164886006628,127.01228080617,0.0001999600079984,0.0001999600079984,0.0883905382305871,0.0488752025883909,0.0488752025883909,"False","True",0.0883905382305871,FALSE,"parity"
0.5,"spin32_Q4over9",0.444444444444444,6.66666666666667,15,13.3333333333333,8.76288382251681,19.7164886006628,17.5257676450336,234.658915677572,0.0001999600079984,0.0001999600079984,0.0984634589359468,0.0925767803504455,0.102202832199861,"True","True",0.102202832199861,TRUE,"parity"
0.5,"neutrino_like_Qthird",0.333333333333333,5,15,10,6.57216286688761,19.7164886006628,13.1443257337752,206.108012947335,0.0001999600079984,0.0001999600079984,0.111313194209033,0.106666681545079,0.104821876823022,"True","True",0.111313194209033,TRUE,"parity"
0.75,"threshold_Q1",1,15,15,30,19.7164886006628,19.7164886006628,39.4329772013257,134.485911014707,0.0001999600079984,0.0001999600079984,0.0665477761246681,0.0665477761246681,0.0332367916644793,"False","True",0.0665477761246681,FALSE,"parity"
0.75,"near_075",0.75,11.25,15,22.5,14.7873664504971,19.7164886006628,29.5747329009942,336.143123985668,0.0001999600079984,0.0001999600079984,0.112440589841634,0.13347887921232,0.0730671814124602,"True","True",0.13347887921232,TRUE,"parity"
0.75,"dense_Q_0.745000",0.745,11.175,15,22.35,14.6887840074938,19.7164886006628,29.3775680149876,342.794069507039,0.0001999600079984,0.0001999600079984,0.134150506241814,0.131938252642362,0.0712522958660684,"True","True",0.134150506241814,TRUE,"parity"
0.75,"dense_Q_0.740000",0.74,11.1,15,22.2,14.5902015644905,19.7164886006628,29.180403128981,347.042771276169,0.0001999600079984,0.0001999600079984,0.14142135623731,0.134110127571176,0.06571433441095,"True","True",0.14142135623731,TRUE,"parity"
0.75,"dense_Q_0.735000",0.735,11.025,15,22.05,14.4916191214872,19.7164886006628,28.9832382429744,338.425910826109,0.0001999600079984,0.0001999600079984,0.135372289679943,0.137680056029688,0.0615868898144608,"True","True",0.137680056029688,TRUE,"parity"
0.75,"dense_Q_0.730000",0.73,10.95,15,21.9,14.3930366784839,19.7164886006628,28.7860733569677,327.527305676244,0.0001999600079984,0.0001999600079984,0.116620656046023,0.139013133045264,0.0637920137816346,"True","True",0.139013133045264,TRUE,"parity"
0.75,"dense_Q_0.725000",0.725,10.875,15,21.75,14.2944542354806,19.7164886006628,28.5889084709611,320.230862741537,0.0001999600079984,0.0001999600079984,0.103235117287336,0.136422897678933,0.0684909197943382,"True","True",0.136422897678933,TRUE,"parity"
0.75,"dense_Q_0.720000",0.72,10.8,15,21.6,14.1958717924772,19.7164886006628,28.3917435849545,318.377228373028,0.0001999600079984,0.0001999600079984,0.100559536394268,0.132875879632705,0.073521068151932,"True","True",0.132875879632705,TRUE,"parity"
0.75,"dense_Q_0.715000",0.715,10.725,15,21.45,14.0972893494739,19.7164886006628,28.1945786989478,321.683440173276,0.0001999600079984,0.0001999600079984,0.110275022943333,0.130637104867062,0.0773351792420911,"True","True",0.130637104867062,TRUE,"parity"
0.75,"dense_Q_0.710000",0.71,10.65,15,21.3,13.9987069064706,19.7164886006628,27.9974138129412,327.131040135939,0.0001999600079984,0.0001999600079984,0.127144453598681,0.131142755893017,0.0786993131336487,"True","True",0.131142755893017,TRUE,"parity"
0.75,"dense_Q_0.705000",0.705,10.575,15,21.15,13.9001244634673,19.7164886006628,27.8002489269346,329.802734081499,0.0001999600079984,0.0001999600079984,0.14142135623731,0.135128745776799,0.0767451698169676,"True","True",0.14142135623731,TRUE,"parity"
0.75,"dense_Q_0.700000",0.7,10.5,15,21,13.801542020464,19.7164886006628,27.603084040928,325.710902403584,0.0001999600079984,0.0001999600079984,0.130178252136547,0.137887769612974,0.0758881474950956,"True","True",0.137887769612974,TRUE,"parity"
0.75,"dense_Q_0.695000",0.695,10.425,15,20.85,13.7029595774607,19.7164886006628,27.4059191549213,320.927538191382,0.0001999600079984,0.0001999600079984,0.115368691815619,0.135129979159245,0.0789418547450635,"True","True",0.135129979159245,TRUE,"parity"
0.75,"dense_Q_0.690000",0.69,10.35,15,20.7,13.6043771344574,19.7164886006628,27.2087542689147,317.326350366286,0.0001999600079984,0.0001999600079984,0.104634782965234,0.133034824601627,0.0829170454427173,"True","True",0.133034824601627,TRUE,"parity"
0.75,"dense_Q_0.685000",0.685,10.275,15,20.55,13.505794691454,19.7164886006628,27.0115893829081,315.275089955647,0.0001999600079984,0.0001999600079984,0.100062092842394,0.131979276800277,0.0862497306477834,"True","True",0.131979276800277,TRUE,"parity"
0.75,"dense_Q_0.680000",0.68,10.2,15,20.4,13.4072122484507,19.7164886006628,26.8144244969015,314.345195415927,0.0001999600079984,0.0001999600079984,0.102663098798232,0.132137019834738,0.0878706266678847,"True","True",0.132137019834738,TRUE,"parity"
0.75,"dense_Q_0.675000",0.675,10.125,15,20.25,13.3086298054474,19.7164886006628,26.6172596108948,313.686940708067,0.0001999600079984,0.0001999600079984,0.110768729821318,0.133372022855395,0.0875468056324951,"True","True",0.133372022855395,TRUE,"parity"
0.75,"dense_Q_0.670000",0.67,10.05,15,20.1,13.2100473624441,19.7164886006628,26.4200947248882,312.253044009537,0.0001999600079984,0.0001999600079984,0.120791865646335,0.135088069779131,0.0861124993681533,"True","True",0.135088069779131,TRUE,"parity"
0.75,"koide_lepton",0.666666666666667,10,15,20,13.1443257337752,19.7164886006628,26.2886514675504,310.320098806605,0.0001999600079984,0.0001999600079984,0.12494001114294,0.135715023776346,0.0856997028504865,"True","True",0.135715023776346,TRUE,"parity"
0.75,"dense_Q_0.665000",0.665,9.975,15,19.95,13.1114649194408,19.7164886006628,26.2229298388816,309.352846695201,0.0001999600079984,0.0001999600079984,0.12360155139575,0.135411899368242,0.0864641897057104,"True","True",0.135411899368242,TRUE,"parity"
0.75,"dense_Q_0.660000",0.66,9.9,15,19.8,13.0128824764375,19.7164886006628,26.0257649528749,307.490499348633,0.0001999600079984,0.0001999600079984,0.119308303964115,0.134312239838603,0.0897949352353629,"True","True",0.134312239838603,TRUE,"parity"
0.75,"dense_Q_0.655000",0.655,9.825,15,19.65,12.9143000334342,19.7164886006628,25.8286000668683,306.86131036952,0.0001999600079984,0.0001999600079984,0.112833753707395,0.132605552578974,0.0944019150315274,"True","True",0.132605552578974,TRUE,"parity"
0.75,"low_bw_empirical",0.65,9.75,15,19.5,12.8157175904308,19.7164886006628,25.6314351808617,306.250642888069,0.0001999600079984,0.0001999600079984,0.104799021456244,0.130438425346109,0.099445317720164,"True","True",0.130438425346109,TRUE,"parity"
0.75,"dense_Q_0.645000",0.645,9.675,15,19.35,12.7171351474275,19.7164886006628,25.4342702948551,304.287967305073,0.0001999600079984,0.0001999600079984,0.100569679169253,0.129261010310355,0.100032382274651,"True","True",0.129261010310355,TRUE,"parity"
0.75,"dense_Q_0.640000",0.64,9.6,15,19.2,12.6185527044242,19.7164886006628,25.2371054088484,299.868088075936,0.0001999600079984,0.0001999600079984,0.100446082659983,0.128187390925335,0.103737316489067,"True","True",0.128187390925335,TRUE,"parity"
