"KDE_BANDWIDTH_SCALE","label","Q","n_minus","n0","n_plus","k_minus","k0","k_plus","deltaD","p_vs_model_scanmax_null","p_vs_fixed_model_null","A_minus","A0","A_plus","any_A_bound_active","success","radial_max","radial_above_0p1","mode"
1,"dense_Q_0.710000",0.71,10.65,15,21.3,13.9987069064706,19.7164886006628,27.9974138129412,403.292830179261,0.0001999600079984,0.0001999600079984,0.14142135623731,0.133350874695081,0.0801990542964423,"True","True",0.14142135623731,TRUE,"parity"
1,"dense_Q_0.705000",0.705,10.575,15,21.15,13.9001244634673,19.7164886006628,27.8002489269346,403.075515567314,0.0001999600079984,0.0001999600079984,0.14142135623731,0.135042742655517,0.0752798988521602,"True","True",0.14142135623731,TRUE,"parity"
1,"dense_Q_0.700000",0.7,10.5,15,21,13.801542020464,19.7164886006628,27.603084040928,390.983892598578,0.0001999600079984,0.0001999600079984,0.127939054197705,0.133077746504886,0.0759194010688644,"True","True",0.133077746504886,TRUE,"parity"
1,"dense_Q_0.695000",0.695,10.425,15,20.85,13.7029595774607,19.7164886006628,27.4059191549213,380.892373156604,0.0001999600079984,0.0001999600079984,0.110948131686481,0.129920280828377,0.0809189747257866,"True","True",0.129920280828377,TRUE,"parity"
1,"dense_Q_0.690000",0.69,10.35,15,20.7,13.6043771344574,19.7164886006628,27.2087542689147,375.540067805681,0.0001999600079984,0.0001999600079984,0.101154173181572,0.127779671080493,0.0864635006751427,"True","True",0.127779671080493,TRUE,"parity"
1,"dense_Q_0.685000",0.685,10.275,15,20.55,13.505794691454,19.7164886006628,27.0115893829081,374.895618802855,0.0001999600079984,0.0001999600079984,0.101627261065993,0.127080394274984,0.0909538657350557,"True","True",0.127080394274984,TRUE,"parity"
1,"dense_Q_0.680000",0.68,10.2,15,20.4,13.4072122484507,19.7164886006628,26.8144244969015,377.238928099583,0.0001999600079984,0.0001999600079984,0.111922519285438,0.128007373644977,0.0933136082742464,"True","True",0.128007373644977,TRUE,"parity"
1,"dense_Q_0.675000",0.675,10.125,15,20.25,13.3086298054474,19.7164886006628,26.6172596108948,379.387332840629,0.0001999600079984,0.0001999600079984,0.126909626038602,0.130283469053172,0.0931814073823295,"True","True",0.130283469053172,TRUE,"parity"
1,"dense_Q_0.670000",0.67,10.05,15,20.1,13.2100473624441,19.7164886006628,26.4200947248882,377.637114649365,0.0001999600079984,0.0001999600079984,0.140400672567301,0.132965712273814,0.0913161019412869,"True","True",0.140400672567301,TRUE,"parity"
1,"koide_lepton",0.666666666666667,10,15,20,13.1443257337752,19.7164886006628,26.2886514675504,373.077171046471,0.0001999600079984,0.0001999600079984,0.135954115055866,0.132621606890659,0.0909454195133382,"True","True",0.135954115055866,TRUE,"parity"
1,"dense_Q_0.665000",0.665,9.975,15,19.95,13.1114649194408,19.7164886006628,26.2229298388816,370.582337386959,0.0001999600079984,0.0001999600079984,0.130869231506762,0.131822743359571,0.0918158265429567,"True","True",0.131822743359571,TRUE,"parity"
1,"dense_Q_0.660000",0.66,9.9,15,19.8,13.0128824764375,19.7164886006628,26.0257649528749,364.153568289075,0.0001999600079984,0.0001999600079984,0.117004704616262,0.129366383634924,0.0961470509859587,"True","True",0.129366383634924,TRUE,"parity"
1,"dense_Q_0.655000",0.655,9.825,15,19.65,12.9143000334342,19.7164886006628,25.8286000668683,360.268268608604,0.0001999600079984,0.0001999600079984,0.106319801158611,0.127153566193038,0.102186914225857,"True","True",0.127153566193038,TRUE,"parity"
1,"low_bw_empirical",0.65,9.75,15,19.5,12.8157175904308,19.7164886006628,25.6314351808617,358.596213005502,0.0001999600079984,0.0001999600079984,0.100601043516824,0.125516429184241,0.108425641899796,"True","True",0.125516429184241,TRUE,"parity"
1,"dense_Q_0.645000",0.645,9.675,15,19.35,12.7171351474275,19.7164886006628,25.4342702948551,355.839759314841,0.0001999600079984,0.0001999600079984,0.100646513426022,0.126152360612001,0.100211097683495,"True","True",0.126152360612001,TRUE,"parity"
1,"dense_Q_0.640000",0.64,9.6,15,19.2,12.6185527044242,19.7164886006628,25.2371054088484,352.378396647163,0.0001999600079984,0.0001999600079984,0.105304214667766,0.125405521304695,0.108703283169614,"True","True",0.125405521304695,TRUE,"parity"
1,"dense_Q_0.635000",0.635,9.525,15,19.05,12.5199702614209,19.7164886006628,25.0399405228418,344.202004256863,0.0001999600079984,0.0001999600079984,0.105897753512235,0.124480203636661,0.113305073256541,"True","True",0.124480203636661,TRUE,"parity"
1,"quark_like",0.63026,9.4539,15,18.9078,12.4265141054538,19.7164886006628,24.8530282109075,334.307393419817,0.0001999600079984,0.0001999600079984,0.102403849712853,0.124938045558601,0.104379045982663,"True","True",0.124938045558601,TRUE,"parity"
1,"dense_Q_0.630000",0.63,9.45,15,18.9,12.4213878184176,19.7164886006628,24.8427756368352,333.715909459107,0.0001999600079984,0.0001999600079984,0.102226931694447,0.125005362568635,0.103617133394642,"True","True",0.125005362568635,TRUE,"parity"
1,"dense_Q_0.625000",0.625,9.375,15,18.75,12.3228053754143,19.7164886006628,24.6456107508285,324.608596276701,0.0001999600079984,0.0001999600079984,0.0978125975265906,0.124675248840552,0.103620195845454,"True","True",0.124675248840552,TRUE,"parity"
1,"dense_Q_0.620000",0.62,9.3,15,18.6,12.224222932411,19.7164886006628,24.4484458648219,318.150316225286,0.0001999600079984,0.0001999600079984,0.0937453621532602,0.123841860099077,0.108789707606069,"True","True",0.123841860099077,TRUE,"parity"
1,"dense_Q_0.615000",0.615,9.225,15,18.45,12.1256404894076,19.7164886006628,24.2512809788153,314.630465387654,0.0001999600079984,0.0001999600079984,0.0906339133852948,0.123997553734107,0.104697502717246,"True","True",0.123997553734107,TRUE,"parity"
1,"dense_Q_0.610000",0.61,9.15,15,18.3,12.0270580464043,19.7164886006628,24.0541160928087,314.006055181078,0.0001999600079984,0.0001999600079984,0.0874200178020661,0.123883414790948,0.103146232541465,"True","True",0.123883414790948,TRUE,"parity"
1,"dense_Q_0.605000",0.605,9.075,15,18.15,11.928475603401,19.7164886006628,23.856951206802,317.052014209178,0.0001999600079984,0.0001999600079984,0.0835570181052496,0.122285311272645,0.116317405701621,"True","True",0.122285311272645,TRUE,"parity"
1,"dense_Q_0.600000",0.6,9,15,18,11.8298931603977,19.7164886006628,23.6597863207954,319.686610056546,0.0001999600079984,0.0001999600079984,0.0818595653071778,0.123148024292303,0.108140345178952,"True","True",0.123148024292303,TRUE,"parity"
1,"dense_Q_0.595000",0.595,8.925,15,17.85,11.7313107173944,19.7164886006628,23.4626214347888,320.83315465376,0.0001999600079984,0.0001999600079984,0.0802586001145206,0.124746979259551,0.101259291941313,"True","True",0.124746979259551,TRUE,"parity"
1,"dense_Q_0.590000",0.59,8.85,15,17.7,11.6327282743911,19.7164886006628,23.2654565487821,326.713568606203,0.0001999600079984,0.0001999600079984,0.0765959304478271,0.12445735043852,0.122335982097979,"True","True",0.12445735043852,TRUE,"parity"
1,"dense_Q_0.585000",0.585,8.775,15,17.55,11.5341458313878,19.7164886006628,23.0682916627755,325.447989004736,0.0001999600079984,0.0001999600079984,0.0745164004874777,0.125752527879655,0.118320051529756,"True","True",0.125752527879655,TRUE,"parity"
1,"dense_Q_0.580000",0.58,8.7,15,17.4,11.4355633883844,19.7164886006628,22.8711267767689,317.051246923918,0.0001999600079984,0.0001999600079984,0.0740489613037849,0.127786931267289,0.10023920541513,"True","True",0.127786931267289,TRUE,"parity"
1,"dense_Q_0.575000",0.575,8.625,15,17.25,11.3369809453811,19.7164886006628,22.6739618907623,313.922662551799,0.0001999600079984,0.0001999600079984,0.0712363292881923,0.1291208483687,0.111736450279435,"True","True",0.1291208483687,TRUE,"parity"
1,"dense_Q_0.570000",0.57,8.55,15,17.1,11.2383985023778,19.7164886006628,22.4767970047556,306.936121216432,0.0001999600079984,0.0001999600079984,0.069263415607042,0.130793203711163,0.120682556847843,"True","True",0.130793203711163,TRUE,"parity"
1,"dense_Q_0.565000",0.565,8.475,15,16.95,11.1398160593745,19.7164886006628,22.279632118749,298.170894988818,0.0001999600079984,0.0001999600079984,0.070467143472722,0.132804841704791,0.101797785281072,"True","True",0.132804841704791,TRUE,"parity"
1,"dense_Q_0.560000",0.56,8.4,15,16.8,11.0412336163712,19.7164886006628,22.0824672327424,297.201253409603,0.0001999600079984,0.0001999600079984,0.0703801103475967,0.137181815391382,0.108294929537184,"True","True",0.137181815391382,TRUE,"parity"
1,"dense_Q_0.555000",0.555,8.325,15,16.65,10.9426511733679,19.7164886006628,21.8853023467357,302.157973866984,0.0001999600079984,0.0001999600079984,0.0707147561493775,0.14142135623731,0.119684072395578,"True","True",0.14142135623731,TRUE,"parity"
1,"dense_Q_0.550000",0.55,8.25,15,16.5,10.8440687303646,19.7164886006628,21.6881374607291,308.334118373479,0.0001999600079984,0.0001999600079984,0.0739309453238706,0.14142135623731,0.10218885020726,"True","True",0.14142135623731,TRUE,"parity"
1,"spin1_Qhalf",0.5,7.5,15,15,9.85824430033141,19.7164886006628,19.7164886006628,232.218935576205,0.0001999600079984,0.0001999600079984,0.112514599530738,0.0688288728138036,0.0688289309376692,"True","True",0.112514599530738,TRUE,"parity"
1,"spin32_Q4over9",0.444444444444444,6.66666666666667,15,13.3333333333333,8.76288382251681,19.7164886006628,17.5257676450336,457.441652956014,0.0001999600079984,0.0001999600079984,0.100541847256869,0.114920812209403,0.100301531060263,"True","True",0.114920812209403,TRUE,"parity"
1,"neutrino_like_Qthird",0.333333333333333,5,15,10,6.57216286688761,19.7164886006628,13.1443257337752,396.332011927325,0.0001999600079984,0.0001999600079984,0.108133892288717,0.14142135623731,0.14142135623731,"True","True",0.14142135623731,TRUE,"parity"
1.25,"threshold_Q1",1,15,15,30,19.7164886006628,19.7164886006628,39.4329772013257,178.419464950355,0.0001999600079984,0.0001999600079984,0.0770680629076858,0.0770680629076858,0.02558395127746,"True","True",0.0770680629076858,FALSE,"parity"
1.25,"near_075",0.75,11.25,15,22.5,14.7873664504971,19.7164886006628,29.5747329009942,428.077202290702,0.0001999600079984,0.0001999600079984,0.13161973133699,0.131858052283161,0.0739251962438966,"True","True",0.131858052283161,TRUE,"parity"
1.25,"dense_Q_0.745000",0.745,11.175,15,22.35,14.6887840074938,19.7164886006628,29.3775680149876,441.954028511806,0.0001999600079984,0.0001999600079984,0.14142135623731,0.134626392489165,0.0677271040563898,"True","True",0.14142135623731,TRUE,"parity"
1.25,"dense_Q_0.740000",0.74,11.1,15,22.2,14.5902015644905,19.7164886006628,29.180403128981,436.450210286476,0.0001999600079984,0.0001999600079984,0.14142135623731,0.137236065849574,0.0602645833382783,"True","True",0.14142135623731,TRUE,"parity"
1.25,"dense_Q_0.735000",0.735,11.025,15,22.05,14.4916191214872,19.7164886006628,28.9832382429744,416.021956053455,0.0001999600079984,0.0001999600079984,0.126218894041931,0.135830588269762,0.0590022293629111,"True","True",0.135830588269762,TRUE,"parity"
1.25,"dense_Q_0.730000",0.73,10.95,15,21.9,14.3930366784839,19.7164886006628,28.7860733569677,401.473913149032,0.0001999600079984,0.0001999600079984,0.106326906866971,0.132089069830388,0.0642745847916906,"True","True",0.132089069830388,TRUE,"parity"
1.25,"dense_Q_0.725000",0.725,10.875,15,21.75,14.2944542354806,19.7164886006628,28.5889084709611,397.96680428359,0.0001999600079984,0.0001999600079984,0.100217210328164,0.129164661030499,0.0710256873055062,"True","True",0.129164661030499,TRUE,"parity"
1.25,"dense_Q_0.720000",0.72,10.8,15,21.6,14.1958717924772,19.7164886006628,28.3917435849545,405.824593558556,0.0001999600079984,0.0001999600079984,0.111924116018064,0.127740978070449,0.0773324404476596,"True","True",0.127740978070449,TRUE,"parity"
1.25,"dense_Q_0.715000",0.715,10.725,15,21.45,14.0972893494739,19.7164886006628,28.1945786989478,421.414966834357,0.0001999600079984,0.0001999600079984,0.136116129052082,0.128276796061834,0.0818243927898946,"True","True",0.136116129052082,TRUE,"parity"
1.25,"dense_Q_0.710000",0.71,10.65,15,21.3,13.9987069064706,19.7164886006628,27.9974138129412,431.518889123683,0.0001999600079984,0.0001999600079984,0.14142135623731,0.130497812126199,0.078526586780759,"True","True",0.14142135623731,TRUE,"parity"
1.25,"dense_Q_0.705000",0.705,10.575,15,21.15,13.9001244634673,19.7164886006628,27.8002489269346,422.964780592229,0.0001999600079984,0.0001999600079984,0.140626885505475,0.131891906096997,0.0742732141341233,"True","True",0.140626885505475,TRUE,"parity"
1.25,"dense_Q_0.700000",0.7,10.5,15,21,13.801542020464,19.7164886006628,27.603084040928,408.193594753432,0.0001999600079984,0.0001999600079984,0.119474671494454,0.128531021169932,0.0778467582671368,"True","True",0.128531021169932,TRUE,"parity"
1.25,"dense_Q_0.695000",0.695,10.425,15,20.85,13.7029595774607,19.7164886006628,27.4059191549213,398.850909217209,0.0001999600079984,0.0001999600079984,0.104667333981125,0.125716297515914,0.0836161758905467,"True","True",0.125716297515914,TRUE,"parity"
1.25,"dense_Q_0.690000",0.69,10.35,15,20.7,13.6043771344574,19.7164886006628,27.2087542689147,396.078350853494,0.0001999600079984,0.0001999600079984,0.100088711633768,0.12406875124521,0.0896161130240099,"True","True",0.12406875124521,TRUE,"parity"
1.25,"dense_Q_0.685000",0.685,10.275,15,20.55,13.505794691454,19.7164886006628,27.0115893829081,398.552473429258,0.0001999600079984,0.0001999600079984,0.10734684002413,0.123935796730447,0.0943019369502462,"True","True",0.123935796730447,TRUE,"parity"
1.25,"dense_Q_0.680000",0.68,10.2,15,20.4,13.4072122484507,19.7164886006628,26.8144244969015,402.746565608365,0.0001999600079984,0.0001999600079984,0.122778626091504,0.125409227464073,0.0966088376256612,"True","True",0.125409227464073,TRUE,"parity"
1.25,"dense_Q_0.675000",0.675,10.125,15,20.25,13.3086298054474,19.7164886006628,26.6172596108948,403.647382157699,0.0001999600079984,0.0001999600079984,0.139538213040126,0.128069368752449,0.0960994098739731,"True","True",0.139538213040126,TRUE,"parity"
1.25,"dense_Q_0.670000",0.67,10.05,15,20.1,13.2100473624441,19.7164886006628,26.4200947248882,395.759049384244,0.0001999600079984,0.0001999600079984,0.137461811480924,0.129165311984897,0.0932625010176706,"True","True",0.137461811480924,TRUE,"parity"
1.25,"koide_lepton",0.666666666666667,10,15,20,13.1443257337752,19.7164886006628,26.2886514675504,388.399396352196,0.0001999600079984,0.0001999600079984,0.126370330749917,0.127771016614035,0.0945558276059156,"True","True",0.127771016614035,TRUE,"parity"
1.25,"dense_Q_0.665000",0.665,9.975,15,19.95,13.1114649194408,19.7164886006628,26.2229298388816,385.110845217034,0.0001999600079984,0.0001999600079984,0.121299503967392,0.127048723451756,0.0956927051454458,"True","True",0.127048723451756,TRUE,"parity"
1.25,"dense_Q_0.660000",0.66,9.9,15,19.8,13.0128824764375,19.7164886006628,26.0257649528749,377.750734440159,0.0001999600079984,0.0001999600079984,0.108683520855243,0.125044816929189,0.100308424010491,"True","True",0.125044816929189,TRUE,"parity"
1.25,"dense_Q_0.655000",0.655,9.825,15,19.65,12.9143000334342,19.7164886006628,25.8286000668683,374.603208219412,0.0001999600079984,0.0001999600079984,0.101284615011571,0.123386199381467,0.107217985645464,"True","True",0.123386199381467,TRUE,"parity"
1.25,"low_bw_empirical",0.65,9.75,15,19.5,12.8157175904308,19.7164886006628,25.6314351808617,374.323237921472,0.0001999600079984,0.0001999600079984,0.1004662132525,0.122437273181083,0.113782568121341,"True","True",0.122437273181083,TRUE,"parity"
1.25,"dense_Q_0.645000",0.645,9.675,15,19.35,12.7171351474275,19.7164886006628,25.4342702948551,371.123205769916,0.0001999600079984,0.0001999600079984,0.104479067548195,0.124098877872912,0.100565065845703,"True","True",0.124098877872912,TRUE,"parity"
1.25,"dense_Q_0.640000",0.64,9.6,15,19.2,12.6185527044242,19.7164886006628,25.2371054088484,366.940951177532,0.0001999600079984,0.0001999600079984,0.107079365720122,0.123350222194651,0.108299627849045,"True","True",0.123350222194651,TRUE,"parity"
1.25,"dense_Q_0.635000",0.635,9.525,15,19.05,12.5199702614209,19.7164886006628,25.0399405228418,359.374927962777,0.0001999600079984,0.0001999600079984,0.101346928142992,0.12101574116468,0.120460906701242,"True","True",0.12101574116468,TRUE,"parity"
1.25,"quark_like",0.63026,9.4539,15,18.9078,12.4265141054538,19.7164886006628,24.8530282109075,348.314493462569,0.0001999600079984,0.0001999600079984,0.0969116955126617,0.122066151420066,0.105650848243169,"True","True",0.122066151420066,TRUE,"parity"
1.25,"dense_Q_0.630000",0.63,9.45,15,18.9,12.4213878184176,19.7164886006628,24.8427756368352,347.625973714762,0.0001999600079984,0.0001999600079984,0.096642542899014,0.122142588029137,0.104738777982004,"True","True",0.122142588029137,TRUE,"parity"
1.25,"dense_Q_0.625000",0.625,9.375,15,18.75,12.3228053754143,19.7164886006628,24.6456107508285,338.203311735254,0.0001999600079984,0.0001999600079984,0.090624732693209,0.121919127944268,0.103525284938945,"True","True",0.121919127944268,TRUE,"parity"
1.25,"dense_Q_0.620000",0.62,9.3,15,18.6,12.224222932411,19.7164886006628,24.4484458648219,332.894143686093,0.0001999600079984,0.0001999600079984,0.0851653985130975,0.120133479728507,0.117404084838017,"True","True",0.120133479728507,TRUE,"parity"
1.25,"dense_Q_0.615000",0.615,9.225,15,18.45,12.1256404894076,19.7164886006628,24.2512809788153,328.504921302126,0.0001999600079984,0.0001999600079984,0.081238726487888,0.1208714675414,0.106287378255165,"True","True",0.1208714675414,TRUE,"parity"
1.25,"dense_Q_0.610000",0.61,9.15,15,18.3,12.0270580464043,19.7164886006628,24.0541160928087,327.518789878686,0.0001999600079984,0.0001999600079984,0.0766066231886888,0.120908292537451,0.102979214582495,"True","True",0.120908292537451,TRUE,"parity"
1.25,"dense_Q_0.605000",0.605,9.075,15,18.15,11.928475603401,19.7164886006628,23.856951206802,333.800176689655,0.0001999600079984,0.0001999600079984,0.0714305337136472,0.118365180190762,0.126256688281017,"True","True",0.126256688281017,TRUE,"parity"
1.25,"dense_Q_0.600000",0.6,9,15,18,11.8298931603977,19.7164886006628,23.6597863207954,335.746205767424,0.0001999600079984,0.0001999600079984,0.0694059067451919,0.119719492916843,0.110641572784884,"True","True",0.119719492916843,TRUE,"parity"
1.25,"dense_Q_0.595000",0.595,8.925,15,17.85,11.7313107173944,19.7164886006628,23.4626214347888,336.260917335107,0.0001999600079984,0.0001999600079984,0.0669711291266717,0.121579984738713,0.101076824257896,"True","True",0.121579984738713,TRUE,"parity"
1.25,"dense_Q_0.590000",0.59,8.85,15,17.7,11.6327282743911,19.7164886006628,23.2654565487821,347.109892899115,0.0001999600079984,0.0001999600079984,0.0629971976011858,0.121370154683798,0.124896951469762,"True","True",0.124896951469762,TRUE,"parity"
1.25,"dense_Q_0.585000",0.585,8.775,15,17.55,11.5341458313878,19.7164886006628,23.0682916627755,347.107722562756,0.0001999600079984,0.0001999600079984,0.0611179774988735,0.122111417422276,0.12255021297499,"True","True",0.12255021297499,TRUE,"parity"
1.25,"dense_Q_0.580000",0.58,8.7,15,17.4,11.4355633883844,19.7164886006628,22.8711267767689,336.37047258071,0.0001999600079984,0.0001999600079984,0.0604771149112732,0.124490604935694,0.10040507664958,"True","True",0.124490604935694,TRUE,"parity"
1.25,"dense_Q_0.575000",0.575,8.625,15,17.25,11.3369809453811,19.7164886006628,22.6739618907623,336.78696593684,0.0001999600079984,0.0001999600079984,0.0584936192174476,0.126111166212949,0.113582329103944,"True","True",0.126111166212949,TRUE,"parity"
1.25,"dense_Q_0.570000",0.57,8.55,15,17.1,11.2383985023778,19.7164886006628,22.4767970047556,334.067456778844,0.0001999600079984,0.0001999600079984,0.057014401716478,0.127594622719375,0.130406365953009,"True","True",0.130406365953009,TRUE,"parity"
1.25,"dense_Q_0.565000",0.565,8.475,15,16.95,11.1398160593745,19.7164886006628,22.279632118749,322.128644602672,0.0001999600079984,0.0001999600079984,0.0586876766827307,0.129610875621388,0.102401884530306,"True","True",0.129610875621388,TRUE,"parity"
1.25,"dense_Q_0.560000",0.56,8.4,15,16.8,11.0412336163712,19.7164886006628,22.0824672327424,323.626064235461,0.0001999600079984,0.0001999600079984,0.0595117222246435,0.134442354421036,0.109694462435183,"True","True",0.134442354421036,TRUE,"parity"
1.25,"dense_Q_0.555000",0.555,8.325,15,16.65,10.9426511733679,19.7164886006628,21.8853023467357,333.204081882786,0.0001999600079984,0.0001999600079984,0.0604269676062865,0.14142135623731,0.131400906787787,"True","True",0.14142135623731,TRUE,"parity"
1.25,"dense_Q_0.550000",0.55,8.25,15,16.5,10.8440687303646,19.7164886006628,21.6881374607291,335.578063579308,0.0001999600079984,0.0001999600079984,0.0642886925630659,0.14142135623731,0.103236405356748,"True","True",0.14142135623731,TRUE,"parity"
1.25,"spin1_Qhalf",0.5,7.5,15,15,9.85824430033141,19.7164886006628,19.7164886006628,253.063743616697,0.0001999600079984,0.0001999600079984,0.111114345047564,0.0741042302028454,0.0741042302028454,"True","True",0.111114345047564,TRUE,"parity"
1.25,"spin32_Q4over9",0.444444444444444,6.66666666666667,15,13.3333333333333,8.76288382251681,19.7164886006628,17.5257676450336,501.61246231763,0.0001999600079984,0.0001999600079984,0.100278868342195,0.113067290044827,0.100004455846024,"True","True",0.113067290044827,TRUE,"parity"
1.25,"neutrino_like_Qthird",0.333333333333333,5,15,10,6.57216286688761,19.7164886006628,13.1443257337752,420.936616390435,0.0001999600079984,0.0001999600079984,0.101406300505002,0.140767124878824,0.14142135623731,"True","True",0.14142135623731,TRUE,"parity"
1.5,"threshold_Q1",1,15,15,30,19.7164886006628,19.7164886006628,39.4329772013257,199.248483413729,0.0001999600079984,0.0001999600079984,0.0815254583971297,0.0815254583971297,0.0261281741857951,"True","True",0.0815254583971297,FALSE,"parity"
1.5,"near_075",0.75,11.25,15,22.5,14.7873664504971,19.7164886006628,29.5747329009942,445.385496084449,0.0001999600079984,0.0001999600079984,0.138763120354887,0.129892380883644,0.0742041109062079,"True","True",0.138763120354887,TRUE,"parity"
1.5,"dense_Q_0.745000",0.745,11.175,15,22.35,14.6887840074938,19.7164886006628,29.3775680149876,454.847549272101,0.0001999600079984,0.0001999600079984,0.14142135623731,0.132885889817309,0.0662759652917298,"True","True",0.14142135623731,TRUE,"parity"
1.5,"dense_Q_0.740000",0.74,11.1,15,22.2,14.5902015644905,19.7164886006628,29.180403128981,442.892050963506,0.0001999600079984,0.0001999600079984,0.14142135623731,0.135368897068719,0.058768211676178,"True","True",0.14142135623731,TRUE,"parity"
1.5,"dense_Q_0.735000",0.735,11.025,15,22.05,14.4916191214872,19.7164886006628,28.9832382429744,421.34239994371,0.0001999600079984,0.0001999600079984,0.119081942395908,0.132579800265222,0.0591130284240707,"True","True",0.132579800265222,TRUE,"parity"
1.5,"dense_Q_0.730000",0.73,10.95,15,21.9,14.3930366784839,19.7164886006628,28.7860733569677,409.600824962343,0.0001999600079984,0.0001999600079984,0.102480090425323,0.129200200140872,0.0646143754864787,"True","True",0.129200200140872,TRUE,"parity"
1.5,"dense_Q_0.725000",0.725,10.875,15,21.75,14.2944542354806,19.7164886006628,28.5889084709611,410.209313236847,0.0001999600079984,0.0001999600079984,0.102233288211011,0.126726511808184,0.0716204967004693,"True","True",0.126726511808184,TRUE,"parity"
1.5,"dense_Q_0.720000",0.72,10.8,15,21.6,14.1958717924772,19.7164886006628,28.3917435849545,421.996972802653,0.0001999600079984,0.0001999600079984,0.119363931429787,0.12576225348411,0.0781713548651473,"True","True",0.12576225348411,TRUE,"parity"
1.5,"dense_Q_0.715000",0.715,10.725,15,21.45,14.0972893494739,19.7164886006628,28.1945786989478,439.127788348196,0.0001999600079984,0.0001999600079984,0.14142135623731,0.126817331786786,0.0815810063599376,"True","True",0.14142135623731,TRUE,"parity"
1.5,"dense_Q_0.710000",0.71,10.65,15,21.3,13.9987069064706,19.7164886006628,27.9974138129412,442.301279221998,0.0001999600079984,0.0001999600079984,0.14142135623731,0.129031497701028,0.077267535330701,"True","True",0.14142135623731,TRUE,"parity"
1.5,"dense_Q_0.705000",0.705,10.575,15,21.15,13.9001244634673,19.7164886006628,27.8002489269346,427.739846329046,0.0001999600079984,0.0001999600079984,0.131552407699548,0.128633201499989,0.0755272985048817,"True","True",0.131552407699548,TRUE,"parity"
1.5,"dense_Q_0.700000",0.7,10.5,15,21,13.801542020464,19.7164886006628,27.603084040928,413.77581951265,0.0001999600079984,0.0001999600079984,0.111928334937421,0.12554541642257,0.07973372530772,"True","True",0.12554541642257,TRUE,"parity"
1.5,"dense_Q_0.695000",0.695,10.425,15,20.85,13.7029595774607,19.7164886006628,27.4059191549213,406.90603932647,0.0001999600079984,0.0001999600079984,0.101041920977249,0.123139568319761,0.0859396719301648,"True","True",0.123139568319761,TRUE,"parity"
1.5,"dense_Q_0.690000",0.69,10.35,15,20.7,13.6043771344574,19.7164886006628,27.2087542689147,407.173519150145,0.0001999600079984,0.0001999600079984,0.102262103273497,0.121967544759731,0.0922043264983282,"True","True",0.121967544759731,TRUE,"parity"
1.5,"dense_Q_0.685000",0.685,10.275,15,20.55,13.505794691454,19.7164886006628,27.0115893829081,411.762698583071,0.0001999600079984,0.0001999600079984,0.114600029106647,0.12231274697553,0.0969969085086682,"True","True",0.12231274697553,TRUE,"parity"
1.5,"dense_Q_0.680000",0.68,10.2,15,20.4,13.4072122484507,19.7164886006628,26.8144244969015,415.500846810475,0.0001999600079984,0.0001999600079984,0.132257340606897,0.124151812429911,0.0991478888611843,"True","True",0.132257340606897,TRUE,"parity"
1.5,"dense_Q_0.675000",0.675,10.125,15,20.25,13.3086298054474,19.7164886006628,26.6172596108948,411.724329835955,0.0001999600079984,0.0001999600079984,0.14142135623731,0.126674234694457,0.0969087490010735,"True","True",0.14142135623731,TRUE,"parity"
1.5,"dense_Q_0.670000",0.67,10.05,15,20.1,13.2100473624441,19.7164886006628,26.4200947248882,398.755529325396,0.0001999600079984,0.0001999600079984,0.127011477909953,0.125777054479845,0.0963014164626524,"True","True",0.127011477909953,TRUE,"parity"
1.5,"koide_lepton",0.666666666666667,10,15,20,13.1443257337752,19.7164886006628,26.2886514675504,390.993680126413,0.0001999600079984,0.0001999600079984,0.116685958209488,0.12457810258247,0.0979511622384961,"True","True",0.12457810258247,TRUE,"parity"
1.5,"dense_Q_0.665000",0.665,9.975,15,19.95,13.1114649194408,19.7164886006628,26.2229298388816,387.790702780794,0.0001999600079984,0.0001999600079984,0.112269896364791,0.123987280878884,0.0992367082207376,"True","True",0.123987280878884,TRUE,"parity"
1.5,"dense_Q_0.660000",0.66,9.9,15,19.8,13.0128824764375,19.7164886006628,26.0257649528749,381.356752875306,0.0001999600079984,0.0001999600079984,0.102956181031875,0.122942431948827,0.100114283823058,"True","True",0.122942431948827,TRUE,"parity"
1.5,"dense_Q_0.655000",0.655,9.825,15,19.65,12.9143000334342,19.7164886006628,25.8286000668683,379.879388932579,0.0001999600079984,0.0001999600079984,0.100039343670819,0.121425671385307,0.111266297109723,"True","True",0.121425671385307,TRUE,"parity"
1.5,"low_bw_empirical",0.65,9.75,15,19.5,12.8157175904308,19.7164886006628,25.6314351808617,380.442556003934,0.0001999600079984,0.0001999600079984,0.103706800682515,0.121054224996538,0.117848468360678,"True","True",0.121054224996538,TRUE,"parity"
1.5,"dense_Q_0.645000",0.645,9.675,15,19.35,12.7171351474275,19.7164886006628,25.4342702948551,375.373126746204,0.0001999600079984,0.0001999600079984,0.107628664212124,0.123123516299876,0.101117437366737,"True","True",0.123123516299876,TRUE,"parity"
1.5,"dense_Q_0.640000",0.64,9.6,15,19.2,12.6185527044242,19.7164886006628,25.2371054088484,370.935368615405,0.0001999600079984,0.0001999600079984,0.099647181880457,0.12145703387713,0.108047211785774,"True","True",0.12145703387713,TRUE,"parity"
