"k1","k2","k3","n1","n2","n3","delta1","delta2","delta3","Q_low","Q_high","Q_mean","koide_error","integer_error_10_15_20","score"
10.4,16.98,27.24,7.91215936872023,12.9181217385451,20.7237712696095,17.8015708897619,58.1171593650888,30.8945205106556,0.612485276796231,0.802120141342756,0.707302709069494,0.145887856965953,3.03597438194943,6.5858611688665
11.66,15.64,16.98,8.87074790762287,11.8986704352677,12.9181217385451,47.1420538068942,79.3210146466172,58.1171593650888,0.745524296675192,0.542838874680307,0.644181585677749,0.146805476324212,7.81322309084333,9.28923908172463
16.98,27.24,28.66,12.9181217385451,20.7237712696095,21.8040853372617,58.1171593650888,30.8945205106556,32.5337236833493,0.623348017621145,0.526064610866373,0.574706314243759,0.147123905094984,6.67320881824478,6.38395556419581
15.64,27.24,30.02,11.8986704352677,20.7237712696095,22.8387523316328,79.3210146466172,30.8945205106556,20.9014761696708,0.574155653450808,0.551027900146843,0.562591776798825,0.148089877737984,6.66520980681913,6.86273556668472
7.76,12.98,20.74,5.90368814435279,9.87498351980659,15.7786716641594,352.89104269028,82.2560373513843,20.0348262717471,0.597842835130971,0.798921417565485,0.698382126348228,0.149090707029521,7.80161378561775,22.7215895076591
10.4,12.98,15.64,7.91215936872023,9.87498351980659,11.8986704352677,17.8015708897619,82.2560373513843,79.3210146466172,0.801232665639445,0.602465331278891,0.701848998459168,0.149096678518053,9.81103527362336,8.32749449549262
20.74,27.24,30.02,15.7786716641594,20.7237712696095,22.8387523316328,20.0348262717471,30.8945205106556,20.9014761696708,0.761380323054332,0.551027900146843,0.656204111600587,0.1494757539822,8.61470362515837,3.47483713235501
11.66,14.32,18.28,8.87074790762287,10.894434823084,13.9071416596352,47.1420538068942,90.5509916249448,23.5962864056,0.814245810055866,0.638268156424581,0.726256983240224,0.150286655919478,7.43328988172778,8.12685376422211
16.98,20.74,27.24,12.9181217385451,15.7786716641594,20.7237712696095,58.1171593650888,20.0348262717471,30.8945205106556,0.81870781099325,0.656702025072324,0.737704918032787,0.152367331309046,3.10573805918121,6.50757654750859
10.4,18.28,28.66,7.91215936872023,13.9071416596352,21.8040853372617,17.8015708897619,23.5962864056,32.5337236833493,0.568927789934354,0.783916849015317,0.676422319474836,0.152644991027174,2.96785137057946,4.433874026201
14.32,18.28,20.74,10.894434823084,13.9071416596352,15.7786716641594,90.5509916249448,23.5962864056,20.0348262717471,0.783369803063457,0.567286652078775,0.675328227571116,0.153284080531337,4.4512881196145,7.52362314065593
20.74,28.66,30.02,15.7786716641594,21.8040853372617,22.8387523316328,20.0348262717471,32.5337236833493,20.9014761696708,0.723656664340544,0.523726448011165,0.623691556175855,0.15388231199248,9.3673442489987,3.40664491341263
16.98,20.74,28.66,12.9181217385451,15.7786716641594,21.8040853372617,58.1171593650888,20.0348262717471,32.5337236833493,0.81870781099325,0.690935390549662,0.754821600771456,0.153965842078839,3.51802330089742,6.44047451843507
11.66,18.28,30.02,8.87074790762287,13.9071416596352,22.8387523316328,47.1420538068942,23.5962864056,20.9014761696708,0.637855579868709,0.821115973741794,0.729485776805252,0.157113548678866,3.24469789666062,5.32262332275121
11.66,14.32,20.74,8.87074790762287,10.894434823084,15.7786716641594,47.1420538068942,90.5509916249448,20.0348262717471,0.814245810055866,0.724162011173184,0.769203910614525,0.158383453060643,5.99587263282121,8.14051462427149
12.98,18.28,30.02,9.87498351980659,13.9071416596352,22.8387523316328,82.2560373513843,23.5962864056,20.9014761696708,0.710065645514223,0.821115973741794,0.765590809628009,0.160430856823112,3.04441838004826,7.32019650597095
16.98,28.66,30.02,12.9181217385451,21.8040853372617,22.8387523316328,58.1171593650888,32.5337236833493,20.9014761696708,0.592463363572924,0.523726448011165,0.558094905792045,0.161052899071406,7.92903061906437,5.30551396166167
12.98,16.98,18.28,9.87498351980659,12.9181217385451,13.9071416596352,82.2560373513843,58.1171593650888,23.5962864056,0.764428739693757,0.538280329799764,0.651354534746761,0.161370611998145,6.43993547883762,8.22613556149887
16.98,20.74,30.02,12.9181217385451,15.7786716641594,22.8387523316328,58.1171593650888,20.0348262717471,20.9014761696708,0.81870781099325,0.723722275795564,0.771215043394407,0.162394125821122,4.14490999201252,5.4162375028955
12.98,15.64,20.74,9.87498351980659,11.8986704352677,15.7786716641594,82.2560373513843,79.3210146466172,20.0348262717471,0.829923273657289,0.66304347826087,0.746483375959079,0.163296807134476,5.23960753381142,9.47031331825551
11.66,14.32,16.98,8.87074790762287,10.894434823084,12.9181217385451,47.1420538068942,90.5509916249448,58.1171593650888,0.814245810055866,0.592877094972067,0.703561452513967,0.164998498339719,8.26340580028055,9.07686794507591
14.32,18.28,28.66,10.894434823084,13.9071416596352,21.8040853372617,90.5509916249448,23.5962864056,32.5337236833493,0.783369803063457,0.783916849015317,0.783643326039387,0.165430430410006,2.29108640364631,8.56501533925168
10.4,20.74,27.24,7.91215936872023,15.7786716641594,20.7237712696095,17.8015708897619,20.0348262717471,30.8945205106556,0.501446480231437,0.656702025072324,0.57907425265188,0.165520403841326,2.34291547284567,4.0026818193211
10.4,20.74,28.66,7.91215936872023,15.7786716641594,21.8040853372617,17.8015708897619,20.0348262717471,32.5337236833493,0.501446480231437,0.690935390549662,0.59619093539055,0.166993056635901,2.86707725154209,3.9813843359431
12.98,16.98,27.24,9.87498351980659,12.9181217385451,20.7237712696095,82.2560373513843,58.1171593650888,30.8945205106556,0.764428739693757,0.802120141342756,0.783274440518257,0.167048097039087,2.20764378162566,9.96649950416746
15.64,27.24,28.66,11.8986704352677,20.7237712696095,21.8040853372617,79.3210146466172,30.8945205106556,32.5337236833493,0.574155653450808,0.526064610866373,0.55011013215859,0.168306938839413,6.29453976655084,7.01680020800029
7.76,10.4,16.98,5.90368814435279,7.91215936872023,12.9181217385451,352.89104269028,17.8015708897619,58.1171593650888,0.746153846153846,0.816346153846154,0.78125,0.169476135739346,10.8245210214218,17.9952140832993
20.74,27.24,28.66,15.7786716641594,20.7237712696095,21.8040853372617,20.0348262717471,30.8945205106556,32.5337236833493,0.761380323054332,0.526064610866373,0.643722466960352,0.1695276225327,8.33122605941578,3.80016863707489
7.76,15.64,20.74,5.90368814435279,11.8986704352677,15.7786716641594,352.89104269028,79.3210146466172,20.0348262717471,0.49616368286445,0.66304347826087,0.57960358056266,0.170541475834129,6.64963373478339,21.7658318150046
7.76,14.32,15.64,5.90368814435279,10.894434823084,11.8986704352677,352.89104269028,90.5509916249448,79.3210146466172,0.541899441340782,0.54608938547486,0.543994413407821,0.173510060962262,9.96328143520127,22.2587659999051
10.4,20.74,30.02,7.91215936872023,15.7786716641594,22.8387523316328,17.8015708897619,20.0348262717471,20.9014761696708,0.501446480231437,0.723722275795564,0.612584378013501,0.174794314949776,3.6088672547682,3.12166102703024
10.4,12.98,14.32,7.91215936872023,9.87498351980659,10.894434823084,17.8015708897619,82.2560373513843,90.5509916249448,0.801232665639445,0.551617873651772,0.676425269645609,0.177043025430899,10.6553362037498,7.85375886948907
11.66,16.98,28.66,8.87074790762287,12.9181217385451,21.8040853372617,47.1420538068942,58.1171593650888,32.5337236833493,0.686690223792697,0.843934040047114,0.765312131919906,0.178394687435424,2.97727245776719,7.40322487617411
14.32,27.24,30.02,10.894434823084,20.7237712696095,22.8387523316328,90.5509916249448,30.8945205106556,20.9014761696708,0.525697503671072,0.551027900146843,0.538362701908957,0.182331097835517,6.45136311176975,6.61668021928284
10.4,18.28,30.02,7.91215936872023,13.9071416596352,22.8387523316328,17.8015708897619,23.5962864056,20.9014761696708,0.568927789934354,0.821115973741794,0.695021881838074,0.182777122422039,3.68943527576761,3.19887958028074
12.98,15.64,18.28,9.87498351980659,11.8986704352677,13.9071416596352,82.2560373513843,79.3210146466172,23.5962864056,0.829923273657289,0.584398976982097,0.707161125319693,0.182813272199059,6.83789418937992,8.47885941275211
14.32,16.98,20.74,10.894434823084,12.9181217385451,15.7786716641594,90.5509916249448,58.1171593650888,20.0348262717471,0.843345111896349,0.610718492343934,0.727031802120141,0.185325311867604,4.79101697630415,8.23236066096912
10.4,16.98,28.66,7.91215936872023,12.9181217385451,21.8040853372617,17.8015708897619,58.1171593650888,32.5337236833493,0.612485276796231,0.843934040047114,0.728209658421673,0.185362738093434,3.4565907338393,5.56319107027878
