"k","n_eff","delta_chi2","amp","phase"
12.02,9.14463034730934,18.9782845261652,1.91397509696017,-2.34057092852195
12.04,9.15984603840303,16.7017851743949,1.79573675822833,-2.31942765106972
12.06,9.17506172949673,14.4982087632015,1.67313762150715,-2.29472745880683
12.08,9.19027742059042,12.3929294241771,1.54678109152591,-2.26545372513422
12.1,9.20549311168411,10.4107654890213,1.41741354747625,-2.23019545177687
12.12,9.22070880277781,8.575684463789,1.2859876759975,-2.18695139228706
12.14,9.2359244938715,6.91051541731758,1.15376996388775,-2.13282060669199
12.16,9.25114018496519,5.43667371305128,1.02252790882621,-2.06351617657494
12.18,9.26635587605888,4.17390277973027,0.894861665033199,-1.97263772876998
12.2,9.28157156715258,3.14003724326176,0.7747863518723,-1.85077042216548
12.22,9.29678725824627,2.35079124183903,0.668673061085432,-1.68517109033043
12.24,9.31200294933996,1.81957513687121,0.586332799564805,-1.46306977906717
12.26,9.32721864043365,1.55734313645917,0.540631237760221,-1.18458348512525
12.28,9.34243433152735,1.57247359262874,0.542287122919824,-0.880795361411224
12.3,9.35765002262104,1.8706829472776,0.591677974471487,-0.602939226091093
12.32,9.37286571371473,2.45497351486483,0.678729877501128,-0.381921232805372
12.34,9.38808140480842,3.32561453177914,0.790998702256807,-0.217735394445619
12.36,9.40329709590212,4.48015520030458,0.918912807451035,-0.0975846712947079
12.38,9.41851278699581,5.91346783378867,1.05623822972362,-0.0087341879173173
12.4,9.4337284780895,7.61781868878279,1.19904810773016,0.0582205006118807
12.42,9.4489441691832,9.5829636648632,1.34480779765787,0.109675178355728
12.44,9.46415986027689,11.7962657731314,1.4918036045144,0.149917924390973
12.46,9.47937555137058,14.242831124162,1.63881502096133,0.18185518704092
12.48,9.49459124246427,16.9056601639968,1.78492807962535,0.207496856809596
12.5,9.50980693355797,19.7658109859785,1.9294268487,0.228264851244083
12.52,9.52502262465166,22.8025717557266,2.07172832930915,0.245188385785272
12.54,9.54023831574535,25.9936395907898,2.2113419544048,0.259028940732116
12.56,9.55545400683905,29.3153036174062,2.34784340528952,0.27036165831512
12.58,9.57066969793274,32.7426303630145,2.48085699899662,0.279629409510852
12.6,9.58588538902643,36.249650112617,2.61004335770327,0.287179415692302
12.62,9.60110108012012,39.8095433365252,2.73509043527951,0.293288517977858
12.64,9.61631677121382,43.3948267634314,2.85570675287122,0.298180913877143
12.66,9.63153246230751,46.977539104244,2.97161614913984,0.302040800651799
12.68,9.6467481534012,50.5294268083107,3.08255362189287,0.305021513080184
12.7,9.66196384449489,54.0221305367249,3.188262002866,0.307252208349202
12.72,9.67717953558859,57.4273732521833,3.288489309118,0.30884280872548
12.74,9.69239522668228,60.7171509400432,3.38298667739212,0.309887690041141
12.76,9.70761091777597,63.8639269829127,3.47150682629923,0.310468456642645
12.78,9.72282660886967,66.840831107791,3.55380301400357,0.310656044225117
12.8,9.73804229996336,69.6218636108879,3.62962847164923,0.310512324067983
12.82,9.75325799105705,72.1821052457781,3.69873629851201,0.310091334956086
