mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,85.82568601401591,-8.869284660898696,0.0,1.0,2.0,12.869284660898696,14.414462105378263,False,False,True,False,False,False
1,56.783774512800164,-8.516387861949703,1.3733680859218111e-11,1.0,2.0,12.516387861949703,14.061565306429266,False,False,True,False,False,False
2,46.27392873686863,-5.6445599175324475,2.159865397644012e-09,1.0,2.6523637879190973,9.644559917532447,11.18973736201201,False,False,True,False,False,False
3,55.58157513817998,-14.763499002900843,2.4539592580197223e-11,1.0,2.0,18.763499002900843,20.308676447380407,False,False,True,False,False,False
4,87.72972444833154,-14.38130732092804,0.0,1.0,2.0,18.381307320928038,19.9264847654076,False,False,True,False,False,False
5,52.15928487124323,-8.957876318000569,1.2776091296018421e-10,1.0,2.0,12.957876318000565,14.503053762480128,False,False,True,False,False,False
6,59.45670490010761,-11.079123478485368,3.772981926886132e-12,1.0,2.0,15.079123478485368,16.624300922964935,False,False,True,False,False,False
7,44.473628034338965,2.101353104784957,5.115062706728679e-09,0.3497010779590203,2.0,1.8986468952150446,3.443824339694604,False,False,True,False,False,False
8,31.915717426064703,-11.315928658612846,1.9904947227145087e-06,1.0,2.0,15.315928658612846,16.86110610309241,False,False,True,False,False,False
9,60.65791464307752,1.889540842910007,2.1098678359976475e-12,0.3887688136358268,2.0,2.110459157089995,3.6556366015695545,False,False,True,False,False,False
10,57.630054590654524,-11.926405330768915,9.124923039394162e-12,1.0,2.0,15.926405330768912,17.47158277524848,False,False,True,False,False,False
11,45.814246041575686,7.42708106902133,2.692093881151436e-09,0.024391012992458272,2.0,-3.4270810690213303,-1.8819036245417706,True,True,True,False,False,False
12,34.69253125080379,-12.869960750000018,5.372299726191798e-07,1.0,2.0,16.86996075000002,18.41513819447958,False,False,True,False,False,False
13,71.0824367894823,-10.12721261339895,1.3433698597964394e-14,1.0,2.0,14.12721261339895,15.672390057878516,False,False,True,False,False,False
14,49.728623721711756,-4.633485309717153,4.114030227597709e-10,1.0,2.0,8.633485309717152,10.178662754196715,False,False,True,False,False,False
15,48.37930368538346,-13.778243966030697,7.866650664212216e-10,1.0,4.344323248600023,17.778243966030697,19.323421410510264,False,False,True,False,False,False
16,38.04546381947201,-13.439659803727503,1.096619169915769e-07,1.0,2.0,17.4396598037275,18.984837248207068,False,False,True,False,False,False
17,54.69025815313652,-9.227958956578794,3.772593348827513e-11,1.0,2.0,13.227958956578794,14.773136401058359,False,False,True,False,False,False
18,38.81916524377459,-2.2053638969395024,7.59205760481052e-08,1.0,2.0,6.205363896939502,7.750541341419066,False,False,True,False,False,False
19,66.57701027950863,2.010610124966857,1.1968204205459188e-13,0.3659329853495722,2.0,1.9893898750331402,3.534567319512707,False,False,True,False,False,False
20,35.915635153535575,-4.02589045243527,3.0116691429604714e-07,1.0,2.0,8.02589045243527,9.571067896914833,False,False,True,False,False,False
21,54.87936331396884,-13.778212668175495,3.443678675552064e-11,1.0,2.0,17.778212668175495,19.323390112655062,False,False,True,False,False,False
22,61.03552652188068,2.4709557400028697,1.7573720256791603e-12,0.29069581436172776,2.0,1.5290442599971303,3.0742217044766935,False,False,True,False,False,False
23,76.36750461178546,-14.003838550527995,9.992007221626409e-16,1.0,2.0,18.003838550527995,19.549015995007558,False,False,True,False,False,False
24,52.26793707449924,-8.362747854246226,1.2124812265312812e-10,1.0,2.0,12.362747854246226,13.907925298725793,False,False,True,False,False,False
25,47.802616567115855,-15.794211911209096,1.037566366157705e-09,1.0,2.0,19.794211911209096,21.33938935568866,False,False,True,False,False,False
26,47.875576758157905,-11.895196144106848,1.0018634810649019e-09,1.0,2.0,15.895196144106848,17.44037358858641,False,False,True,False,False,False
27,81.65007625908413,-13.758855727712419,1.1102230246251565e-16,1.0,2.0,17.75885572771242,19.304033172191986,False,False,True,False,False,False
28,37.03861946280975,1.2375595536429742,1.768603298257787e-07,0.5386012505138573,2.0,2.762440446357026,4.307617890836589,False,False,True,False,False,False
29,45.28977644091992,-6.382762516786938,3.4608858001661247e-09,1.0,2.0,10.38276251678694,11.927939961266503,False,False,True,False,False,False
30,18.8551054225144,-3.2237587093840077,0.0008391667613936171,1.0,2.0,7.223758709384008,8.76893615386357,False,False,True,False,False,False
31,48.29643594481985,-7.013035246174297,8.185956357209534e-10,1.0,2.0,11.013035246174297,12.55821269065386,False,False,True,False,False,False
32,37.65603859300218,-5.120623176627802,1.319393825305326e-07,1.0,2.0,9.120623176627802,10.665800621107365,False,False,True,False,False,False
33,31.600261424797807,-3.515859536754167,2.3088891292211144e-06,1.0,2.0,7.515859536754167,9.061036981233734,False,False,True,False,False,False
34,38.59237842724134,-6.995449761008773,8.456409505974705e-08,1.0,2.0,10.995449761008771,12.540627205488338,False,False,True,False,False,False
35,44.437937392952726,-9.669161883986382,5.203162900535574e-09,1.0,2.0,13.669161883986384,15.214339328465947,False,False,True,False,False,False
36,57.744133937092826,2.0179645076413735,8.63542570783693e-12,0.3645898507407608,2.0,1.9820354923586265,3.5272129368381897,False,False,True,False,False,False
37,42.94741314409302,-6.040246541305439,1.0611149514616613e-08,1.0,2.0,10.04024654130544,11.585423985785006,False,False,True,False,False,False
38,63.288192449502205,-10.21845749633844,5.900835375882707e-13,1.0,2.0,14.218457496338438,15.763634940818001,False,False,True,False,False,False
39,89.09697462894722,-7.265122459688891,0.0,1.0,2.0,11.265122459688893,12.810299904168453,False,False,True,False,False,False
40,49.882569901547846,-14.243973886850315,3.820578298174837e-10,1.0,2.0,18.243973886850313,19.78915133132988,False,False,True,False,False,False
41,45.31447758898169,-13.284822346247651,3.420190242131582e-09,1.0,2.0,17.28482234624765,18.829999790727214,False,False,True,False,False,False
42,41.557445339375604,-20.91393982120454,2.0603822870057797e-08,1.0,2.0,24.913939821204544,26.4591172656841,False,False,True,False,False,False
43,47.57729559936555,-5.880863370532912,1.1560440382751835e-09,1.0,2.0,9.88086337053291,11.426040815012477,False,False,True,False,False,False
44,52.537866189048955,-14.259369486822417,1.0646705739247864e-10,1.0,2.0,18.259369486822415,19.804546931301978,False,False,True,False,False,False
45,53.034653218126536,-8.74956224423309,8.380651728145949e-11,1.0,2.0,12.74956224423309,14.294739688712653,False,False,True,False,False,False
46,39.809359575926074,1.020378830121711,4.739700765199473e-08,0.6003818466772914,2.0,2.979621169878289,4.524798614357856,False,False,True,False,False,False
47,35.9349977368602,-19.537596339894,2.9841761473026196e-07,1.0,2.0,23.537596339894,25.082773784373565,False,False,True,False,False,False
48,48.58497362981463,-0.3661911460325449,7.126865764206514e-10,1.0,2.0,4.366191146032545,5.9113685905121045,False,False,True,False,False,False
49,76.02885930430762,-11.101018203538285,1.2212453270876722e-15,1.0,2.0,15.101018203538285,16.646195648017848,False,False,True,False,False,False
50,67.79874246150979,1.1750360689653547,6.616929226765933e-14,0.5557048147243466,2.0,2.8249639310346453,4.3701413755142084,False,False,True,False,False,False
51,51.23906377210403,-7.811934791337585,1.989660658452408e-10,1.0,2.0,11.811934791337581,13.357112235817148,False,False,True,False,False,False
52,42.4940792073165,-12.707526310791764,1.3176503221856706e-08,1.0,2.0,16.70752631079176,18.252703755271327,False,False,True,False,False,False
53,75.15887946600529,-6.47040216411505,1.887379141862766e-15,1.0,2.0,10.47040216411505,12.015579608594614,False,False,True,False,False,False
54,62.40776484706103,-13.760004861527635,9.041656312547275e-13,1.0,2.0,17.76000486152764,19.305182306007197,False,False,True,False,False,False
55,68.93764688604044,-4.601345970953814,3.808064974464287e-14,1.0,2.0,8.601345970953814,10.146523415433375,False,False,True,False,False,False
