i_A,i_B,region_A,region_B,A_n1,A_n2,A_n3,A_Q_low,A_Q_high,A_Q_mean,A_koide_error,A_mean_deltaD,B_n1,B_n2,B_n3,B_Q_low,B_Q_high,B_Q_mean,B_koide_error,B_mean_deltaD,scale_a,scale_rmse,affine_a,affine_b,affine_rmse,phase_coherence,mean_phase_offset
77,131,B_low_sideband_Kst_signal,signal_B_signal_Kst,7.623061237940067,10.437964090273224,19.01961386711593,0.7303206997084548,0.911078717201166,0.8206997084548104,0.2525650141428217,376.6974510908438,14.013651497291022,14.911377271818894,17.634985977589896,0.9397959183673469,0.5913265306122448,0.7655612244897958,0.2833297094116187,162.43906384261496,1.1306222984400403,4.232636929993108,0.31766781047648024,11.593563094150396,0.0014799429421095691,0.7384815946775579,-1.1217654856780532
110,137,B_low_sideband_Kst_signal,signal_B_signal_Kst,8.672943923404866,10.437964090273224,13.602827837761318,0.8309037900874635,0.6516034985422742,0.7412536443148688,0.16492644343307042,381.493256654772,14.013651497291022,15.824318737440455,19.080476631490708,0.8855769230769233,0.6028846153846156,0.7442307692307695,0.22801282952358295,157.69164002610924,1.4795501689312058,0.9370975957169408,1.0279042153176339,5.097286628580001,0.0015729463627858254,0.2958473251395705,1.6075772574041278
180,34,B_low_sideband_Kst_signal,signal_B_signal_Kst,10.437964090273224,14.56141637666396,19.01961386711593,0.7168234064785789,0.6530825496342736,0.6849529780564263,0.05196370641235684,375.4400308269237,6.953570829817586,14.911377271818894,23.508242739755296,0.4663265306122449,0.7882653061224489,0.6272959183673469,0.23435528419858928,110.50048691202399,1.0792374900176167,3.0618443786190634,1.929067882175011,-13.18081244469129,0.0015765868548960667,0.7010043126082222,-1.9035591765633781
136,45,B_low_sideband_Kst_signal,signal_B_signal_Kst,9.814120755431825,10.437964090273224,11.046591734020936,0.9402332361516038,0.5291545189504374,0.7346938775510206,0.30618337431886633,347.29142259093004,11.168317262770476,12.142121492766814,13.085494340575764,0.9197994987468671,0.5388471177944862,0.7293233082706767,0.28357374305607114,243.31444788848444,1.1637698884555883,0.19738054548260045,1.5555781345255133,-4.097201276964829,0.001593902970858329,0.33333333333333326,1.5707963267948966
14,14,B_low_sideband_Kst_signal,signal_B_signal_Kst,4.656001474669981,8.672943923404866,13.602827837761318,0.536842105263158,0.7842105263157896,0.6605263157894739,0.175131309835866,382.47217169092573,6.953570829817586,12.142121492766814,18.502280369930386,0.5726817042606517,0.7619047619047621,0.6672932330827068,0.13380384128656614,165.7021672435006,1.38105162542742,0.35663299730218445,1.290790444567423,0.944899048146936,0.0016074211057429285,0.8002219237946255,2.713493377695094
97,106,B_low_sideband_Kst_signal,signal_B_signal_Kst,7.623061237940067,18.076241019306984,19.01961386711593,0.4217171717171717,0.526094276094276,0.47390572390572383,0.28241963824643884,372.23875822022984,12.142121492766814,18.502280369930386,19.080476631490708,0.6562499999999999,0.5156249999999999,0.5859374999999999,0.15140043597654834,165.5692411668591,1.0580061987475369,2.455944874241733,0.6086588336963046,7.502105053923424,0.0016392086226734298,0.8130727230294701,-0.4656837315316835
161,30,B_low_sideband_Kst_signal,signal_B_signal_Kst,9.814120755431825,18.076241019306984,19.01961386711593,0.542929292929293,0.526094276094276,0.5345117845117845,0.18727395614622772,346.76331009951565,6.953570829817586,14.911377271818894,15.824318737440455,0.4663265306122449,0.530612244897959,0.49846938775510197,0.24217137691544308,142.41518213826794,0.8138972331969172,0.6396905348291669,0.9634521706949416,-2.502083673438276,0.0016593311134981514,0.3333365605292668,-1.5259672995342068
120,48,B_low_sideband_Kst_signal,signal_B_signal_Kst,8.672943923404866,11.046591734020936,19.97820240601858,0.7851239669421486,0.9042699724517905,0.8446969696969695,0.26549475118837057,352.6500100102101,11.168317262770476,12.142121492766814,15.824318737440455,0.9197994987468671,0.6516290726817041,0.7857142857142856,0.2535790999073061,209.08984997734956,0.9174295258633239,2.6214374624442067,0.41195977214931456,7.593628788506014,0.0016843405687002404,0.33333333333333326,1.5970641562057128
2,54,B_low_sideband_Kst_signal,signal_B_signal_Kst,4.656001474669981,7.623061237940067,10.437964090273224,0.6107784431137725,0.6846307385229541,0.6477045908183633,0.05870435596747595,355.5469597125161,11.168317262770476,13.085494340575764,14.911377271818894,0.8534883720930231,0.5697674418604651,0.7116279069767442,0.21045619350937403,209.2845046959513,1.628668123101003,2.426599375449848,0.6473574890376204,8.15305048188343,0.0016986121182494842,0.744395341048294,-2.0335475152774443
124,145,B_low_sideband_Kst_signal,signal_B_signal_Kst,8.672943923404866,12.12690580167312,19.01961386711593,0.7151819322459222,0.7841907151819321,0.7496863237139271,0.12714414250622857,391.03181012331106,14.911377271818894,15.824318737440455,17.634985977589896,0.9423076923076925,0.5572115384615386,0.7497596153846156,0.2965778145897594,144.9114562002094,1.124324062904715,3.8935460359206058,0.2631581142979521,12.630622345190519,0.0017299812953273951,0.7102044750480867,-0.45062080906505614
32,136,B_low_sideband_Kst_signal,signal_B_signal_Kst,4.656001474669981,10.437964090273224,19.01961386711593,0.44606413994169103,0.911078717201166,0.6785714285714285,0.3292456913065412,356.08128512899793,14.013651497291022,15.824318737440455,18.502280369930386,0.8855769230769233,0.5846153846153849,0.735096153846154,0.23378219189635316,154.68626237365797,1.1826906258052265,5.785401676363863,0.31246601735183605,12.560305433970282,0.001781938667673992,0.995558833690736,1.6280585452185383
59,119,B_low_sideband_Kst_signal,signal_B_signal_Kst,7.623061237940067,8.672943923404866,13.602827837761318,0.8789473684210527,0.7842105263157896,0.8315789473684212,0.24265130388800166,403.0883376527716,13.085494340575764,14.911377271818894,23.508242739755296,0.8775510204081632,0.7882653061224489,0.8329081632653061,0.2434305645773883,152.32973918136653,1.7239664120738514,0.0520208736244349,1.7432604301514854,-0.20544604096647487,0.0017945908733532198,0.31962215356966567,-1.2861430623032586
113,112,B_low_sideband_Kst_signal,signal_B_signal_Kst,8.672943923404866,10.437964090273224,19.01961386711593,0.8309037900874635,0.911078717201166,0.8709912536443147,0.2944674568709023,353.28008906666383,13.085494340575764,14.013651497291022,18.502280369930386,0.9337676438653637,0.6601520086862107,0.7969598262757872,0.2671804124353078,188.91086028479285,1.1204454969389266,2.8638026480551715,0.5233767280641659,8.548266142149366,0.001814060449409206,0.7147321843991792,1.1804503563116338
