mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,460.66413420610775,-71.51130782598455,0.0,1.0,2.0,75.51130782598455,77.05648527046411,False,False,True,False,False,False
1,386.013328979,-70.23621889973816,0.0,1.0,2.0,74.23621889973816,75.78139634421773,False,False,True,False,False,False
2,343.27444745098336,-77.8693148143961,0.0,1.0,2.0,81.86931481439609,83.41449225887565,False,False,True,False,False,False
3,386.20811142458757,-86.8827387495333,0.0,1.0,2.0,90.8827387495333,92.42791619401285,False,False,True,False,False,False
4,456.272500064132,-91.57784129134197,0.0,1.0,2.0,95.57784129134197,97.12301873582153,False,False,True,False,False,False
5,379.98251016538967,-68.26726037140308,0.0,1.0,2.0,72.26726037140308,73.81243781588265,False,False,True,False,False,False
6,394.6666706084062,-78.23794465016512,0.0,1.0,2.0,82.23794465016512,83.78312209464468,False,False,True,False,False,False
7,356.4770046357559,-33.42816524560322,0.0,1.0,2.0,37.42816524560322,38.973342690082774,False,False,True,False,False,False
8,317.2410373818209,-80.39898895928803,0.0,1.0,2.0,84.39898895928803,85.94416640376758,False,False,True,False,False,False
9,397.5076623797087,-44.80967508916842,0.0,1.0,2.0,48.80967508916842,50.354852533647986,False,False,True,False,False,False
10,385.08540977518135,-85.13146106737786,0.0,1.0,2.0,89.13146106737786,90.67663851185742,False,False,True,False,False,False
11,358.152738508763,-24.349614005122632,0.0,1.0,2.0,28.349614005122632,29.894791449602195,False,False,True,False,False,False
12,323.81610415740187,-86.37255314927799,0.0,1.0,2.0,90.37255314927799,91.91773059375755,False,False,True,False,False,False
13,423.1843498021441,-75.10575772318906,0.0,1.0,2.0,79.10575772318906,80.65093516766862,False,False,True,False,False,False
14,359.0855175504202,-59.455687320200575,0.0,1.0,2.0,63.455687320200575,65.00086476468013,False,False,True,False,False,False
