KDE_BANDWIDTH_SCALE,null_best_deltaD,null_best_n,null_deltaD_n10,null_deltaD_n11,null_deltaD_n12,null_deltaD_n13,null_deltaD_n14,null_deltaD_n15,null_deltaD_n16,null_deltaD_n17,null_deltaD_n18,null_deltaD_n19,null_deltaD_n20,null_deltaD_n21,null_deltaD_n22
0.5,3.0888538815175863,22,0.15636313531125978,0.672061424722564,1.6195883705683158,0.25996132360016944,0.9833858068098849,2.2615543156540667,2.163318110567708,0.7948653983296978,3.0804414547348316,2.7060415496189236,0.12067634525155668,2.150458214445763,3.0888538815175863
0.5,6.74224863427623,19,0.4970254440293118,0.8691884761311783,3.416515330475491,1.268805557429161,2.825036580262335,5.3397160290812735,0.526596036722836,0.35527080798681965,1.502270934787802,6.74224863427623,3.897592472825025,6.390306151514565,0.2531067454118343
0.5,4.1499180248951255,17,0.901795185389922,1.248834203978511,1.284150979008352,0.10902118509233816,3.3943016693771355,3.2796372187301444,0.5321144664924944,4.1499180248951255,1.6700158175819695,0.40818761184205954,0.01421541903072665,3.584657815563162,1.2763678644358762
0.5,4.226242678576654,10,4.226242678576654,0.49306890741392806,1.3630767594282958,0.0485885597932878,0.07331209486775236,2.432913016635773,3.139726541846734,1.1755084312859623,2.0359636400363357,0.3363468658714055,2.8011836896947457,0.5588928569707008,0.057828528953159264
0.5,6.170280067419306,22,4.086010458942713,2.476193541971714,1.0645967053445204,0.34220097491885326,1.9770507233210282,1.3305461535502303,1.3635115463435525,0.4874860166799593,0.2971160330223981,0.6199349942880588,0.732646359051941,2.982585781454052,6.170280067419306
0.5,4.842087225881201,16,0.8367550657102569,0.8490113541073683,0.35143087432027187,0.9997302105961055,1.1315174302571762,2.917227142734319,4.842087225881201,0.5553028736836296,2.0852141579762815,0.3961424866441803,0.7121585254492473,2.7375279390938374,1.1401604047818523
0.5,4.28966895462117,13,2.2328858224627695,2.9044777111609363,0.2286327743427492,4.28966895462117,1.8079383623368201,1.2502999527715275,0.2130360806211158,0.40220794984121255,2.692225691082875,0.9968804053791374,4.081146167237897,0.17392171263877998,0.38261658803285314
0.5,4.055821800809667,19,0.02327631576791589,0.4594022068943211,0.3576906592134357,1.2538636960098302,0.26332831276281965,1.9960786105754096,0.18767154293137267,0.05749676775263879,1.183725572445173,4.055821800809667,0.9430082117334706,0.7776635952976534,0.5841383983310955
0.5,4.367399286984082,21,3.257304090617893,0.2360706882005914,1.976646703257245,1.0159863866664267,0.7589762452996922,2.0356969418849715,1.3331487693113928,1.4152548037278763,3.0126893232238956,3.4200479470005334,2.137965450468265,4.367399286984082,0.4471568500590095
0.5,3.4907741321586983,11,2.6258068882232166,3.4907741321586983,0.36209233732582646,1.5738235078808103,1.1972139839221754,1.4844011469342675,1.5312657982348696,0.7310735794546233,0.3684179158038141,0.5555777205079053,0.4169218671391164,1.3576940768767898,2.4204310592456153
0.5,3.826476811827199,16,3.065805416149118,0.7772768314914487,2.03915292259331,1.7390296682427504,2.7542099776442726,2.6487828223814844,3.826476811827199,0.059913471555248066,0.3359802598960755,1.045356681099392,0.9030894833743375,2.1760235960111345,1.5569952277216714
0.5,13.454530114363443,14,0.12626020877424793,1.7965252378160983,0.776974473060136,5.671224127867454,13.454530114363443,4.689025196447417,4.013362253672909,0.3444785394477634,3.6562545370793913,1.9531543411015377,8.431749866339196,4.961581449596537,1.2108006677217347
0.5,4.842673147004994,15,4.330647216699617,3.9004742304601407,0.14276116099604508,1.8551562986139203,2.621375935843396,4.842673147004994,2.9787825024070287,0.37537758465470716,1.1041840190432097,1.5177629328555966,1.0492938296705319,0.12113596483151667,0.9412707431613612
0.5,3.3501592818256256,22,1.8101642620194909,0.6138426473845868,0.03831611040639871,2.2262733896572016,0.10735619668413676,0.6546501829337927,0.22012248191388295,1.985997455326391,1.320911787515712,0.011777612177823471,0.4141887774184738,2.4071840636405994,3.3501592818256256
0.5,7.97011117831093,20,1.8597610475910216,0.4184945722027109,1.1133509839671305,1.4876299776276056,1.068546323947949,3.3998693644112237,0.9353816985042442,1.6171390913698218,4.284109457059529,4.185873164670454,7.97011117831093,2.660281570310545,0.06345936553977083
0.5,7.3687253384279074,15,0.3939147391639253,0.8389017559490455,1.0700236590522465,2.4151220071860777,1.445560802361264,7.3687253384279074,1.853086897742564,3.5397338764917095,0.5068284622147345,4.370395028256752,1.898690428173154,1.522092457857596,3.9611177756445812
0.5,7.3232259163615865,10,7.3232259163615865,0.6365981211395919,1.274065129421686,3.7313351328883613,1.2968763231559706,1.8845791827976655,1.2870946552113764,4.250701552566291,3.664358898132889,0.7175689065995954,0.4593052005101015,0.5278792057312103,3.166919917257644
0.5,6.956331994092473,22,2.648962137571054,2.195157921803137,0.8621736450005102,3.4766494183623493,5.086095663719277,0.23194588463899635,1.2739404932917964,2.0151334315501757,2.839136130857497,2.8334782420738733,0.2257343634804343,2.380867414342127,6.956331994092473
