KDE_BANDWIDTH_SCALE,n,k2,D_base,A1_base,base_success,D_two,deltaD,C,A1,phi1,A2,phi2,success,A1_bound_active,A2_bound_active,delta_k_from_reference,abs_delta_k_from_reference,p_vs_integer_scanmax_null,z_vs_integer_scanmax_null,p_vs_fixed_n_null,z_vs_fixed_n_null,null_best_p95,null_best_p99,null_best_mean
0.5,20,26.28865146755044,348.49696315276833,0.02788570611780701,True,307.6681225086188,40.82884064414952,-0.016326859488763782,0.039603407287485536,-2.3992351725800383,0.07294805151266252,-2.0267569152840794,True,False,False,6.759051467550442,6.759051467550442,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.024272834012136,14.032773152918361,5.939418204441206
0.5,21,27.603084040927964,348.49696315276833,0.02788570611780701,True,327.2342406006908,21.26272255207755,-0.007570427943173819,0.02267785596763228,-2.5719218580902745,0.050948754085561175,0.08073706523146197,True,False,False,8.073484040927966,8.073484040927966,0.0009998000399920016,3.09029169821078,0.0001999600079984003,3.540136575008421,11.024272834012136,14.032773152918361,5.939418204441206
0.5,22,28.91751661430548,348.49696315276833,0.02788570611780701,True,339.54731352915394,8.949649623614391,-0.009748413467546485,0.03008141306556234,-2.350168067536966,0.03495261256199821,2.9224650570192514,True,False,False,9.387916614305482,9.387916614305482,0.1225754849030194,1.1622080395254086,0.009198160367926415,2.3575430779111364,11.024272834012136,14.032773152918361,5.939418204441206
0.75,10,13.14432573377522,581.2650051079169,0.04335744746232549,True,483.79235137184537,97.47265373607149,-0.016579899834480546,0.06733333643340868,-1.7892659457916118,0.1,-1.466217256134823,True,False,True,-6.385274266224778,6.385274266224778,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.111252129494678,14.568060767543477,6.024969559314511
0.75,11,14.45875830715274,581.2650051079169,0.04335744746232549,True,513.360803911998,67.90420119591886,-0.02482426602280275,0.07646854195392322,-1.766253347358027,0.09623224288156113,1.4195947517917638,True,False,False,-5.070841692847258,5.070841692847258,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.111252129494678,14.568060767543477,6.024969559314511
0.75,12,15.773190880530263,581.2650051079169,0.04335744746232549,True,580.2422306789329,1.0227744289840075,-0.009942185346126725,0.04394070729154995,-1.8164013647153356,0.012165791132897988,-2.7087617957967782,True,False,False,-3.756409119469735,3.756409119469735,0.9994001199760048,-3.238937157601299,0.6060787842431514,-0.269113383726866,11.111252129494678,14.568060767543477,6.024969559314511
0.75,13,17.08762345390779,581.2650051079169,0.04335744746232549,True,553.1410022699757,28.124002837941134,-0.01946323527629479,0.03140758068749566,-1.707944223110737,0.06434866172549034,-2.847747438661166,True,False,False,-2.44197654609221,2.44197654609221,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.111252129494678,14.568060767543477,6.024969559314511
0.75,14,18.402056027285308,581.2650051079169,0.04335744746232549,True,502.73501006478676,78.5299950431301,-0.016276679468811298,0.037381878133464795,-1.7370306238814088,0.1,-0.040333661501609844,True,False,True,-1.1275439727146903,1.1275439727146903,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.111252129494678,14.568060767543477,6.024969559314511
0.75,15,19.716488600662828,581.2650051079169,0.04335744746232549,True,543.5595073667245,37.7054977411924,-0.020928484895088986,0.04260290850768215,-2.2855559428201078,0.0749819981585497,2.396370350728125,True,False,False,0.18688860066282942,0.18688860066282942,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.111252129494678,14.568060767543477,6.024969559314511
0.75,16,21.03092117404035,581.2650051079169,0.04335744746232549,True,573.6334896278876,7.631515480029293,-0.010514007678467998,0.04081139353156225,-1.9092062454492378,0.030727810176671356,-0.6332158798277948,True,False,False,1.5013211740403527,1.5013211740403527,0.23075384923015396,0.7363664796510173,0.023595280943811237,1.984585904212951,11.111252129494678,14.568060767543477,6.024969559314511
0.75,17,22.345353747417875,581.2650051079169,0.04335744746232549,True,571.6200998190101,9.644905288906784,-0.00873493318592629,0.049902319426359434,-1.5038370841854842,0.036346865321604825,-1.5019884449187189,True,False,False,2.815753747417876,2.815753747417876,0.09418116376724656,1.3154392324589856,0.010797840431913617,2.29740492894369,11.111252129494678,14.568060767543477,6.024969559314511
0.75,18,23.659786320795394,581.2650051079169,0.04335744746232549,True,557.5528797528548,23.712125355062085,-0.00730692837236561,0.04352220990943815,-1.9827193358042665,0.05966936008640397,-0.4809860892365928,True,False,False,4.130186320795396,4.130186320795396,0.0001999600079984003,3.540136575008421,0.0001999600079984003,3.540136575008421,11.111252129494678,14.568060767543477,6.024969559314511
