mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,55.41784106118903,-4.505210979021065,2.6557422927453445e-11,1.0,2.0,8.505210979021065,10.050388423500628,False,False,True,False,False,False
1,32.85734850414922,-4.7490587391180785,1.277561395784943e-06,1.0,2.0,8.749058739118077,10.29423618359764,False,False,True,False,False,False
2,26.901346939524956,-0.4542493879041878,2.08130065998402e-05,1.0,18.63922671789086,4.454249387904188,5.9994268323837545,False,False,True,False,False,False
3,31.480226628347534,-9.34855743580913,2.442946952396774e-06,1.0,2.0,13.348557435809134,14.89373488028869,False,False,True,False,False,False
4,57.74197158929132,-8.33614197756573,8.644529536638856e-12,1.0,2.0,12.33614197756573,13.881319422045294,False,False,True,False,False,False
5,28.624484535171305,-5.32532827930725,9.3177477991091e-06,1.0,2.0,9.32532827930725,10.870505723786813,False,False,True,False,False,False
6,34.67404679668584,-6.422436711772811,5.419450384014368e-07,1.0,2.0,10.42243671177281,11.967614156252374,False,False,True,False,False,False
7,23.948936002148344,2.7708362250410197,8.177944948517535e-05,0.2502191581543354,2.0,1.2291637749589803,2.774341219438547,False,False,True,False,False,False
8,14.73966559359642,-6.1988928570203505,0.005272772893879507,1.0,2.0,10.19889285702035,11.744070301499915,False,False,True,False,False,False
9,36.1127697235455,4.00787910149103,2.74316674153674e-07,0.13480317184875068,2.1256371246004773,-0.007879101491027996,1.5372983429885352,True,False,True,False,False,False
10,33.86391760638926,-6.51155923129209,7.946418918436393e-07,1.0,2.0,10.51155923129209,12.056736675771653,False,False,True,False,False,False
11,25.49566267847672,7.8521267237075705,3.998723625697753e-05,0.019721154993872614,2.7204530241149656,-3.8521267237075705,-2.3069492792280073,True,True,True,False,False,False
12,13.322392859011362,-10.692808288479334,0.009803377928562451,1.0,21.334883831371837,14.692808288479338,16.237985732958897,False,False,True,False,False,False
13,44.11673459807905,-5.47972063019073,6.0673822632750785e-09,1.0,2.0,9.47972063019073,11.024898074670297,False,False,True,False,False,False
14,28.783415827181713,-1.9371643382669568,8.650624904293913e-06,1.0,2.0,5.9371643382669586,7.48234178274652,False,False,True,False,False,False
15,28.469154029418682,-6.186989330164897,1.0019179351505869e-05,1.0,4.314872199513146,10.186989330164895,11.732166774644462,False,False,True,False,False,False
16,19.14572281898929,-7.967679815436977,0.0007357862255844561,1.0,2.0,11.967679815436977,13.512857259916544,False,False,True,False,False,False
17,30.7580156160013,-5.329713889274043,3.429804468102482e-06,1.0,2.0,9.329713889274043,10.874891333753602,False,False,True,False,False,False
18,21.047105287783047,0.30397832008140035,0.0003099313777954471,0.8589975921895936,2.0,3.6960216799186014,5.241199124398165,False,False,True,False,False,False
19,40.06766920321987,3.506448689334059,4.1911638160030407e-08,0.17321453870411674,2.0,0.49355131066593927,2.038728755145506,False,False,True,False,False,False
20,17.505167109052724,-1.1570508669139628,0.001541419822460921,1.0,2.0,5.157050866913963,6.702228311393526,False,False,True,False,False,False
21,27.326185249613133,-12.210426726811743,1.7077325066061633e-05,1.0,4.236142715266836,16.210426726811743,17.75560417129131,False,False,True,False,False,False
22,36.78498221497739,2.4817161115197273,1.9946936469228405e-07,0.28913601664453803,2.1390589047245023,1.5182838884802727,3.0634613329598377,False,False,True,False,False,False
23,47.70035551155429,-8.678593209288127,1.0897550639654696e-09,1.0,2.0,12.678593209288127,14.223770653767694,False,False,True,False,False,False
24,30.236804847807115,-3.771849850583898,4.380092141431646e-06,1.0,2.0,7.771849850583898,9.317027295063461,False,False,True,False,False,False
25,25.83368448530571,-9.864299705672785,3.418435537039244e-05,1.0,2.0,13.864299705672785,15.409477150152348,False,False,True,False,False,False
26,25.93320913589016,-6.922433003041051,3.264119307788693e-05,1.0,2.0,10.922433003041053,12.467610447520613,False,False,True,False,False,False
27,52.07517237914244,-8.798839800456554,1.3304168877681377e-10,1.0,2.0,12.798839800456554,14.344017244936119,False,False,True,False,False,False
28,18.588251741418283,2.6138970094103815,0.0009466771496416948,0.2706446685273536,2.0,1.3861029905896203,2.93128043506918,False,False,True,False,False,False
29,24.111346315360198,-2.8293891801433766,7.587294494848518e-05,1.0,2.0,6.829389180143377,8.374566624622936,False,False,True,False,False,False
30,7.402370455302261,-0.3729814655792101,0.11609220015876232,1.0,8.137067128515723,4.372981465579212,5.9181589100587715,False,False,False,False,False,False
31,26.31461352315584,-4.553888747006244,2.734229213985362e-05,1.0,2.0,8.553888747006244,10.099066191485804,False,False,True,False,False,False
32,19.178786921981953,-1.572949013364358,0.0007248538006562333,1.0,2.0,5.572949013364358,7.118126457843921,False,False,True,False,False,False
33,14.514130894595336,-0.9062689700532918,0.005822670954559128,1.0,2.0,4.9062689700532935,6.451446414532853,False,False,True,False,False,False
34,19.508374649855668,-3.1741014387697764,0.0006242921390496869,1.0,2.0,7.174101438769778,8.719278883249341,False,False,True,False,False,False
35,23.626986090756418,-5.204133899451017,9.48708290779976e-05,1.0,2.0,9.204133899451016,10.749311343930582,False,False,True,False,False,False
36,34.9105193635898,4.339189903419797,4.846153883741877e-07,0.11422387372682374,2.0,-0.33918990341979693,1.2059875410597627,True,False,True,False,False,False
37,23.07796739285334,-2.355946032846049,0.0001221646040047153,1.0,2.0,6.355946032846049,7.901123477325612,False,False,True,False,False,False
38,38.67162436799495,-4.64813465001169,8.143760399370592e-08,1.0,2.0,8.648134650011691,10.193312094491255,False,False,True,False,False,False
39,59.43068598026825,-4.734010317756285,3.820721516945014e-12,1.0,2.0,8.734010317756287,10.27918776223585,False,False,True,False,False,False
40,27.631508509302286,-8.560826762645192,1.481214414433829e-05,1.0,2.0,12.560826762645192,14.106004207124755,False,False,True,False,False,False
41,24.486395276917825,-7.8605313672175825,6.380279220319363e-05,1.0,2.0,11.860531367217582,13.405708811697146,False,False,True,False,False,False
42,22.95352760714945,-12.008740864312468,0.00012936201257573998,1.0,2.139272406685558,16.008740864312465,17.553918308792028,False,False,True,False,False,False
43,26.383049828376073,-2.53764323126767,2.6486378796763965e-05,1.0,2.0,6.537643231267669,8.082820675747236,False,False,True,False,False,False
44,29.395405857542478,-8.752698010775491,6.496879733086658e-06,1.0,2.0,12.75269801077549,14.297875455255056,False,False,True,False,False,False
45,30.394442401882237,-4.295418709794937,4.0679087783823675e-06,1.0,2.0,8.295418709794937,9.8405961542745,False,False,True,False,False,False
46,20.70709310226423,2.7738819535397283,0.0003619456901700069,0.24983839834021837,2.279079110442284,1.2261180464602717,2.771295490939835,False,False,True,False,False,False
47,17.256601568702855,-12.482036287160751,0.0017231624815685631,1.0,2.0,16.482036287160753,18.027213731640316,False,False,True,False,False,False
48,26.47301962393709,1.430209048038794,2.540155834895863e-05,0.4891409821427344,2.0,2.569790951961208,4.114968396440769,False,False,True,False,False,False
49,47.76282495454498,-6.106591449322467,1.057570586660006e-09,1.0,2.0,10.106591449322469,11.65176889380203,False,False,True,False,False,False
50,42.521670168498126,2.69507047682934,1.3004033960761774e-08,0.2598800141777893,2.0264240046052864,1.3049295231706601,2.850106967650227,False,False,True,False,False,False
51,28.807943966685134,-3.7606769396388824,8.551989721050646e-06,1.0,2.0,7.760676939638881,9.305854384118444,False,False,True,False,False,False
52,21.974445139308404,-7.648144805261275,0.00020278154872277465,1.0,8.80958964847445,11.648144805261278,13.193322249740838,False,False,True,False,False,False
53,47.36558755403237,-2.696019349896538,1.279639616491579e-09,1.0,2.0,6.696019349896538,8.241196794376101,False,False,True,False,False,False
54,38.42000125215685,-6.909987442611339,9.178443893809174e-08,1.0,2.0,10.909987442611342,12.455164887090902,False,False,True,False,False,False
55,41.94816579026395,-1.3340964938115283,1.7099455962288346e-08,1.0,2.0,5.334096493811529,6.879273938291091,False,False,True,False,False,False
56,11.829247384819439,-14.520978291114325,0.018667240285564102,1.0,22.90259835068936,18.520978291114325,20.066155735593888,False,False,True,False,False,False
57,22.836600394031844,-3.67459676542747,0.00013650777434937034,1.0,2.0,7.67459676542747,9.21977420990703,False,False,True,False,False,False
58,30.410539846368994,-2.0195925032938806,4.037303941606396e-06,1.0,2.0,6.019592503293881,7.564769947773442,False,False,True,False,False,False
59,18.982052001980087,0.7165445100586005,0.000792351242992706,0.6988827747522829,2.0,3.2834554899413995,4.828632934420966,False,False,True,False,False,False
60,30.274388475591188,-2.3435924212018957,4.303562331275934e-06,1.0,2.0,6.343592421201894,7.888769865681461,False,False,True,False,False,False
61,21.87192240870708,-7.265480978050256,0.000212534673987963,1.0,2.0,11.265480978050256,12.81065842252982,False,False,True,False,False,False
62,29.12323399032502,-6.288787933848763,7.379463918155693e-06,1.0,2.0,10.288787933848763,11.833965378328328,False,False,True,False,False,False
63,36.70017809789417,0.8568112686329048,2.0765411967715863e-07,0.6515470713380483,2.0,3.1431887313670934,4.68836617584666,False,False,True,False,False,False
64,43.086208782887496,-14.578389336937871,9.930299804672416e-09,1.0,2.0,18.57838933693787,20.123566781417438,False,False,True,False,False,False
65,28.516149174810543,-6.609458110454632,9.801591932978582e-06,1.0,2.0,10.609458110454632,12.154635554934195,False,False,True,False,False,False
66,27.712830897558746,-14.493451479703909,1.4260976599733688e-05,1.0,2.0,18.493451479703907,20.038628924183474,False,False,True,False,False,False
67,26.49033966536343,-5.421534668695343,2.5197848538827117e-05,1.0,2.0,9.421534668695344,10.966712113174907,False,False,True,False,False,False
68,21.43833051989653,-2.6589626379392346,0.0002591924552115543,1.0,2.0,6.658962637939235,8.2041400824188,False,False,True,False,False,False
69,33.648143088955976,-2.426143419750108,8.798436050838632e-07,1.0,2.0,6.426143419750108,7.971320864229675,False,False,True,False,False,False
70,41.27043357748336,-3.4544048977321946,2.3626558598444092e-08,1.0,2.0,7.454404897732196,8.99958234221176,False,False,True,False,False,False
71,32.55409837331852,-3.37677689645065,1.4737944822318383e-06,1.0,2.0,7.376776896450648,8.921954340930213,False,False,True,False,False,False
72,17.368390976936634,-1.9976011790617996,0.0016389487269361513,1.0,12.261448785699741,5.9976011790618,7.542778623541359,False,False,True,False,True,False
73,28.104521785350755,-6.759527509249555,1.1879068130049575e-05,1.0,2.0,10.759527509249555,12.304704953729122,False,False,True,False,False,False
74,35.15299268148185,-4.123299554497246,4.321041470189968e-07,1.0,2.0,8.123299554497247,9.66847699897681,False,False,True,False,False,False
75,22.127843602628218,-9.448837804424755,0.00018901154274286736,1.0,2.0,13.448837804424755,14.994015248904319,False,False,True,False,False,False
76,64.33857957436233,-2.5193552864639983,3.54605234065275e-13,1.0,2.0,6.519355286463998,8.064532730943561,False,False,True,False,False,False
77,34.19263682012846,-3.5420938807820352,6.803830454593651e-07,1.0,2.0,7.5420938807820335,9.0872713252616,False,False,True,False,False,False
78,20.061185351057027,3.958093987919538,0.00048569965901668066,0.1382008808465991,2.4916877001024305,0.04190601208046374,1.587083456560027,False,False,True,False,False,False
79,10.284358434853313,-4.8619038934464385,0.035900659368990784,1.0,9.608468807251292,8.861903893446438,10.407081337926002,False,False,True,False,False,False
80,32.54072922027393,-0.2940069031127628,1.4831051320385313e-06,1.0,2.0,4.294006903112763,5.839184347592322,False,False,True,False,False,False
81,43.67385211401992,-6.7901012157659935,7.498616727552587e-09,1.0,2.0,10.790101215765997,12.335278660245557,False,False,True,False,False,False
82,22.1491001033611,0.38561015233899276,0.00018717807609858195,0.8246427009879262,2.0,3.6143898476610072,5.159567292140572,False,False,True,False,False,False
83,42.6715424232795,-7.007295697692559,1.2105793145700261e-08,1.0,2.0,11.007295697692559,12.552473142172126,False,False,True,False,False,False
84,17.33623651378114,-12.637567146456849,0.0016627464391579805,1.0,8.980046737412266,16.637567146456846,18.18274459093641,False,False,True,False,False,False
85,25.5400053152919,-3.3161632090533892,3.917349640691903e-05,1.0,2.0,7.316163209053389,8.861340653532956,False,False,True,False,False,False
86,41.82947322673476,-6.629419732454075,1.8095956955122006e-08,1.0,2.0,10.629419732454075,12.174597176933638,False,False,True,False,False,False
87,38.599707194442,-10.712468290303118,8.426999864585838e-08,1.0,2.0,14.712468290303118,16.257645734782685,False,False,True,False,False,False
88,16.574085550434198,-7.121594362026762,0.002338086085394653,1.0,2.0,11.12159436202676,12.666771806506326,False,False,True,False,False,False
89,31.835223114089956,-2.9951317737252268,2.067322277699013e-06,1.0,2.0,6.995131773725227,8.54030921820479,False,False,True,False,False,False
90,20.48293527427323,-4.58695796390041,0.00040087607092098576,1.0,2.0,8.58695796390041,10.132135408379973,False,False,True,False,False,False
91,28.74476696823539,-6.822873598175651,8.808346106059517e-06,1.0,25.0,10.82287359817565,12.368051042655217,False,False,True,False,False,False
92,9.276186125804669,-4.140784229978783,0.05455493169152825,1.0,9.186543611494258,8.140784229978781,9.685961674458348,False,False,True,False,False,False
93,21.793398851183987,-10.039370438547486,0.00022031803912636594,1.0,19.865644839594292,14.039370438547486,15.58454788302705,False,False,True,False,False,False
94,27.752556464999714,-2.718739677666129,1.3999200275449653e-05,1.0,2.0,6.718739677666129,8.263917122145692,False,False,True,False,False,False
95,29.666519451264875,-36.96658905667439,5.722258704099481e-06,1.0,25.0,40.96658905667439,42.51176650115394,False,False,True,False,False,False
96,34.419717897454404,-9.240332077597694,6.111668727770692e-07,1.0,2.0,13.240332077597692,14.785509522077259,False,False,True,False,False,False
97,32.40357016524514,-2.466302339065429,1.582077153283734e-06,1.0,2.0,6.466302339065429,8.011479783544992,False,False,True,False,False,False
98,25.735068866224545,-6.55052421950959,3.5784920185744085e-05,1.0,2.0,10.55052421950959,12.095701663989153,False,False,True,False,False,False
99,23.63251787876272,-5.39115863684952,9.462921103209343e-05,1.0,2.0,9.391158636849521,10.936336081329085,False,False,True,False,False,False
100,32.38968142239156,-2.95636863293338,1.592458784172024e-06,1.0,2.0,6.95636863293338,8.50154607741294,False,False,True,False,False,False
101,31.828158818247623,-2.9339578143319356,2.074204123236889e-06,1.0,2.0,6.933957814331935,8.4791352588115,False,False,True,False,False,False
102,20.823831141260726,-2.231770153644451,0.00034317929013394366,1.0,2.0,6.231770153644451,7.776947598124018,False,False,True,False,False,False
103,27.250377797752883,-4.437718628316581,1.769119340966352e-05,1.0,2.0,8.43771862831658,9.982896072796144,False,False,True,False,False,False
104,28.86065678571164,-8.743265680903136,8.343786365494488e-06,1.0,2.0,12.743265680903136,14.288443125382699,False,False,True,False,False,False
105,28.366620496598408,4.242722033404302,1.0510735088731238e-05,0.11986837458112976,2.2853939829971157,-0.2427220334043021,1.3024554110752646,True,False,True,False,False,False
106,32.05525568573471,-9.026135743074803,1.8639910359663503e-06,1.0,2.0,13.0261357430748,14.571313187554367,False,False,True,False,False,False
107,27.930764198728518,-13.478009429313847,1.2882478502063144e-05,1.0,2.0,17.478009429313847,19.023186873793414,False,False,True,False,False,False
108,21.739510893036485,-3.9181577381179302,0.00022582237009516337,1.0,2.0,7.91815773811793,9.46333518259749,False,False,True,False,False,False
109,24.965833250380175,0.6590008746952218,5.111190178375136e-05,0.7192829706023307,2.0,3.34099912530478,4.88617656978434,False,False,True,False,False,False
110,29.891739233386225,-6.672820254116189,5.149196992682015e-06,1.0,2.0,10.67282025411619,12.217997698595752,False,False,True,False,False,False
111,47.44016439105408,-8.309080721858638,1.2346649258532238e-09,1.0,2.0,12.309080721858638,13.854258166338198,False,False,True,False,False,False
112,29.264782202806593,-2.656656310838704,6.906510868542881e-06,1.0,2.660945215399959,6.656656310838706,8.201833755318269,False,False,True,False,False,False
113,10.88938830822363,-12.146847060186218,0.027835670379148025,1.0,19.329582162316225,16.146847060186218,17.69202450466578,False,False,True,False,False,False
114,31.007631968017527,-5.598978968943523,3.0504410901688317e-06,1.0,2.0,9.598978968943523,11.14415641342309,False,False,True,False,False,False
115,37.12320924251382,-20.923477250038065,1.6990337836642055e-07,1.0,2.0,24.923477250038065,26.46865469451763,False,False,True,False,False,False
116,22.470730204553856,-3.1770396295527874,0.0001614952923890689,1.0,2.0,7.177039629552787,8.72221707403235,False,False,True,False,False,False
117,44.455038767259865,-8.040659576844202,5.160761817890602e-09,1.0,2.0,12.040659576844202,13.585837021323762,False,False,True,False,False,False
118,47.40714103088862,-10.822265011216842,1.2543821537036592e-09,1.0,2.0,14.822265011216842,16.36744245569641,False,False,True,False,False,False
119,57.47668998569103,-1.2361673608434742,9.826806035562186e-12,1.0,2.0,5.236167360843474,6.781344805323037,False,False,True,False,False,False
120,17.961411554407384,-1.040772913526796,0.0012557127111980648,1.0,2.0,5.040772913526796,6.585950358006361,False,False,True,False,False,False
121,15.963348130627317,2.4012368544757052,0.0030687413693819554,0.30100800279200246,17.262757947532464,1.5987631455242948,3.143940590003858,False,False,True,False,False,False
122,50.790983747352065,0.33097200197181564,2.4683555199800367e-10,0.847481727030521,2.0,3.6690279980281844,5.2142054425077475,False,False,True,False,False,False
123,25.002462504047944,-6.365180727800457,5.025249467993653e-05,1.0,2.0,10.365180727800457,11.91035817228002,False,False,True,False,False,False
124,33.12737414766424,-11.641761431113554,1.1248582416634179e-06,1.0,2.0,15.641761431113558,17.186938875593114,False,False,True,False,False,False
125,18.742892701129858,-7.676748868760457,0.0008828194394987499,1.0,2.0,11.676748868760457,13.221926313240019,False,False,True,False,False,False
126,28.354281238492337,-0.2253079543004839,1.0571485485888488e-05,1.0,2.0,4.225307954300483,5.770485398780046,False,False,True,False,False,False
127,31.242808867680683,-6.689710897974269,2.7313538789597303e-06,1.0,2.0,10.689710897974269,12.234888342453829,False,False,True,False,False,False
128,38.51791658896524,0.28933025632666265,8.761083025721206e-08,0.8653120132216401,2.0,3.710669743673339,5.255847188152902,False,False,True,False,False,False
129,30.74167562203181,-9.5648899536525,3.4562158883755245e-06,1.0,2.0,13.5648899536525,15.110067398132061,False,False,True,False,False,False
130,26.267773437297237,-7.452208676261058,2.7943903851412877e-05,1.0,18.57962694994319,11.452208676261058,12.997386120740622,False,False,True,False,False,False
131,37.66361368927436,-7.146243377067826,1.3146570876365615e-07,1.0,2.0,11.146243377067826,12.69142082154739,False,False,True,False,False,False
132,13.253951193968078,-1.5743143967973108,0.01009935000280926,1.0,8.66358049441306,5.5743143967973126,7.119491841276876,False,False,True,False,False,False
133,15.403111507246404,3.014753766607406,0.003934175607141488,0.22149021128810542,2.0,0.9852462333925942,2.5304236778721574,False,False,True,False,False,False
134,26.585405044361522,4.956205587044344,2.4108322905669333e-05,0.08390225458998546,2.0,-0.9562055870443444,0.5889718574352187,True,False,True,False,False,False
135,27.278522751440256,0.416848246692302,1.7460762784970996e-05,0.8118626337855848,2.0,3.5831517533076997,5.128329197787263,False,False,True,False,False,False
136,23.36778027879559,-4.411975852280484,0.00010690633891119461,1.0,2.0,8.411975852280484,9.957153296760048,False,False,True,False,False,False
137,32.389053902663385,-0.9327798585784137,1.5929294450156561e-06,1.0,2.0,4.932779858578414,6.477957303057977,False,False,True,False,False,False
138,29.068637789730065,-4.4066890405524966,7.570380737176308e-06,1.0,2.0,8.4066890405525,9.951866485032056,False,False,True,False,False,False
139,29.23104594507488,-2.2386010261406923,7.016419654948258e-06,1.0,2.0,6.238601026140689,7.7837784706202555,False,False,True,False,False,False
140,13.568914952079425,-8.323370118814935,0.008805943730689547,1.0,20.02394734689568,12.323370118814935,13.868547563294499,False,False,True,False,False,False
141,21.3327734907154,-6.815538704449853,0.00027200911911307024,1.0,2.0,10.815538704449853,12.360716148929413,False,False,True,False,False,False
142,21.974933101581616,-3.292127475198754,0.00020273620617894395,1.0,2.0,7.292127475198754,8.837304919678317,False,False,True,False,False,False
143,35.688511007829405,-9.365904325362902,3.353646518267084e-07,1.0,2.0,13.365904325362902,14.911081769842468,False,False,True,False,False,False
144,23.924694531350305,-1.7540143848112013,8.269937817795281e-05,1.0,2.0,5.7540143848111995,7.299191829290763,False,False,True,False,False,False
145,29.86591297553806,-10.551277733499226,5.211896334844646e-06,1.0,2.0,14.551277733499226,16.09645517797879,False,False,True,False,False,False
146,32.17471719818691,-5.7129289102230665,1.76207287472252e-06,1.0,2.0,9.71292891022307,11.258106354702626,False,False,True,False,False,False
147,15.981596653924036,-3.6934546849651255,0.003043957865931146,1.0,25.0,7.6934546849651255,9.238632129444689,False,False,True,False,False,False
148,14.197216150996432,-5.093367688486978,0.006691508990774531,1.0,2.0,9.093367688486978,10.638545132966541,False,False,True,False,False,False
149,61.71215527959315,-0.3400954465931836,1.266431404189916e-12,1.0,2.0,4.340095446593185,5.885272891072745,False,False,True,False,False,False
150,15.28259243614098,-6.645962888108691,0.004149598811801769,1.0,2.0,10.645962888108691,12.191140332588255,False,False,True,False,False,False
151,26.14919358343824,-16.543837943176747,2.952641518638721e-05,1.0,2.0,20.543837943176747,22.08901538765631,False,False,True,False,False,False
152,28.949075337790863,-6.452672681657617,8.005820432366306e-06,1.0,2.0,10.452672681657617,11.997850126137179,False,False,True,False,False,False
153,40.45701019727528,-4.9634659085197494,3.4816993843556077e-08,1.0,2.0,8.963465908519751,10.50864335299931,False,False,True,False,False,False
154,26.1673722143632,-4.5009892930070485,2.927815177422577e-05,1.0,2.0,8.500989293007049,10.046166737486608,False,False,True,False,False,False
155,47.73444214829414,1.2432251472295999,1.0720742071868017e-09,0.537077661646223,2.0,2.7567748527703984,4.3019522972499615,False,False,True,False,False,False
156,24.37124967865783,-7.372752344421521,6.72900868231574e-05,1.0,2.0,11.372752344421524,12.917929788901084,False,False,True,False,False,False
157,36.18955352918018,-9.005808052280878,2.645165716463893e-07,1.0,2.0,13.005808052280877,14.550985496760443,False,False,True,False,False,False
158,18.826624845262607,-0.0884369999693444,0.0008500397928994374,1.0,2.0,4.088436999969343,5.633614444448909,False,False,True,False,False,False
159,24.13559751362654,-16.436531223525073,7.502811388360175e-05,1.0,2.0,20.43653122352508,21.981708668004636,False,False,True,False,False,False
160,27.666184088343215,-5.8059978333824525,1.457458338316453e-05,1.0,2.0,9.805997833382452,11.35117527786202,False,False,True,False,False,False
