mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,44.252753675386586,-2.841279452338057,5.685180215486696e-09,1.0,2.0,6.841279452338053,8.38645689681762,False,False,True,False,False,False
1,24.481142357067064,-3.660986857822323,6.395790095781173e-05,1.0,2.0,7.660986857822323,9.206164302301886,False,False,True,False,False,False
2,19.972260218899997,0.9733452164179042,0.000505735611881053,0.6146682373416231,24.767447802935248,3.026654783582096,4.571832228061659,False,False,True,False,False,False
3,22.870457835585945,-7.566085112745844,0.0001343992874559552,1.0,2.0,11.566085112745846,13.111262557225409,False,False,True,False,False,False
4,46.286511784552204,-6.352863398010005,2.1468786748357616e-09,1.0,2.0,10.352863398010005,11.898040842489571,False,False,True,False,False,False
5,20.25061057035964,-4.366416793010838,0.000445602608198703,1.0,2.0,8.366416793010838,9.911594237490405,False,False,True,False,False,False
6,25.85963395611369,-4.9241326295963965,3.3775146755288254e-05,1.0,2.0,8.924132629596397,10.469310074075963,False,False,True,False,False,False
7,17.542250130665497,2.9683786047457374,0.0015159795962245148,0.2266860400388524,2.0,1.0316213952542626,2.5767988397338257,False,False,True,False,False,False
8,9.223695457192907,-4.472029802352697,0.05574499213207973,1.0,2.0,8.472029802352697,10.017207246832262,False,False,True,False,False,False
9,27.59472321097956,4.673526114923323,1.5068370038839873e-05,0.09663995045596763,2.1772887028775147,-0.6735261149233231,0.8716513295562436,True,False,True,False,False,False
10,25.772194576835638,-4.410071452829495,3.5173797425125386e-05,1.0,2.0,8.410071452829495,9.955248897309062,False,False,True,False,False,False
11,19.09684826313999,7.995320079583642,0.000752245628111714,0.01835854693690553,3.1975363318891237,-3.9953200795836423,-2.450142635104079,True,True,True,False,False,False
12,11.802186125122706,-4.364901562981185,0.01888451039718375,1.0,21.496164694209167,8.364901562981185,9.910079007460745,False,False,True,False,False,False
13,34.572286717582486,-3.818410553629473,5.686505271107478e-07,1.0,2.0,7.818410553629473,9.36358799810904,False,False,True,False,False,False
14,21.955280322470013,-1.1835287011585383,0.00020457036276011475,1.0,2.0,5.18352870115854,6.7287061456381,False,False,True,False,False,False
15,20.966644034382167,-4.104693976053559,0.000321527881832373,1.0,5.015890766454681,8.104693976053559,9.64987142053312,False,False,True,False,False,False
16,13.025437410968046,-5.802600661942908,0.011152168743620239,1.0,2.0,9.802600661942908,11.347778106422467,False,False,True,False,False,False
17,22.224632470734125,-4.253258005205076,0.00018080464304959243,1.0,2.0,8.253258005205076,9.79843544968464,False,False,True,False,False,False
18,16.110351143974075,1.5287138144911552,0.0028746076278033383,0.4656332800980193,6.138556230492468,2.471286185508845,4.016463629988408,False,False,True,False,False,False
19,30.81497119312776,3.943688528789009,3.3393047642604756e-06,0.13919989792291143,2.4074215252610536,0.05631147121098934,1.601488915690556,False,False,True,False,False,False
20,12.133760317183821,0.2891308640594019,0.016383819370805797,0.8653982857841912,18.810704758374882,3.710869135940598,5.256046580420161,False,False,True,False,False,False
21,23.70138201256657,-5.6102440052665585,9.167201349968845e-05,1.0,2.0,9.610244005266559,11.155421449746122,False,False,True,False,False,False
22,28.70803023570273,2.2199715585251756,8.9609159752424e-06,0.3295636476799598,2.2587925116040646,1.7800284414748244,3.3252058859543876,False,False,True,False,False,False
23,37.17038019009723,-6.85363685365154,1.661430917287987e-07,1.0,2.0,10.85363685365154,12.398814298131107,False,False,True,False,False,False
24,21.017026320915427,-3.6826222558739303,0.0003142171897264623,1.0,2.5566720196976895,7.68262225587393,9.227799700353494,False,False,True,False,False,False
25,18.246737366010645,-7.727628674595657,0.001104323663403517,1.0,2.0,11.727628674595653,13.27280611907522,False,False,True,False,False,False
26,18.478960688206403,-5.10808985625134,0.0009945407616555046,1.0,2.0,9.10808985625134,10.653267300730901,False,False,True,False,False,False
27,41.379621273755646,-7.028592861595602,2.242772223493006e-08,1.0,2.0,11.028592861595602,12.573770306075168,False,False,True,False,False,False
28,12.569622714488991,2.8303619281529517,0.013581865262832227,0.24288165661687622,2.0,1.1696380718470465,2.7148155163266097,False,False,True,False,False,False
29,16.969053508353653,-1.6125734909525704,0.001959893691650283,1.0,2.0,5.61257349095257,7.157750935432134,False,False,True,False,False,False
30,10.457360518560783,6.544391763550333,0.03338943370083458,0.037923061019120796,23.224403256033956,-2.5443917635503333,-0.9992143190707736,True,True,True,False,False,False
31,12.186558283902137,-10.708210413982501,0.016016570988134582,1.0,21.002320109394034,14.7082104139825,16.253387858462066,False,False,True,False,False,False
32,12.874662985973355,-0.6659131797018176,0.011904731191308304,1.0,2.0,4.665913179701818,6.211090624181381,False,False,True,False,False,False
33,9.111040613972282,-0.20691549066999926,0.058383134500467726,1.0,2.0,4.206915490669999,5.752092935149562,False,False,True,False,False,False
34,13.372648115308634,-1.8434567064742318,0.009591467245614549,1.0,2.0,5.843456706474228,7.388634150953795,False,False,True,False,False,False
35,16.104844185097,-4.234369432079895,0.002881657192933207,1.0,22.60624316152194,8.234369432079895,9.779546876559458,False,False,True,False,False,False
36,26.745106810879804,4.8584108830798005,2.238245799512928e-05,0.08810681078970806,2.0,-0.8584108830797987,0.6867665613997644,True,False,True,False,False,False
37,11.55367631821781,-6.197564955798633,0.020998011963500818,1.0,22.147623671481355,10.197564955798633,11.742742400278196,False,False,True,False,False,False
38,29.439766073754505,-3.0835257066305797,6.36334299664032e-06,1.0,2.0,7.083525706630578,8.628703151110145,False,False,True,False,False,False
39,48.74521666810088,-4.209784639245939,6.598964708004473e-10,1.0,2.0,8.209784639245939,9.754962083725502,False,False,True,False,False,False
40,20.006124557891482,-6.5154259766202145,0.0004980108689907059,1.0,2.0,10.515425976620214,12.060603421099778,False,False,True,False,False,False
41,17.176962279196864,-6.04841896211618,0.00178574668043463,1.0,2.0,10.04841896211618,11.593596406595744,False,False,True,False,False,False
42,14.420703399947122,-10.92417735475023,0.006066606207417058,1.0,23.058122983940347,14.924177354750228,16.469354799229794,False,False,True,False,False,False
43,19.402271993989054,-1.4414731830623673,0.0006550584476748833,1.0,2.0,5.441473183062369,6.9866506275419304,False,False,True,False,False,False
44,21.315501908976174,-6.826239028784933,0.0002741652098235958,1.0,2.0,10.826239028784933,12.371416473264496,False,False,True,False,False,False
45,22.68477955013595,-2.7597048340860013,0.00014637333449185608,1.0,2.0,6.759704834086001,8.304882278565564,False,False,True,False,False,False
46,14.663057309948563,3.401594323229359,0.005453587098355306,0.18253795378894744,2.3763467778227256,0.5984056767706392,2.143583121250206,False,False,True,False,False,False
