mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,274.1657728250442,-39.61686682000178,0.0,1.0,2.0,43.61686682000178,45.16204426448134,False,False,True,False,False,False
1,217.72694041157177,-38.34823665639646,0.0,1.0,2.0,42.34823665639646,43.89341410087602,False,False,True,False,False,False
2,186.83301536375808,-43.337036994653594,0.0,1.0,2.0,47.337036994653594,48.88221443913315,False,False,True,False,False,False
3,217.3091160080033,-51.10111273195372,0.0,1.0,2.0,55.10111273195372,56.646290176433276,False,False,True,False,False,False
4,273.6120282514856,-52.63067081506599,0.0,1.0,2.0,56.63067081506599,58.175848259545546,False,False,True,False,False,False
5,212.5318461470622,-37.25470279669274,0.0,1.0,2.0,41.25470279669274,42.7998802411723,False,False,True,False,False,False
6,224.17750670500135,-44.11569540345088,0.0,1.0,2.0,48.11569540345088,49.660872847930435,False,False,True,False,False,False
7,195.21868736088157,-11.93028231178262,0.0,1.0,2.0,15.93028231178262,17.475459756262183,False,False,True,False,False,False
8,166.46846036384704,-45.935530536889885,0.0,1.0,2.0,49.935530536889885,51.48070798136944,False,False,True,False,False,False
9,226.1088752570156,-19.31342557435265,0.0,1.0,2.0,23.31342557435265,24.858603018832213,False,False,True,False,False,False
10,217.2212516479406,-49.059134851141586,0.0,1.0,2.0,53.059134851141586,54.60431229562114,False,False,True,False,False,False
11,197.16519124077908,-4.19648405737999,0.0,1.0,2.0,8.196484057379987,9.741661501859554,False,False,True,False,False,False
12,172.65354752680565,-49.09810222208479,0.0,1.0,2.0,53.09810222208479,54.643279666564354,False,False,True,False,False,False
13,245.43663081124774,-42.225789493086815,0.0,1.0,2.0,46.225789493086815,47.77096693756637,False,False,True,False,False,False
14,198.45804982287913,-30.470168728364072,0.0,1.0,2.0,34.47016872836407,36.015346172843635,False,False,True,False,False,False
