veto_label,region,active_intervals,delta_ell_A,n1,n2,n3,k1,k2,k3,deltaD1,deltaD2,deltaD3,Q_low,Q_high,Q_mean,koide_error,integer_error_10_15_20,mean_deltaD,score
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,10.8321603809186,14.992337918517771,16.012758823966625,13.8,19.1,20.4,180.459760791382,366.74036122747475,328.9053818046218,0.7225130890052357,0.5340314136125655,0.6282722513089005,0.14391293632173335,4.073161156021112,292.0351679411595,51.99951135152948
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,10.8321603809186,13.924820663586665,16.012758823966625,13.8,17.740000000000002,20.4,180.459760791382,307.2428258783066,328.9053818046218,0.7779030439684328,0.5749718151071025,0.6764374295377676,0.14415782128539326,4.212670613859672,272.2026561581035,48.11688351065675
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,14.992337918517771,23.17140394526935,24.254619983361213,19.1,29.52,30.900000000000002,366.74036122747475,219.23688665845475,193.89722413297432,0.6470189701897019,0.5233739837398375,0.5851964769647697,0.14463341576973052,10.478409780699094,259.9581573396346,35.92846253524634
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,12.8102070591733,16.012758823966625,23.17140394526935,16.32,20.4,29.52,171.16918822806656,328.9053818046218,219.23688665845475,0.7999999999999999,0.7235294117647059,0.7617647058823529,0.14495223198648013,4.356689928721082,239.77048556371437,41.96943760941363
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,16.012758823966625,23.17140394526935,24.254619983361213,20.4,29.52,30.900000000000002,328.9053818046218,219.23688665845475,193.89722413297432,0.6910569105691057,0.5233739837398375,0.6072154471544715,0.14535362733000257,11.001222764527977,247.34649753201697,33.49696566012563
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,9.701847993344483,16.012758823966625,17.03317972941548,12.36,20.4,21.700000000000003,238.74676663009495,328.9053818046218,279.6729506656375,0.6058823529411764,0.5318627450980392,0.5688725490196078,0.14787437257807542,3.1490629673835007,282.4416997001181,51.50168838250192
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,13.924820663586665,17.03317972941548,23.17140394526935,17.740000000000002,21.700000000000003,29.52,307.2428258783066,279.6729506656375,219.23688665845475,0.8175115207373272,0.6801843317972349,0.7488479262672811,0.15144932244873557,5.440205881903081,268.7175544007996,43.720324533483705
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,8.665728304734879,10.8321603809186,16.012758823966625,11.04,13.8,20.4,172.60162245692163,180.459760791382,328.9053818046218,0.7999999999999999,0.7391304347826086,0.7695652173913043,0.15175234913285127,5.920241569651214,227.32225501764182,36.233184123395226
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,10.8321603809186,14.992337918517771,24.254619983361213,13.8,19.1,30.900000000000002,180.459760791382,366.74036122747475,193.89722413297432,0.7225130890052357,0.8089005235602095,0.7657068062827226,0.15280475429393764,4.335244031179767,247.03244871727702,41.8420364672265
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,9.701847993344483,12.8102070591733,13.924820663586665,12.36,16.32,17.740000000000002,238.74676663009495,171.16918822806656,307.2428258783066,0.7573529411764706,0.5435049019607844,0.6504289215686274,0.15294711723316204,6.464664856924196,239.05292691215604,37.1209180730763
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,8.665728304734879,10.8321603809186,12.8102070591733,11.04,13.8,16.32,172.60162245692163,180.459760791382,171.16918822806656,0.7999999999999999,0.5913043478260869,0.6956521739130435,0.15315762102751196,8.416905047529745,174.74352382545672,25.20399828527658
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,4.976514261958255,9.701847993344483,12.8102070591733,6.34,12.36,16.32,203.68019153397563,238.74676663009495,171.16918822806656,0.5129449838187703,0.6601941747572816,0.5865695792880259,0.15385788549536966,10.246899344577272,204.53204879737905,27.608976887716487
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,8.665728304734879,16.012758823966625,24.254619983361213,11.04,20.4,30.900000000000002,172.60162245692163,328.9053818046218,193.89722413297432,0.5411764705882353,0.7573529411764707,0.649264705882353,0.15482825871355232,4.572499600341644,231.80140946483925,38.54471389091338
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,13.924820663586665,17.03317972941548,24.254619983361213,17.740000000000002,21.700000000000003,30.900000000000002,307.2428258783066,279.6729506656375,193.89722413297432,0.8175115207373272,0.7119815668202765,0.7647465437788019,0.1575043179583675,6.135130663338756,260.27100022563945,40.21871274941259
tight,B_low_sideband_Kst_signal,"[[0.1, 8.5], [10.5, 12.8], [14.2, 19.0]]",4.931918184811636,13.924820663586665,23.17140394526935,24.254619983361213,17.740000000000002,29.52,30.900000000000002,307.2428258783066,219.23688665845475,193.89722413297432,0.6009485094850949,0.5233739837398375,0.5621612466124661,0.15764412188125052,10.013882907289107,240.12564555657855,32.25512337589237
