mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
20,321.98853157085387,-55.986146843174836,0.0,1.0,2.0,59.986146843174836,61.53132428765439,False,False,True,False,False,False
21,369.46715140585064,-88.70777456979475,0.0,1.0,2.0,92.70777456979475,94.25295201427431,False,False,True,False,False,False
22,383.58936094877913,-32.884722652521305,0.0,1.0,2.0,36.884722652521305,38.42990009700087,False,False,True,False,False,False
23,429.8699930252841,-81.98876747542376,0.0,1.0,2.0,85.98876747542376,87.53394491990332,False,False,True,False,False,False
24,360.1618953936632,-73.40958318056528,0.0,1.0,2.0,77.40958318056528,78.95476062504484,False,False,True,False,False,False
25,357.46304336312676,-87.59766493156054,0.0,1.0,2.0,91.59766493156054,93.14284237604011,False,False,True,False,False,False
26,357.5138141528743,-77.28987041574572,0.0,1.0,2.0,81.28987041574572,82.83504786022527,False,False,True,False,False,False
27,437.4905331734319,-83.09262716784475,0.0,1.0,2.0,87.09262716784475,88.63780461232432,False,False,True,False,False,False
28,322.94275665332725,-41.30573354151099,0.0,1.0,2.0,45.30573354151099,46.850910985990545,False,False,True,False,False,False
29,349.7404008988444,-62.591241773398366,0.0,1.0,2.0,66.59124177339837,68.13641921787791,False,False,True,False,False,False
30,260.60357226145175,-53.6330822176001,0.0,1.0,2.0,57.6330822176001,59.178259662079654,False,False,True,False,False,False
31,355.77570560935504,-58.54240206529588,0.0,1.0,2.0,62.54240206529588,64.08757950977544,False,False,True,False,False,False
32,321.3649611629983,-64.27060969517956,0.0,1.0,2.0,68.27060969517956,69.81578713965911,False,False,True,False,False,False
33,308.8723444979026,-53.90696826646097,0.0,1.0,2.0,57.90696826646097,59.45214571094053,False,False,True,False,False,False
34,329.07804319384593,-65.27646626244021,0.0,1.0,2.0,69.27646626244021,70.82164370691976,False,False,True,False,False,False
35,343.22568441374005,-75.21695132569256,0.0,1.0,2.0,79.21695132569256,80.76212877017213,False,False,True,False,False,False
36,367.68166201978386,-51.33934183709122,0.0,1.0,2.0,55.33934183709122,56.884519281570775,False,False,True,False,False,False
37,335.8784198220013,-66.19837927402523,0.0,1.0,2.0,70.19837927402523,71.74355671850478,False,False,True,False,False,False
38,386.64715604237057,-83.26685122440188,0.0,1.0,2.0,87.26685122440188,88.81202866888142,False,False,True,False,False,False
39,447.1625119139507,-59.26728312999505,0.0,1.0,2.0,63.26728312999505,64.81246057447461,False,False,True,False,False,False
40,362.4534639726439,-83.43734255249208,0.0,1.0,2.0,87.43734255249208,88.98251999697163,False,False,True,False,False,False
41,347.0176645330641,-82.12229115414647,0.0,1.0,2.0,86.12229115414647,87.66746859862602,False,False,True,False,False,False
42,340.1864487024238,-101.12695361004283,0.0,1.0,2.0,105.12695361004283,106.6721310545224,False,False,True,False,False,False
43,349.6691450912815,-63.36991506429915,0.0,1.0,2.0,67.36991506429915,68.91509250877871,False,False,True,False,False,False
44,367.21452308616387,-86.01586020541767,0.0,1.0,2.0,90.01586020541765,91.56103764989722,False,False,True,False,False,False
45,364.13100126190056,-73.96390570240204,0.0,1.0,2.0,77.96390570240204,79.50908314688161,False,False,True,False,False,False
46,332.8184824711605,-41.18472526745306,0.0,1.0,2.0,45.18472526745306,46.729902711932624,False,False,True,False,False,False
47,322.6500960563586,-100.03713430471147,0.0,1.0,2.0,104.03713430471147,105.58231174919105,False,False,True,False,False,False
48,359.17149971010224,-45.12002474644497,0.0,1.0,2.0,49.12002474644497,50.665202190924525,False,False,True,False,False,False
49,426.7618727539904,-77.07446114210288,0.0,1.0,2.0,81.07446114210288,82.61963858658244,False,False,True,False,False,False
50,397.107042038622,-44.03911974546048,0.0,1.0,2.0,48.03911974546048,49.58429718994004,False,False,True,False,False,False
51,360.8506736560614,-70.47752249241596,0.0,1.0,2.0,74.47752249241596,76.02269993689552,False,False,True,False,False,False
52,342.6936452885377,-78.67923001812565,0.0,1.0,2.0,82.67923001812565,84.22440746260521,False,False,True,False,False,False
53,421.8062651090405,-65.52832912549452,0.0,1.0,2.0,69.52832912549452,71.07350656997409,False,False,True,False,False,False
54,375.9672069955092,-100.89075126011892,0.0,1.0,2.0,104.89075126011892,106.43592870459847,False,False,True,False,False,False
55,411.57624220244486,-58.945511949684196,0.0,1.0,2.0,62.945511949684196,64.49068939416375,False,False,True,False,False,False
56,325.22451123734754,-84.90017295479389,0.0,1.0,2.0,88.90017295479389,90.44535039927345,False,False,True,False,False,False
57,342.3588764408774,-67.2729344905812,0.0,1.0,2.0,71.2729344905812,72.81811193506076,False,False,True,False,False,False
58,371.2361438363721,-57.2228590405053,0.0,1.0,2.0,61.2228590405053,62.768036484984854,False,False,True,False,False,False
59,323.9497166453302,-46.207970250057386,0.0,1.0,2.0,50.207970250057386,51.75314769453694,False,False,True,False,False,False
60,371.5390095789303,-60.89809919962227,0.0,1.0,2.0,64.89809919962227,66.44327664410183,False,False,True,False,False,False
61,331.03757959546573,-86.67977569322507,0.0,1.0,2.0,90.67977569322507,92.22495313770463,False,False,True,False,False,False
62,364.37797968945017,-77.44315631332846,0.0,1.0,2.0,81.44315631332846,82.98833375780801,False,False,True,False,False,False
63,387.49192212535877,-50.59460127633504,0.0,1.0,2.0,54.59460127633504,56.1397787208146,False,False,True,False,False,False
64,413.26479925196145,-98.73466758477673,0.0,1.0,2.0,102.73466758477673,104.27984502925631,False,False,True,False,False,False
65,366.4144448232811,-76.37292157287092,0.0,1.0,2.0,80.37292157287092,81.91809901735047,False,False,True,False,False,False
66,364.58189867902234,-100.85847925078959,0.0,1.0,2.0,104.85847925078959,106.40365669526915,False,False,True,False,False,False
67,357.98384848611687,-71.53077465279021,0.0,1.0,2.0,75.53077465279021,77.07595209726978,False,False,True,False,False,False
68,338.246291041121,-56.90471122658686,0.0,1.0,2.0,60.90471122658686,62.44988867106642,False,False,True,False,False,False
69,377.51463307249645,-65.93697055191532,0.0,1.0,2.0,69.93697055191532,71.48214799639487,False,False,True,False,False,False
70,409.33959660779686,-64.83545680129005,0.0,1.0,2.0,68.83545680129005,70.38063424576961,False,False,True,False,False,False
71,377.4975944062908,-64.36059251485842,0.0,1.0,2.0,68.36059251485842,69.90576995933799,False,False,True,False,False,False
72,300.2308286055497,-75.1136463640901,0.0,1.0,2.0,79.1136463640901,80.65882380856966,False,False,True,False,False,False
73,363.1498675802953,-78.83767378130425,0.0,1.0,2.0,82.83767378130425,84.38285122578381,False,False,True,False,False,False
74,386.44170008429603,-68.92712783288563,0.0,1.0,2.0,72.92712783288563,74.4723052773652,False,False,True,False,False,False
75,344.4076101489743,-85.78730511853914,0.0,1.0,2.0,89.78730511853914,91.33248256301869,False,False,True,False,False,False
76,476.74955503141496,-61.87522044276621,0.0,1.0,2.0,65.8752204427662,67.42039788724577,False,False,True,False,False,False
77,386.01785535741146,-65.81355195229652,0.0,1.0,2.0,69.81355195229652,71.35872939677608,False,False,True,False,False,False
78,334.5459941302698,-30.360884373973942,0.0,1.0,2.0,34.360884373973946,35.90606181845351,False,False,True,False,False,False
79,292.6433782917191,-62.36356239320121,0.0,1.0,2.0,66.3635623932012,67.90873983768077,False,False,True,False,False,False
80,378.7795671826992,-52.5896563173409,0.0,1.0,2.0,56.5896563173409,58.13483376182046,False,False,True,False,False,False
81,415.92226376736323,-77.9420128949341,0.0,1.0,2.0,81.9420128949341,83.48719033941364,False,False,True,False,False,False
82,337.53693823785653,-52.38953693542874,0.0,1.0,2.0,56.38953693542874,57.93471437990829,False,False,True,False,False,False
83,410.38681473170664,-79.58303320230604,0.0,1.0,2.0,83.58303320230604,85.1282106467856,False,False,True,False,False,False
84,323.1249499403357,-99.38752600971117,0.0,1.0,2.0,103.38752600971117,104.93270345419074,False,False,True,False,False,False
85,352.23759099867806,-66.92013290390068,0.0,1.0,2.0,70.92013290390068,72.46531034838023,False,False,True,False,False,False
86,397.037486830131,-89.79545999843762,0.0,1.0,2.0,93.79545999843762,95.34063744291717,False,False,True,False,False,False
87,399.87688064322435,-90.00179813115892,0.0,1.0,2.0,94.00179813115892,95.54697557563847,False,False,True,False,False,False
88,319.08727424327094,-79.1130936998938,0.0,1.0,2.0,83.1130936998938,84.65827114437336,False,False,True,False,False,False
89,377.0309462940725,-64.52285774715348,0.0,1.0,2.0,68.52285774715348,70.06803519163304,False,False,True,False,False,False
90,332.66368811975326,-70.40429064560254,0.0,1.0,2.0,74.40429064560254,75.9494680900821,False,False,True,False,False,False
91,349.92929441486126,-77.63825932185078,0.0,1.0,2.0,81.63825932185078,83.18343676633035,False,False,True,False,False,False
92,283.9733885913721,-64.86897055816341,0.0,1.0,2.0,68.86897055816341,70.41414800264297,False,False,True,False,False,False
93,336.23118857957047,-94.90278261606008,0.0,1.0,2.0,98.90278261606008,100.44796006053963,False,False,True,False,False,False
94,363.54255697496023,-62.37583019419006,0.0,1.0,2.0,66.37583019419006,67.92100763866961,False,False,True,False,False,False
95,432.7285206960897,-99.52582317377772,0.0,1.0,2.0,103.52582317377772,105.07100061825727,False,False,True,False,False,False
96,382.4573161408264,-86.6927601184137,0.0,1.0,2.0,90.6927601184137,92.23793756289325,False,False,True,False,False,False
97,378.38254822847875,-63.71847921762318,0.0,1.0,2.0,67.71847921762318,69.26365666210273,False,False,True,False,False,False
98,353.4586873450371,-79.32285665732374,0.0,1.0,2.0,83.32285665732374,84.8680341018033,False,False,True,False,False,False
99,339.01631268058424,-78.94147154414,0.0,1.0,2.0,82.94147154414,84.48664898861955,False,False,True,False,False,False
100,362.5868210867578,-69.00072892595378,0.0,1.0,2.0,73.00072892595378,74.54590637043334,False,False,True,False,False,False
101,375.3117853170453,-62.291073095237444,0.0,1.0,2.0,66.29107309523745,67.836250539717,False,False,True,False,False,False
102,338.7943997540101,-55.485700575600816,0.0,1.0,2.0,59.485700575600816,61.03087802008037,False,False,True,False,False,False
103,362.20461042907147,-68.29876079256319,0.0,1.0,2.0,72.29876079256319,73.84393823704274,False,False,True,False,False,False
104,364.0139562900242,-86.79292771369919,0.0,1.0,2.0,90.79292771369919,92.33810515817875,False,False,True,False,False,False
105,356.85459309748086,-37.69582723070371,0.0,1.0,2.0,41.69582723070371,43.24100467518327,False,False,True,False,False,False
106,379.8704514526642,-83.24079323899659,0.0,1.0,2.0,87.24079323899659,88.78597068347615,False,False,True,False,False,False
107,361.87724580464226,-102.73508464954782,0.0,1.0,2.0,106.73508464954782,108.28026209402736,False,False,True,False,False,False
108,331.69919534943926,-73.031896443026,0.0,1.0,2.0,77.031896443026,78.57707388750556,False,False,True,False,False,False
109,352.22166268878675,-36.155258738406,0.0,1.0,2.0,40.155258738406,41.70043618288556,False,False,True,False,False,False
110,355.23999852214337,-82.27391844793462,0.0,1.0,2.0,86.27391844793462,87.81909589241417,False,False,True,False,False,False
111,425.1410128819516,-84.18294425876917,0.0,1.0,2.0,88.18294425876917,89.72812170324873,False,False,True,False,False,False
112,360.35413638194825,-68.44346412745087,0.0,1.0,2.0,72.44346412745087,73.98864157193043,False,False,True,False,False,False
113,321.40933417764415,-70.91518269907931,0.0,1.0,2.0,74.91518269907931,76.46036014355886,False,False,True,False,False,False
114,365.6690414724288,-75.82212003948062,0.0,1.0,2.0,79.82212003948062,81.36729748396019,False,False,True,False,False,False
115,391.8100290711898,-124.70283377209097,0.0,1.0,2.0,128.70283377209097,130.24801121657055,False,False,True,False,False,False
116,335.5111255438386,-61.67578332698345,0.0,1.0,2.0,65.67578332698345,67.22096077146301,False,False,True,False,False,False
117,417.72029521729024,-82.55161977343512,0.0,1.0,2.0,86.55161977343514,88.09679721791468,False,False,True,False,False,False
118,423.55167336221837,-93.24789420631987,0.0,1.0,2.0,97.24789420631987,98.79307165079942,False,False,True,False,False,False
119,449.38195468296567,-60.55698896260951,0.0,1.0,2.0,64.55698896260951,66.10216640708907,False,False,True,False,False,False
120,314.66780353250107,-50.67456650937251,0.0,1.0,2.0,54.67456650937251,56.21974395385207,False,False,True,False,False,False
121,294.35195421785795,-56.855556905149434,0.0,1.0,2.0,60.855556905149434,62.40073434962899,False,False,True,False,False,False
122,437.1189365400827,-55.281599528526854,0.0,1.0,2.0,59.281599528526854,60.82677697300641,False,False,True,False,False,False
123,350.7724863540601,-77.63738377164711,0.0,1.0,2.0,81.63738377164711,83.18256121612667,False,False,True,False,False,False
124,374.39777856787657,-101.32012634949744,0.0,1.0,2.0,105.32012634949744,106.865303793977,False,False,True,False,False,False
125,329.04219736010805,-80.90867147010965,0.0,1.0,2.0,84.90867147010965,86.4538489145892,False,False,True,False,False,False
126,361.37714299413966,-56.48314553805619,0.0,1.0,2.0,60.48314553805619,62.02832298253575,False,False,True,False,False,False
127,360.27929230265795,-91.51295116436742,0.0,1.0,2.0,95.51295116436742,97.05812860884697,False,False,True,False,False,False
128,393.184185355914,-51.385967373450455,0.0,1.0,2.0,55.385967373450455,56.93114481793001,False,False,True,False,False,False
129,373.73701630588096,-86.57578850807029,0.0,1.0,2.0,90.57578850807029,92.12096595254985,False,False,True,False,False,False
130,335.39854856313826,-102.55905223277637,0.0,1.0,2.0,106.55905223277637,108.10422967725594,False,False,True,False,False,False
131,388.98624925073057,-67.92467243970054,0.0,1.0,2.0,71.92467243970054,73.46984988418009,False,False,True,False,False,False
132,282.67777054497014,-77.15181169353623,0.0,1.0,2.0,81.15181169353623,82.6969891380158,False,False,True,False,False,False
133,302.07924370346495,-37.65732113795461,0.0,1.0,2.0,41.65732113795461,43.20249858243417,False,False,True,False,False,False
134,359.07353291202173,-31.744271523157785,0.0,1.0,2.0,35.744271523157785,37.28944896763734,False,False,True,False,False,False
135,363.8569145189664,-47.93406138339388,0.0,1.0,2.0,51.93406138339388,53.47923882787344,False,False,True,False,False,False
136,336.8436893445892,-71.00094661980121,0.0,1.0,2.0,75.00094661980121,76.54612406428078,False,False,True,False,False,False
137,373.4445694433879,-49.94162601507156,0.0,1.0,2.0,53.94162601507156,55.486803459551126,False,False,True,False,False,False
138,360.1679519851371,-74.35499295579268,0.0,1.0,2.0,78.35499295579268,79.90017040027224,False,False,True,False,False,False
139,362.928291361253,-61.52639940153348,0.0,1.0,2.0,65.52639940153348,67.07157684601304,False,False,True,False,False,False
140,317.4419299928102,-66.54173956687339,0.0,1.0,2.0,70.54173956687339,72.08691701135294,False,False,True,False,False,False
141,335.54487118064736,-80.48487477492908,0.0,1.0,2.0,84.48487477492908,86.03005221940865,False,False,True,False,False,False
142,334.27659264999284,-67.85780420475976,0.0,1.0,2.0,71.85780420475976,73.40298164923931,False,False,True,False,False,False
143,386.1599082263829,-87.0050474051032,0.0,1.0,2.0,91.0050474051032,92.55022484958275,False,False,True,False,False,False
144,337.1557999608093,-62.744068144592624,0.0,1.0,2.0,66.74406814459263,68.28924558907218,False,False,True,False,False,False
145,366.31519742305653,-93.23937257202635,0.0,1.0,2.0,97.23937257202635,98.78455001650592,False,False,True,False,False,False
146,379.72316035416895,-72.99034555329006,0.0,1.0,2.0,76.99034555329006,78.53552299776962,False,False,True,False,False,False
147,310.70484233391676,-68.95700562328862,0.0,1.0,2.0,72.95700562328862,74.50218306776819,False,False,True,False,False,False
148,306.11315212651186,-74.67879047655545,0.0,1.0,2.0,78.67879047655545,80.22396792103501,False,False,True,False,False,False
149,469.3100159975644,-59.312523726784725,0.0,1.0,2.0,63.312523726784725,64.85770117126428,False,False,True,False,False,False
150,313.7085668803353,-78.4055341300908,0.0,1.0,2.0,82.4055341300908,83.95071157457036,False,False,True,False,False,False
151,352.5035920378348,-114.66679660240841,0.0,1.0,2.0,118.66679660240841,120.21197404688797,False,False,True,False,False,False
152,364.85215177388045,-77.5785169463858,0.0,1.0,2.0,81.5785169463858,83.12369439086537,False,False,True,False,False,False
153,405.09452413998054,-69.43270652850265,0.0,1.0,2.0,73.43270652850265,74.9778839729822,False,False,True,False,False,False
154,358.12118696876666,-63.898325025062874,0.0,1.0,2.0,67.89832502506287,69.44350246954244,False,False,True,False,False,False
155,384.74423089896993,-60.26740778067621,0.0,1.0,2.0,64.26740778067621,65.81258522515577,False,False,True,False,False,False
156,354.8780951884825,-74.47643293153243,0.0,1.0,2.0,78.47643293153243,80.02161037601198,False,False,True,False,False,False
157,392.37629635161073,-84.08199205111148,0.0,1.0,2.0,88.08199205111148,89.62716949559103,False,False,True,False,False,False
158,328.22697967062425,-48.1558610638281,0.0,1.0,2.0,52.1558610638281,53.70103850830766,False,False,True,False,False,False
159,368.079084680877,-92.3816234363835,0.0,1.0,2.0,96.3816234363835,97.92680088086306,False,False,True,False,False,False
160,356.12445719339394,-80.98456818707211,0.0,1.0,2.0,84.98456818707211,86.52974563155168,False,False,True,False,False,False
161,369.0526131042418,-79.32091440900787,0.0,1.0,2.0,83.32091440900787,84.86609185348743,False,False,True,False,False,False
162,357.3379468082639,-43.40208148208086,0.0,1.0,2.0,47.40208148208086,48.94725892656042,False,False,True,False,False,False
163,326.41182140544987,-39.02169097948668,0.0,1.0,2.0,43.02169097948668,44.56686842396624,False,False,True,False,False,False
164,328.7636402548155,-55.68116442737509,0.0,1.0,2.0,59.68116442737509,61.22634187185464,False,False,True,False,False,False
165,338.1274571212525,-66.2396586620876,0.0,1.0,2.0,70.2396586620876,71.78483610656716,False,False,True,False,False,False
166,338.7207596500091,-82.86041046547957,0.0,1.0,2.0,86.86041046547957,88.40558790995914,False,False,True,False,False,False
167,307.48695046444993,-50.92650972091767,0.0,1.0,2.0,54.926509720917664,56.47168716539724,False,False,True,False,False,False
168,345.4132720912478,-82.58338146599135,0.0,1.0,2.0,86.58338146599135,88.1285589104709,False,False,True,False,False,False
169,326.3659404613604,-82.63026048687146,0.0,1.0,2.0,86.63026048687146,88.17543793135103,False,False,True,False,False,False
170,504.0572893342281,-64.03714007716275,0.0,1.0,2.0,68.03714007716275,69.58231752164231,False,False,True,False,False,False
171,351.00776134670457,-51.979252605467764,0.0,1.0,2.0,55.979252605467764,57.52443004994732,False,False,True,False,False,False
172,364.4386435654936,-94.40569375139853,0.0,1.0,2.0,98.40569375139853,99.95087119587808,False,False,True,False,False,False
173,407.8863941548618,-77.12556782303702,0.0,1.0,2.0,81.12556782303702,82.67074526751658,False,False,True,False,False,False
174,338.5831628311937,-70.37396452844675,0.0,1.0,2.0,74.37396452844675,75.91914197292631,False,False,True,False,False,False
175,359.6200107292293,-51.50399421336146,0.0,1.0,2.0,55.50399421336146,57.049171657841015,False,False,True,False,False,False
176,365.443859143424,-85.96718028930772,0.0,1.0,2.0,89.96718028930772,91.51235773378728,False,False,True,False,False,False
177,395.22434566710933,-56.01003572297888,0.0,1.0,2.0,60.01003572297888,61.55521316745843,False,False,True,False,False,False
178,347.34212742107286,-69.26062072912539,0.0,1.0,2.0,73.26062072912539,74.80579817360496,False,False,True,False,False,False
179,378.3497079293717,-64.53697327226752,0.0,1.0,2.0,68.53697327226752,70.08215071674707,False,False,True,False,False,False
180,386.92602618096083,-35.63764872144846,0.0,1.0,2.0,39.63764872144846,41.18282616592802,False,False,True,False,False,False
181,363.8969254062272,-77.65939845632006,0.0,1.0,2.0,81.65939845632006,83.20457590079963,False,False,True,False,False,False
182,359.0400906379307,-94.83568410440591,0.0,1.0,2.0,98.83568410440591,100.38086154888548,False,False,True,False,False,False
183,364.9658177143338,-63.73661251255393,0.0,1.0,2.0,67.73661251255393,69.28178995703348,False,False,True,False,False,False
184,404.3059616451429,-85.27363122286327,0.0,1.0,2.0,89.27363122286326,90.81880866734282,False,False,True,False,False,False
185,271.0002207336008,-74.1737606190404,0.0,1.0,2.0,78.1737606190404,79.71893806351994,False,False,True,False,False,False
186,434.75239246379283,-43.37838397983033,0.0,1.0,2.0,47.37838397983033,48.92356142430989,False,False,True,False,False,False
187,314.9353294087839,-66.82321873994103,0.0,1.0,2.0,70.82321873994103,72.36839618442059,False,False,True,False,False,False
188,365.472396972021,-75.7373245161262,0.0,1.0,2.0,79.7373245161262,81.28250196060576,False,False,True,False,False,False
189,376.5034089015073,-76.72659357511347,0.0,1.0,2.0,80.72659357511347,82.27177101959302,False,False,True,False,False,False
190,289.8420875396781,-62.063477211438396,0.0,1.0,2.0,66.0634772114384,67.60865465591795,False,False,True,False,False,False
191,363.2816768616175,-42.51061086270334,0.0,1.0,2.0,46.51061086270334,48.055788307182894,False,False,True,False,False,False
192,412.47861497810993,-78.38462519643758,0.0,1.0,2.0,82.38462519643758,83.92980264091715,False,False,True,False,False,False
193,344.1899647131404,-68.41009436425644,0.0,1.0,2.0,72.41009436425644,73.955271808736,False,False,True,False,False,False
194,335.84707184684066,-65.91236117878377,0.0,1.0,2.0,69.91236117878377,71.45753862326333,False,False,True,False,False,False
195,339.98448438355314,-62.50194283025661,0.0,1.0,2.0,66.50194283025661,68.04712027473616,False,False,True,False,False,False
196,333.6729207985253,-57.95442256330824,0.0,1.0,2.0,61.95442256330824,63.4996000077878,False,False,True,False,False,False
197,357.13869843151855,-52.61610133861723,0.0,1.0,2.0,56.61610133861723,58.16127878309678,False,False,True,False,False,False
198,336.1340428949636,-50.10973226397463,0.0,1.0,2.0,54.10973226397462,55.6549097084542,False,False,True,False,False,False
199,407.4016488211327,-52.05707848258804,0.0,1.0,2.0,56.05707848258804,57.602255927067596,False,False,True,False,False,False
