mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,229.58511332175308,-31.828082122472416,0.0,1.0,2.0,35.828082122472416,37.37325956695198,False,False,True,False,False,False
1,178.89874661157975,-30.531115024630942,0.0,1.0,2.0,34.53111502463094,36.076292469110506,False,False,True,False,False,False
2,150.22710770271837,-35.448846829206985,0.0,1.0,2.0,39.448846829206985,40.99402427368655,False,False,True,False,False,False
3,177.95905574741602,-42.27038280288605,0.0,1.0,2.0,46.27038280288605,47.8155602473656,False,False,True,False,False,False
4,228.97995981867732,-43.863242375511796,0.0,1.0,2.0,47.863242375511796,49.40841981999136,False,False,True,False,False,False
5,173.29803547966145,-30.15015951500578,0.0,1.0,2.0,34.15015951500578,35.695336959485346,False,False,True,False,False,False
6,184.661889239526,-35.55569528140468,0.0,1.0,2.0,39.55569528140468,41.100872725884244,False,False,True,False,False,False
7,157.89864977258762,-7.63158091821386,0.0,1.0,2.0,11.631580918213857,13.17675836269342,False,False,True,False,False,False
8,132.3233129372335,-37.45702985647375,0.0,1.0,2.0,41.45702985647375,43.00220730095332,False,False,True,False,False,False
9,186.03605487657322,-13.36493898681791,0.0,1.0,2.0,17.36493898681791,18.910116431297475,False,False,True,False,False,False
10,178.6271667997882,-39.783228823332585,0.0,1.0,2.0,43.783228823332585,45.32840626781214,False,False,True,False,False,False
11,159.52815187799416,-0.42718694428782555,0.0,1.0,2.0,4.4271869442878256,5.972364388767389,False,False,True,False,False,False
12,137.25506959986419,-40.849584023654614,0.0,1.0,2.0,44.849584023654614,46.39476146813417,False,False,True,False,False,False
13,203.7818001074108,-34.1873451451479,0.0,1.0,2.0,38.1873451451479,39.732522589627465,False,False,True,False,False,False
14,162.02476815736932,-23.491383959745654,0.0,1.0,2.0,27.491383959745654,29.036561404225218,False,False,True,False,False,False
