k_peak,amp_peak,median_amp,robust_sigma,snr_like,prominence,in_band,band,iter
4.789903930890434,0.00738127676391308,0.00734076171374575,2.1649594095409687e-06,18.71399989707905,4.8289498962879665e-05,False,"[8.0, 20.0]",45
4.789903930890434,0.019302458169832747,0.01919650901142603,5.661489482666893e-06,18.714007812093925,0.00012627978378080412,False,"[8.0, 20.0]",90
4.789903930890434,0.00738127676391308,0.00734076171374575,2.1649594095409687e-06,18.71399989707905,4.8289498962879665e-05,False,"[8.0, 20.0]",182
