k,n_eff,delta_chi2,amp,phase
16.62,12.644239298858675,0.35208540157918833,0.28775773328158455,-1.1278136968339874
16.64,12.659454989952366,0.3045526167936714,0.2679715994714462,-1.1542743295393785
16.66,12.67467068104606,0.2595324682293949,0.24770930804201427,-1.1846317697552213
16.68,12.689886372139751,0.2174498327690344,0.2270612249925765,-1.2200953813790119
16.700000000000003,12.705102063233447,0.17870632296154554,0.20614356130150338,-1.2623809988715369
16.72,12.720317754327137,0.1436758914429106,0.18511165293386259,-1.3139774868379661
16.740000000000002,12.735533445420833,0.11270047318447496,0.164182785322779,-1.3785765650418313
16.759999999999998,12.750749136514521,0.08608574131272917,0.14367673019984709,-1.461755438817459
16.78,12.765964827608217,0.06409705943576682,0.12408890815068269,-1.571972655165609
16.8,12.781180518701909,0.04695571818683675,0.10621866983750818,-1.7215818697544498
16.82,12.796396209795601,0.03483554574154368,0.09136006226095242,-1.9259472716042674
16.84,12.811611900889295,0.02785998116189603,0.08142278662260775,-2.19458626443841
16.86,12.826827591982985,0.026099695441644144,0.07846990814327985,-2.509396006816799
16.880000000000003,12.84204328307668,0.02957083806825267,0.08332313435557168,-2.817053839661238
16.9,12.857258974170371,0.03823397687449415,0.09478204878284814,-3.0702270252384016
16.92,12.872474665264065,0.05199378616202921,0.11074255648610372,3.0239968218727906
16.939999999999998,12.887690356357757,0.07069952287764636,0.1294315953069681,2.8868733482149476
16.96,12.902906047451452,0.09414631347090108,0.14967911736949568,2.7865579476182916
16.98,12.918121738545143,0.12207725550058512,0.17075684643497716,2.7116299641145214
17.0,12.933337429638836,0.1541863187284207,0.19220101394009814,2.654382849715299
17.02,12.948553120732528,0.1901220110094073,0.21369996661396382,2.609738780547132
17.04,12.96376881182622,0.22949175546568767,0.23503108068062306,2.574321337224116
17.060000000000002,12.978984502919916,0.2718669079124538,0.2560260117276869,2.5458390527842174
17.08,12.994200194013604,0.31678832792403,0.2765512711500664,2.5227000552793912
17.1,13.0094158851073,0.3637724038737815,0.29649709852309053,2.5037729589599445
