k_l,amp
315.5286452725795,0.010240727371660619
316.98942603773037,0.009907555452247575
318.4502068028812,0.010898222692046019
319.91098756803206,0.012466951416938456
321.37176833318284,0.011513808967360638
322.8325490983337,0.009977651601314714
324.29332986348453,0.009363954447383858
325.7541106286354,0.010673380871656757
327.2148913937862,0.014479415051824826
328.675672158937,0.02050354937604509
330.13645292408785,0.025279677676252926
331.5972336892387,0.023942927126227323
333.05801445438954,0.025570056349047545
334.5187952195404,0.030668826086983784
335.97957598469117,0.029724708503109643
337.440356749842,0.025642255742245223
338.90113751499285,0.027108182368387076
340.3619182801437,0.02961090373270309
341.8226990452945,0.026070501759379635
343.28347981044533,0.020046332967401066
344.7442605755962,0.0193952944353092
346.205041340747,0.027145236600409545
347.66582210589786,0.03404375739510027
349.12660287104865,0.032608674460164355
350.5873836361995,0.029558966049460955
352.04816440135033,0.03720575485022992
353.5089451665012,0.042489099569133104
354.969725931652,0.040058381482746895
356.4305066968028,0.04078663894059165
357.89128746195365,0.04338683086004724
359.3520682271045,0.04004359382028063
360.81284899225534,0.030222436829695
362.2736297574061,0.01992444815733589
363.73441052255697,0.015980647525959388
365.1951912877078,0.018775272965012343
366.65597205285866,0.02518419329551115
368.1167528180095,0.03314661334692739
369.5775335831603,0.040509360794521554
371.03831434831113,0.04494218881320723
372.499095113462,0.04765681216604365
373.9598758786128,0.04791172826177714
