mc,delta_chi2_vs_const,delta_chi2_vs_charm,p_local_rough_vs_const,p_local_rough_vs_charm,best_k,wct_aic_minus_charm_aic,wct_bic_minus_charm_bic,wct_preferred_over_charm_by_aic,wct_preferred_over_charm_by_bic,hit_delta_vs_const,hit_delta_vs_charm,hit_k_window,hit_delta_vs_charm_and_k
0,143.94581821366918,-17.907029491978292,0.0,1.0,2.0,21.907029491978292,23.452206936457856,False,False,True,False,False,False
1,105.10083593533537,-16.739958053248998,0.0,1.0,2.0,20.739958053248998,22.28513549772856,False,False,True,False,False,False
2,86.26528709150314,-17.497539108455037,0.0,1.0,2.0,21.497539108455037,23.042716552934603,False,False,True,False,False,False
3,103.7500809071374,-25.869427341668413,0.0,1.0,2.0,29.869427341668413,31.41460478614798,False,False,True,False,False,False
4,145.03752614489684,-26.122882041189698,0.0,1.0,2.0,30.122882041189698,31.66805948566926,False,False,True,False,False,False
5,99.83602108010862,-17.032161641393515,0.0,1.0,2.0,21.032161641393515,22.577339085873078,False,False,True,False,False,False
6,109.24054824096655,-20.45429640969628,0.0,1.0,2.0,24.45429640969628,25.999473854175847,False,False,True,False,False,False
7,88.51075019080601,-0.6527863619883796,0.0,1.0,2.0,4.65278636198838,6.197963806467946,False,False,True,False,False,False
8,69.81252327036013,-21.85875324929671,2.4868995751603507e-14,1.0,2.0,25.85875324929671,27.403930693776275,False,False,True,False,False,False
9,110.20499968877851,-3.558597887053816,0.0,1.0,2.0,7.558597887053814,9.103775331533381,False,False,True,False,False,False
10,105.1914521879759,-23.136481321841273,0.0,1.0,2.0,27.136481321841273,28.681658766320837,False,False,True,False,False,False
11,90.02362179858149,5.5210143312085975,0.0,0.06325967709017544,2.0,-1.5210143312085975,0.024163113270965653,True,False,True,False,False,False
12,73.96075183704195,-23.922675461344006,3.3306690738754696e-15,1.0,2.0,27.922675461344006,29.46785290582357,False,False,True,False,False,False
13,123.9788141112046,-19.650625492761616,0.0,1.0,2.0,23.650625492761616,25.195802937241183,False,False,True,False,False,False
14,93.287284606573,-11.537116571832676,0.0,1.0,2.0,15.537116571832676,17.08229401631224,False,False,True,False,False,False
15,85.03235009697535,-33.37730302140562,0.0,1.0,2.0,37.37730302140562,38.92248046588519,False,False,True,False,False,False
16,78.88259656962956,-24.160107598249986,3.3306690738754696e-16,1.0,2.0,28.160107598249986,29.705285042729553,False,False,True,False,False,False
17,103.08921556571451,-17.574731914876327,0.0,1.0,2.0,21.574731914876324,23.119909359355887,False,False,True,False,False,False
18,80.2691230403843,-6.177508228642424,1.1102230246251565e-16,1.0,2.0,10.177508228642424,11.722685673121987,False,False,True,False,False,False
19,118.83894881820868,-2.7352197639070557,0.0,1.0,2.0,6.7352197639070575,8.280397208386617,False,False,True,False,False,False
20,76.0355642647153,-10.824921778225136,1.2212453270876722e-15,1.0,2.0,14.824921778225136,16.370099222704702,False,False,True,False,False,False
21,101.63619415230701,-25.70282683311484,0.0,1.0,2.0,29.70282683311484,31.248004277594404,False,False,True,False,False,False
22,109.72797560174865,-0.22855102617901135,0.0,1.0,2.0,4.228551026179012,5.773728470658575,False,False,True,False,False,False
23,131.87276002217797,-24.487173806018866,0.0,1.0,2.0,28.487173806018866,30.032351250498433,False,False,True,False,False,False
24,97.61526969291256,-17.948459668967374,0.0,1.0,2.0,21.948459668967374,23.49363711344694,False,False,True,False,False,False
25,93.25247059135913,-27.192623328639016,0.0,1.0,2.0,31.192623328639016,32.73780077311858,False,False,True,False,False,False
26,93.31761657968374,-21.82585146266729,0.0,1.0,2.0,25.82585146266729,27.371028907146854,False,False,True,False,False,False
27,137.91051698050063,-24.300793652021735,0.0,1.0,2.0,28.300793652021735,29.8459710965013,False,False,True,False,False,False
28,77.17523253405727,-3.365884159187967,6.661338147750939e-16,1.0,2.0,7.365884159187967,8.911061603667534,False,False,True,False,False,False
29,89.55694543997595,-14.21329772701585,0.0,1.0,2.0,18.21329772701585,19.758475171495412,False,False,True,False,False,False
30,48.67585720380855,-9.858274276075566,6.822491460667379e-10,1.0,2.0,13.85827427607557,15.403451720555125,False,False,True,False,False,False
31,93.52318790232226,-13.447735542818545,0.0,1.0,2.0,17.447735542818545,18.992912987298112,False,False,True,False,False,False
32,77.55107430796285,-13.262975243728153,5.551115123125783e-16,1.0,2.0,17.262975243728153,18.80815268820772,False,False,True,False,False,False
33,69.68075607680278,-9.978945506589854,2.653433028854124e-14,1.0,2.0,13.978945506589852,15.524122951069419,False,False,True,False,False,False
34,79.66603713096184,-15.279818167361531,2.220446049250313e-16,1.0,2.0,19.279818167361533,20.824995611841096,False,False,True,False,False,False
35,87.637226458601,-19.383840707380088,0.0,1.0,2.0,23.383840707380088,24.92901815185965,False,False,True,False,False,False
36,104.06022214388665,-4.398206333842198,0.0,1.0,2.0,8.3982063338422,9.94338377832176,False,False,True,False,False,False
37,84.94775343740562,-14.370524562276422,0.0,1.0,2.0,18.370524562276422,19.915702006755986,False,False,True,False,False,False
38,112.07904914137777,-21.70793625107563,0.0,1.0,2.0,25.70793625107563,27.253113695555193,False,False,True,False,False,False
39,146.09080049720748,-13.567396578752668,0.0,1.0,2.0,17.567396578752664,19.112574023232227,False,False,True,False,False,False
40,95.92130514566202,-25.10655039042846,0.0,1.0,2.0,29.10655039042846,30.651727834908023,False,False,True,False,False,False
41,89.04255034545638,-23.935308599073352,0.0,1.0,2.0,27.935308599073352,29.480486043552915,False,False,True,False,False,False
42,84.47853769454909,-34.25652154506898,0.0,1.0,2.0,38.25652154506898,39.80169898954854,False,False,True,False,False,False
43,91.90857539701713,-13.355781345027209,0.0,1.0,2.0,17.35578134502721,18.900958789506774,False,False,True,False,False,False
